,money,recent,frequency,cluster
2097,713.0,184,1,1
2098,2873.0,175,2,1
2099,1636.0,173,1,1
2100,987.0,92,2,1
2101,792.0,18,1,2
2102,1275.0,166,1,1
2103,2506.0,19,2,0
2104,532.0,160,1,1
2105,2717.5,139,1,1
2106,2555.5,103,2,0
2107,517.5,179,1,1
2108,680.0,8,1,2
2109,1762.0,78,1,1
2110,3085.5,90,1,1
2111,1013.0,138,1,1
2112,3015.56,1,3,2
2113,2211.0,184,1,1
2114,1541.5,130,2,1
2115,853.0,161,1,1
2116,995.5,131,1,1
2117,2678.5,20,2,0
2118,1119.5,62,1,1
2119,537.0,184,1,1
2120,1171.0,140,2,1
2121,2144.5,45,1,1
2122,1739.5,39,2,0
2123,952.5,15,1,2
2124,437.0,26,1,2
2125,2490.5,6,2,2
2126,3572.5,40,3,0
2127,617.0,169,1,1
2128,1039.5,185,1,1
2129,753.0,161,1,1
2130,583.0,177,1,1
2131,564.0,183,1,1
2132,640.0,11,1,2
2133,689.5,54,1,1
2134,1321.0,6,1,2
2135,5229.5,8,3,0
2136,507.0,147,1,1
2137,1561.5,163,1,1
2138,1639.0,122,1,1
2139,434.0,137,1,1
2140,589.5,157,1,1
2141,683.5,65,1,1
2142,659.0,29,1,2
2143,2652.0,162,1,1
2144,590.0,27,1,2
2145,1325.5,183,1,1
2146,486.5,64,1,1
2147,894.0,25,1,2
2148,595.0,129,1,1
2149,1496.0,16,1,2
2150,1035.0,48,1,1
2151,12831.0,121,5,0
2152,1115.5,142,1,1
2153,38165.0,3,18,0
2154,1098.0,119,1,1
2155,1349.5,188,1,1
2156,795.5,164,1,1
2157,1365.5,124,1,1
2158,2566.0,91,1,1
2159,480.0,38,1,2
2160,402.0,70,1,1
2161,1279.0,16,1,2
2162,397.0,177,1,1
2163,1560.0,52,1,1
2164,1263.0,135,1,1
2165,1999.5,141,1,1
2166,830.0,176,1,1
2167,1095.0,67,2,1
2168,734.0,148,1,1
2169,1426.0,9,1,2
2170,1057.0,37,1,2
2171,915.5,45,1,1
2172,2346.0,81,1,1
2173,1547.0,135,1,1
2174,1897.0,142,2,1
2175,2419.5,62,3,0
2176,1271.0,30,1,2
2177,1814.0,149,1,1
2178,6202.5,14,6,0
2179,573.0,177,1,1
2180,1382.0,48,2,1
2181,698.0,81,1,1
2182,4157.0,146,2,0
2183,1891.5,150,1,1
2184,1008.5,83,1,1
2185,999.0,192,1,1
2186,1358.0,169,2,1
2187,1373.5,119,3,0
2188,709.5,130,1,1
2189,1062.5,184,1,1
2190,737.5,24,1,2
2191,680.0,76,1,1
2192,4140.0,9,3,0
2193,2060.0,48,2,0
2194,830.5,175,2,1
2195,5791.0,144,2,0
2196,2171.5,152,1,1
2197,1150.5,99,2,1
2198,2048.0,152,1,1
2199,3595.0,13,2,0
2200,1040.5,175,1,1
2201,6910.12,60,3,0
2202,1897.5,140,1,1
2203,7908.5,141,3,0
2204,1029.0,187,1,1
2205,3346.7000000000007,57,2,0
2206,4326.5,83,2,0
2207,636.0,173,1,1
2208,1718.0,146,1,1
2209,1242.0,162,1,1
2210,9357.0,13,4,0
2211,5464.5,54,3,0
2212,2086.0,168,1,1
2213,33180.5,10,12,0
2214,6974.0,157,3,0
2215,1936.8,159,1,1
2216,1363.5,13,1,2
2217,20260.05,10,11,0
2218,1167.5,171,2,1
2219,1406.0,142,1,1
2220,2893.0,152,2,1
2221,5276.0,58,1,1
2222,1838.0,179,1,1
2223,1847.0,70,2,1
2224,1212.0,117,1,1
2225,12.0,171,1,1
2226,2115.0,152,1,1
2227,3535.5,43,2,0
2228,6157.0,154,1,1
2229,4495.0,159,1,1
2230,5136.800000000001,90,2,0
2231,6369.88,2,5,0
2232,1083.5,17,1,2
2233,2773.5,168,1,1
2234,2859.0,34,1,2
2235,1433.0,189,1,1
2236,6911.5,14,5,0
2237,10391.0,19,6,0
2238,4941.0,124,1,1
2239,5582.0,189,1,1
2240,7639.5,78,5,0
2241,1244.5,180,1,1
2242,1674.0,180,1,1
2243,649.0,184,1,1
2244,1038.0,192,1,1
2245,5436.0,143,1,1
2246,2209.0,144,2,1
2247,28567.16,1,10,0
2248,1244.5,175,1,1
2249,1272.0,184,1,1
2250,2786.0,14,3,0
2251,15913.5,76,3,0
2252,738.0,16,1,2
2253,4036.0,3,1,2
2254,5394.16,62,4,0
2255,1336.0,151,1,1
2256,3509.5,130,2,0
2257,8802.3,72,3,0
2258,1678.0,146,1,1
2259,4989.5,3,3,0
2260,862.5,83,1,1
2261,728.5,50,1,1
2262,1870.0,16,2,2
2263,5872.0,150,2,0
2264,3261.0,61,2,0
2265,6815.0,36,4,0
2266,3774.0,86,2,0
2267,2205.5,126,2,1
2268,1904.0,3,1,2
2269,810.0,147,1,1
2270,1759.0,28,2,2
2271,3015.0,77,2,0
2272,1992.0,151,2,1
2273,625.0,117,1,1
2274,3114.0,14,2,0
2275,3806.5,180,2,0
2276,1546.0,163,1,1
2277,2367.0,144,2,1
2278,3628.0,98,2,0
2279,20300.0,101,4,0
2280,2262.0,175,2,1
2281,2958.0,91,1,1
2282,2691.0,173,1,1
2283,3324.5,12,2,0
2284,3500.0,26,2,0
2285,6221.5,67,5,0
2286,4972.5,116,2,0
2287,2787.0,99,2,0
2288,6131.0,59,2,0
2289,1514.0,181,3,0
2290,4499.0,107,1,1
2291,802.0,18,1,2
2292,2420.0,152,1,1
2293,1639.0,108,2,1
2294,5776.0,130,3,0
2295,4157.0,145,2,0
2296,1365.5,24,2,2
2297,3245.0,179,1,1
2298,2147.0,141,1,1
2299,3950.0,88,2,0
2300,4849.0,126,3,0
2301,12268.0,112,3,0
2302,3075.0,186,1,1
2303,3504.5,59,2,0
2304,5940.5,98,4,0
2305,1162.0,42,1,1
2306,20135.0,2,8,0
2307,7094.0,34,4,0
2308,6845.0,34,2,0
2309,1275.0,178,1,1
2310,617.0,180,1,1
2311,2902.5,18,2,0
2312,4803.0,147,2,0
2313,3911.0,112,2,0
2314,826.0,49,1,1
2315,9014.0,13,6,0
2316,4168.0,154,1,1
2317,10629.0,61,7,0
2318,2881.0,188,1,1
2319,1016.0,76,1,1
2320,2763.0,125,1,1
2321,1257.0,168,1,1
2322,878.0,169,1,1
2323,7827.0,134,1,1
2324,6305.5,46,3,0
2325,3256.0,47,2,0
2326,572.0,5,1,2
2327,1514.0,73,1,1
2328,1890.0,140,1,1
2329,7212.0,52,3,0
2330,24725.5,72,12,0
2331,2410.5,57,1,1
2332,2177.0,189,1,1
2333,12643.5,40,7,0
2334,13235.0,137,3,0
2335,1350.0,132,1,1
2336,1186.0,181,1,1
2337,3565.0,164,1,1
2338,3939.0,142,2,0
2339,1430.0,21,1,2
2340,5996.5,76,5,0
2341,1589.0,121,2,1
2342,2624.0,94,3,0
2343,2516.5,41,4,0
2344,2615.0,174,3,0
2345,1449.0,75,1,1
2346,11448.0,46,6,0
2347,6032.0,159,1,1
2348,2948.0,191,1,1
2349,1220.0,171,1,1
2350,4312.0,192,1,1
2351,3204.0,133,2,0
2352,7499.0,169,1,1
2353,1749.0,81,1,1
2354,2228.0,12,1,2
2355,15695.0,132,2,0
2356,5951.0,162,2,0
2357,2057.0,159,1,1
2358,2080.0,141,1,1
2359,1942.0,148,1,1
2360,1002.0,161,1,1
2361,480.0,127,1,1
2362,7129.0,77,5,0
2363,2044.0,60,2,0
2364,8449.0,3,3,0
2365,448.0,30,1,2
2366,1514.5,33,3,0
2367,1211.0,35,1,2
2368,4934.0,74,2,0
2369,1461.0,130,1,1
2370,2635.0,14,3,0
2371,3217.0,98,2,0
2372,2563.0,92,2,0
2373,41436.5,17,17,0
2374,1449.0,97,1,1
2375,4880.0,25,2,0
2376,5536.0,48,5,0
2377,2348.0,133,1,1
2378,2316.0,63,1,1
2379,2895.0,186,1,1
2380,5732.0,4,2,2
2381,2066.0,182,1,1
2382,525.0,24,1,2
2383,3664.0,187,1,1
2384,4626.68,70,2,0
2385,2456.0,142,1,1
2386,724.5,133,1,1
2387,1305.0,146,1,1
2388,890.0,170,1,1
2389,6404.0,150,1,1
2390,7560.0,19,2,0
2391,2175.5,7,2,2
2392,3145.0,157,2,1
2393,2197.0,190,1,1
2394,3285.0,133,1,1
2395,10501.0,102,7,0
2396,1669.0,186,1,1
2397,3065.0,151,1,1
2398,3552.0,154,1,1
2399,1852.0,86,1,1
2400,6458.0,55,3,0
2401,6725.0,90,4,0
2402,8692.5,79,2,0
2403,8536.0,151,1,1
2404,2300.0,36,1,2
2405,7080.0,153,1,1
2406,1622.0,159,1,1
2407,434.5,93,1,1
2408,3214.0,5,1,2
2409,1451.0,84,1,1
2410,898.0,76,1,1
2411,1636.0,61,1,1
2412,954.5,60,1,1
2413,1364.0,71,1,1
2414,2266.0,52,2,0
2415,4842.0,15,3,0
2416,3107.0,162,1,1
2417,1516.0,53,1,1
2418,1216.0,19,1,2
2419,1032.0,146,1,1
2420,10998.0,6,5,0
2421,10829.5,60,3,0
2422,801.0,116,1,1
2423,3007.5,36,2,0
2424,1795.0,157,1,1
2425,1833.0,96,1,1
2426,2830.0,144,1,1
2427,2467.0,72,3,0
2428,1907.0,99,1,1
2429,1105.0,191,1,1
2430,2421.0,153,1,1
2431,3470.0,13,2,0
2432,2889.0,35,1,2
2433,19733.0,77,2,0
2434,1133.0,36,2,2
2435,7206.0,124,2,0
2436,2195.0,7,4,0
2437,1912.0,17,1,2
2438,2649.0,166,1,1
2439,4313.5,163,1,1
2440,1461.0,157,1,1
2441,1014.0,111,1,1
2442,1177.0,22,1,2
2443,2431.0,22,2,0
2444,1207.5,43,1,1
2445,7566.0,34,1,2
2446,17561.5,9,2,0
2447,802.0,144,1,1
2448,1048.5,98,1,1
2449,2140.0,5,1,2
2450,2960.0,71,1,1
2451,3446.0,99,2,0
2452,3543.0,133,2,0
2453,3144.0,125,2,0
2454,2561.0,125,2,1
2455,574.0,138,1,1
2456,1023.0,73,1,1
2457,10244.0,35,6,0
2458,9562.5,14,4,0
2459,2179.0,171,1,1
2460,626.0,187,1,1
2461,1145.0,174,1,1
2462,11409.0,150,3,0
2463,4691.0,28,4,0
2464,2492.0,163,1,1
2465,3778.0,74,1,1
2466,2562.0,144,1,1
2467,4643.0,149,2,0
2468,951.0,192,1,1
2469,2952.5,84,2,0
2470,3322.0,155,1,1
2471,1793.0,29,1,2
2472,1143.0,187,1,1
2473,5884.0,41,4,0
2474,4924.0,1,4,0
2475,2068.0,149,1,1
2476,1079.0,19,1,2
2477,2371.0,96,1,1
2478,952.5,144,1,1
2479,2305.0,142,1,1
2480,14988.0,61,8,0
2481,8138.5,14,3,0
2482,759.0,12,1,2
2483,5864.0,97,3,0
2484,1642.5,15,2,2
2485,2219.0,76,1,1
2486,734.0,144,1,1
2487,817.0,152,1,1
2488,1739.0,26,2,2
2489,1676.0,50,1,1
2490,921.0,154,1,1
2491,22498.0,34,6,0
2492,3750.0,1,2,2
2493,25199.0,54,11,0
2494,5130.0,173,1,1
2495,1315.0,179,1,1
2496,1396.0,28,1,2
2497,7401.0,86,2,0
2498,834.0,152,1,1
2499,3445.0,155,1,1
2500,1753.0,182,1,1
2501,1974.0,154,1,1
2502,2003.0,53,1,1
2503,1208.5,96,1,1
2504,3636.5,132,3,0
2505,8400.5,6,5,0
2506,2261.0,192,1,1
2507,1164.0,54,1,1
2508,1665.0,11,1,2
2509,5306.0,150,2,0
2510,1976.0,27,2,0
2511,10680.0,53,3,0
2512,8266.5,84,3,0
2513,11248.0,80,3,0
2514,1136.5,147,1,1
2515,5656.0,41,3,0
2516,7090.0,61,2,0
2517,2869.0,115,1,1
2518,1186.0,110,1,1
2519,744.0,134,1,1
2520,8785.5,37,5,0
2521,2876.0,166,2,1
2522,1244.5,114,1,1
2523,14114.0,67,3,0
2524,2833.0,14,1,2
2525,4028.0,155,1,1
2526,3053.0,19,2,0
2527,5076.0,54,2,0
2528,9727.5,10,3,0
2529,5306.0,152,2,0
2530,600.0,53,1,1
2531,3995.0,42,2,0
2532,3248.0,157,1,1
2533,1416.6399999999994,161,1,1
2534,764.0,72,1,1
2535,1065.5,25,2,2
2536,859.0,7,1,2
2537,7219.0,40,2,0
2538,14952.5,17,6,0
2539,2152.0,89,1,1
2540,1072.0,50,1,1
2541,2315.0,41,3,0
2542,6229.0,152,1,1
2543,1833.0,55,1,1
2544,2641.0,133,2,1
2545,7534.0,154,1,1
2546,1034.0,167,1,1
2547,565.5,72,1,1
2548,2075.0,128,1,1
2549,7540.0,9,4,0
2550,4873.0,58,3,0
2551,7836.5,132,3,0
2552,1277.0,109,1,1
2553,8261.0,149,2,0
2554,3336.0,47,1,1
2555,693.0,180,1,1
2556,1061.0,157,1,1
2557,159.0,153,1,1
2558,24474.0,155,1,0
2559,1359.0,151,1,1
2560,3164.5,23,1,2
2561,1149.0,167,1,1
2562,6191.0,9,2,0
2563,1242.0,159,1,1
2564,3922.0,78,2,0
2565,3245.0,168,1,1
2566,1072.0,163,1,1
2567,2936.0,156,2,1
2568,3873.0,65,1,1
2569,2683.0,15,1,2
2570,9589.0,122,2,0
2571,1595.0,173,1,1
2572,1900.5,48,2,0
2573,3178.0,124,2,0
2574,1607.0,138,1,1
2575,964.0,78,1,1
2576,22382.0,12,1,0
2577,339.0,113,1,1
2578,1817.0,61,1,1
2579,570.0,164,1,1
2580,7441.0,141,3,0
2581,2706.0,67,1,1
2582,15360.0,63,2,0
2583,11530.0,36,4,0
2584,2705.5,112,1,1
2585,2321.0,35,1,2
2586,6350.0,79,4,0
2587,1015.0,13,1,2
2588,1706.0,161,1,1
2589,10787.5,25,5,0
2590,4272.0,14,3,0
2591,1091.5,71,1,1
2592,2219.0,86,2,0
2593,3296.0,3,1,2
2594,2054.0,112,1,1
2595,809.0,112,1,1
2596,1529.0,35,1,2
2597,5852.0,140,2,0
2598,1246.0,148,2,1
2599,464.0,177,1,1
2600,406.0,156,1,1
2601,605.0,67,1,1
2602,2577.0,11,3,0
2603,1010.0,6,2,2
2604,1435.5,33,2,2
2605,1983.0,76,1,1
2606,676.0,94,1,1
2607,1027.0,150,1,1
2608,684.0,126,1,1
2609,626.5,130,1,1
2610,529.5,13,1,2
2611,1026.0,148,1,1
2612,2730.5,149,2,1
2613,997.0,93,1,1
2614,2121.5,140,3,0
2615,1647.0,29,1,2
2616,1163.0,57,1,1
2617,1057.0,128,1,1
2618,1414.0,111,1,1
2619,1526.5,94,1,1
2620,1856.5,57,2,0
2621,1678.0,63,1,1
2622,1957.0,76,1,1
2623,1811.0,98,1,1
2624,754.5,22,1,2
2625,1917.0,81,2,1
2626,6091.0,135,3,0
2627,414.0,186,1,1
2628,1338.0,191,1,1
2629,4.0,16,1,2
2630,2900.0,162,1,1
2631,1486.0,188,1,1
2632,802.0,81,1,1
2633,458.0,98,1,1
2634,2577.5,34,2,0
2635,1782.0,147,1,1
2636,786.5,152,2,1
2637,1572.5,98,2,1
2638,1781.0,158,1,1
2639,811.0,152,1,1
2640,634.0,174,1,1
2641,1797.0,134,2,1
2642,3159.0,94,1,1
2643,1428.0,58,2,1
2644,972.0,109,2,1
2645,11317.0,149,3,0
2646,729.5,174,1,1
2647,2350.0,181,1,1
2648,318.0,155,1,1
2649,1094.0,43,2,2
2650,1406.5,14,2,2
2651,3669.0,4,3,0
2652,663.0,59,1,1
2653,341.0,186,1,1
2654,544.5,143,1,1
2655,925.0,4,2,2
2656,1920.0,17,3,0
2657,477.5,22,2,2
2658,514.5,104,1,1
2659,3389.0,169,1,1
2660,2471.0,8,4,0
2661,488.0,33,1,2
2662,539.5,111,1,1
2663,755.5,184,1,1
2664,1493.0,103,1,1
2665,919.5,18,1,2
2666,1528.0,83,1,1
2667,1505.0,97,1,1
2668,1487.0,192,1,1
2669,470.0,85,1,1
2670,624.0,8,1,2
2671,2833.0,191,1,1
2672,1276.0,89,1,1
2673,562.0,129,1,1
2674,1147.0,146,1,1
2675,3356.5,21,3,0
2676,1082.0,105,1,1
2677,400.0,12,1,2
2678,2064.0,47,3,0
2679,2382.0,177,1,1
2680,3305.0,78,2,0
2681,1426.0,159,1,1
2682,554.5,44,1,2
2683,882.0,152,1,1
2684,994.0,85,2,1
2685,649.0,126,1,1
2686,1638.0,153,1,1
2687,3645.0,163,1,1
2688,338.0,188,1,1
2689,971.0,7,1,2
2690,3113.0,121,3,0
2691,4332.0,150,2,0
2692,851.5,40,1,2
2693,1667.0,103,1,1
2694,2429.0,106,3,0
2695,1961.5,171,1,1
2696,937.0,186,1,1
2697,508.5,16,1,2
2698,4148.0,22,1,2
2699,5604.57,38,4,0
2700,4158.0,174,1,1
2701,2585.0,143,1,1
2702,1080.5,118,1,1
2703,636.0,39,1,2
2704,2174.5,50,3,0
2705,2213.0,17,2,2
2706,3021.0,185,1,1
2707,494.0,156,1,1
2708,2932.0,153,1,1
2709,3085.5,6,4,0
2710,589.0,26,1,2
2711,871.0,167,1,1
2712,833.5,143,1,1
2713,2766.5,36,2,0
2714,497.5,75,1,1
2715,1404.0,144,2,1
2716,3907.5,163,2,0
2717,1782.0,185,1,1
2718,1744.5,6,2,2
2719,2097.0,173,1,1
2720,4014.5,16,5,0
2721,793.5,181,1,1
2722,2758.0,4,3,0
2723,2223.0,134,1,1
2724,933.0,3,1,2
2725,1242.0,39,1,2
2726,1849.0,31,1,2
2727,900.0,3,1,2
2728,905.0,47,1,1
2729,5013.5,104,3,0
2730,1063.0,124,1,1
2731,1507.0,149,1,1
2732,566.0,94,1,1
2733,1080.5,72,1,1
2734,4773.08,113,4,0
2735,807.0,73,1,1
2736,1740.5,88,1,1
2737,2385.0,178,1,1
2738,1799.0,150,1,1
2739,2698.5,119,3,0
2740,4335.5,72,4,0
2741,880.5,171,1,1
2742,2141.0,84,2,1
2743,4261.0,96,3,0
2744,368.0,190,1,1
2745,3257.0,14,2,0
2746,2951.0,97,2,0
2747,8770.0,158,1,1
2748,787.0,105,1,1
2749,1786.5,174,1,1
2750,3909.0,127,2,0
2751,577.0,53,1,1
2752,443.5,8,1,2
2753,1471.0,96,1,1
2754,1723.0,18,1,2
2755,2044.0,26,5,0
2756,517.0,138,1,1
2757,2793.0,167,1,1
2758,1573.0,148,1,1
2759,1938.5,151,2,1
2760,1372.0,116,1,1
2761,3962.0,61,2,0
2762,574.0,72,1,1
2763,1355.0,124,1,1
2764,1132.0,160,1,1
2765,576.5,101,1,1
2766,3703.0,169,1,1
2767,5893.0,44,4,0
2768,647.0,54,1,1
2769,1524.5,133,2,1
2770,22937.0,164,1,0
2771,4206.0,13,2,0
2772,906.5,19,1,2
2773,2799.0,187,1,1
2774,1347.0,143,1,1
2775,1413.0,138,1,1
2776,1093.5,1,1,2
2777,1094.0,38,1,2
2778,1239.0,39,1,2
2779,1088.0,99,1,1
2780,3672.0,152,1,1
2781,1171.5,125,1,1
2782,1492.0,159,1,1
2783,1755.0,91,1,1
2784,944.0,97,1,1
2785,4517.5,13,5,0
2786,11493.5,11,6,0
2787,7431.5,24,5,0
2788,1264.0,82,1,1
2789,417.0,96,1,1
2790,1374.0,51,1,1
2791,511.0,146,1,1
2792,1052.0,154,1,1
2793,764.5,132,1,1
2794,813.0,146,1,1
2795,1478.0,170,1,1
2796,808.0,116,1,1
2797,1432.0,6,2,2
2798,3123.5,71,3,0
2799,406.0,102,1,1
2800,983.0,168,1,1
2801,622.0,125,1,1
2802,1720.5,4,1,2
2803,1771.0,162,2,1
2804,630.0,47,1,1
2805,1495.5,163,1,1
2806,1981.5,188,1,1
2807,4541.0,3,1,2
2808,4823.0,44,4,0
2809,2570.0,30,2,0
2810,1377.0,182,1,1
2811,1140.5,48,1,1
2812,1043.0,18,1,2
2813,2860.0,181,1,1
2814,2691.0,170,2,1
2815,2231.0,35,1,2
2816,973.5,187,1,1
2817,1086.0,8,1,2
2818,1061.5,92,2,1
2819,691.5,148,1,1
2820,1969.0,164,1,1
2821,2134.0,119,1,1
2822,3580.0,184,1,1
2823,2850.0,126,1,1
2824,988.0,170,1,1
2825,1505.5,119,2,1
2826,1269.0,75,1,1
2827,2069.0,93,2,1
2828,4088.0,76,2,0
2829,3092.0,180,2,1
2830,738.5,104,1,1
2831,1573.5,72,1,1
2832,8168.0,17,5,0
2833,8377.5,155,3,0
2834,1196.1,165,1,1
2835,1462.0,192,1,1
2836,1615.0,175,1,1
2837,1112.5,161,1,1
2838,1227.5,147,1,1
2839,629.5,192,1,1
2840,777.0,126,1,1
2841,2116.0,192,1,1
2842,765.0,19,1,2
2843,1738.5,192,1,1
2844,634.0,192,1,1
2845,1586.5,187,1,1
2846,631.0,192,1,1
2847,1228.0,192,1,1
2848,1145.0,192,1,1
2849,1608.0,192,1,1
2850,510.0,192,1,1
2851,810.5,192,1,1
2852,580.5,192,1,1
2853,1577.0,192,1,1
2854,912.5,192,1,1
2855,5450.0,61,3,0
2856,1164.0,192,1,1
2857,1904.5,165,1,1
2858,1347.5,192,1,1
2859,875.0,192,1,1
2860,505.0,192,1,1
2861,1784.0,68,2,1
2862,621.5,192,1,1
2863,675.5,192,1,1
2864,1018.0,192,1,1
2865,1289.0,192,1,1
2866,1723.5,192,1,1
2867,431.0,192,1,1
2868,451.0,192,1,1
2869,1031.0,192,1,1
2870,1146.5,192,1,1
2871,731.5,192,1,1
2872,36184.5,178,2,0
2873,3290.0,93,3,0
2874,3284.0,192,1,1
2875,2223.0,192,1,1
2876,704.0,192,1,1
2877,1946.07,192,1,1
2878,2066.5,53,2,0
2879,768.0,192,1,1
2880,971.0,192,1,1
2881,2431.0,192,1,1
2882,944.5,192,1,1
2883,1427.0,192,1,1
2884,1142.0,192,1,1
2885,738.0,192,1,1
2886,662.0,192,1,1
2887,1996.0,192,1,1
2888,556.0,192,1,1
2889,8302.0,18,3,0
2890,1151.5,192,1,1
2891,522.0,142,1,1
2892,2436.0,40,1,1
2893,567.0,192,1,1
2894,1161.0,192,1,1
2895,984.0,138,1,1
2896,719.5,192,1,1
2897,1157.5,172,1,1
2898,959.0,192,1,1
2899,1153.0,192,1,1
2900,614.5,192,1,1
2901,3722.0,148,2,0
2902,14543.0,18,3,0
2903,1246.0,192,1,1
2904,6291.5,32,6,0
2905,2940.0,192,1,1
2906,1051.0,192,1,1
2907,660.5,192,1,1
2908,20090.0,162,2,0
2909,1322.0,7,1,2
2910,835.0,192,1,1
2911,1690.0,192,1,1
2912,1196.0,192,1,1
2913,1503.5,38,2,2
2914,6803.0,10,6,0
2915,839.0,17,1,2
2916,1363.0,192,1,1
2917,2545.0,16,2,2
2918,1386.0,192,1,1
2919,949.5,192,1,1
2920,1176.0,192,1,1
2921,1102.0,192,1,1
2922,1138.0,192,1,1
2923,1008.5,192,1,1
2924,898.0,192,1,1
2925,979.5,192,1,1
2926,3322.0,35,2,0
2927,8275.0,192,1,1
2928,1941.0,149,1,1
2929,2228.56,135,2,1
2930,929.0,192,1,1
2931,2001.0,192,1,1
2932,2146.0,2,2,2
2933,1560.0,192,1,1
2934,2323.7,181,1,1
2935,781.0,192,1,1
2936,606.0,192,1,1
2937,1280.0,192,1,1
2938,732.0,192,1,1
2939,828.0,192,1,1
2940,1222.0,143,1,1
2941,2513.0,41,2,0
2942,3633.0,125,1,1
2943,853.5,192,1,1
2944,641.0,192,1,1
2945,2803.0,192,1,1
2946,2110.0,192,1,1
2947,1023.0,192,1,1
2948,1259.5,192,1,1
2949,1038.5,192,1,1
2950,1621.0,192,1,1
2951,410.0,192,1,1
2952,600.5,192,1,1
2953,2491.0,192,1,1
2954,547.5,192,1,1
2955,784.0,192,1,1
2956,900.0,192,1,1
2957,959.0,192,1,1
2958,2224.0,192,1,1
2959,3142.5,74,2,0
2960,1914.0,192,1,1
2961,1852.0,192,1,1
2962,1060.0,192,1,1
2963,3162.0,90,2,0
2964,2037.5,192,1,1
2965,803.0,192,1,1
2966,1607.0,70,1,1
2967,891.56,192,1,1
2968,1269.0,192,1,1
2969,1109.0,192,1,1
2970,606.5,192,1,1
2971,694.5,192,1,1
2972,3169.0,192,1,1
2973,15015.0,180,2,0
2974,1051.0,192,1,1
2975,2503.0,192,1,1
2976,818.0,192,1,1
2977,920.0,192,1,1
2978,16414.22,45,5,0
2979,1214.0,192,1,1
2980,1408.0,192,1,1
2981,2723.0,4,3,0
2982,1637.0,192,1,1
2983,1423.0,192,1,1
2984,1286.0,192,1,1
2985,794.5,192,1,1
2986,620.0,97,1,1
2987,1548.0,192,1,1
2988,1647.0,192,1,1
2989,900.0,24,2,2
2990,1763.5,103,2,1
2991,3878.0,149,2,0
2992,1005.5,192,1,1
2993,3027.5,192,1,1
2994,1050.0,192,1,1
2995,1066.5,192,1,1
2996,17279.0,191,1,1
2997,1080.0,191,1,1
2998,378.0,191,1,1
2999,1256.0,191,1,1
3000,1234.5,191,1,1
3001,1423.0,191,1,1
3002,1600.0,163,2,1
3003,2033.0,191,1,1
3004,1719.5,191,1,1
3005,598.0,191,1,1
3006,1434.0,191,1,1
3007,1912.0,191,1,1
3008,2476.0,191,1,1
3009,2183.5,63,2,0
3010,433.0,191,1,1
3011,1902.0,166,1,1
3012,1041.0,191,1,1
3013,5504.0,7,3,0
3014,1097.5,191,1,1
3015,3964.0,55,3,0
3016,758.5,191,1,1
3017,1776.0,141,2,1
3018,436.5,191,1,1
3019,592.0,117,1,1
3020,946.0,191,1,1
3021,2121.0,73,2,0
3022,1501.5,191,1,1
3023,2746.0,191,1,1
3024,576.5,191,1,1
3025,1473.0,72,2,1
3026,3075.0,96,2,0
3027,755.5,191,1,1
3028,4763.5,144,2,0
3029,679.0,191,1,1
3030,1193.5,191,1,1
3031,1591.0,191,1,1
3032,1164.0,191,1,1
3033,438.0,191,1,1
3034,1605.0,191,1,1
3035,5795.0,86,4,0
3036,1486.0,191,1,1
3037,1189.0,191,1,1
3038,369.0,191,1,1
3039,489.5,191,1,1
3040,3884.5,191,1,1
3041,1377.0,176,2,1
3042,1390.0,181,1,1
3043,1017.5,191,1,1
3044,1005.5,137,1,1
3045,1518.5,191,1,1
3046,3081.0,191,1,1
3047,1895.5,191,1,1
3048,4984.5,98,2,0
3049,1097.5,191,1,1
3050,2110.0,191,1,1
3051,1042.0,191,1,1
3052,2321.5,191,1,1
3053,615.5,191,1,1
3054,1212.0,191,1,1
3055,7228.0,94,3,0
3056,3182.0,148,2,0
3057,1759.0,190,1,1
3058,3448.0,190,1,1
3059,841.0,147,1,1
3060,920.5,182,1,1
3061,1682.0,190,1,1
3062,853.0,190,1,1
3063,2462.0,190,1,1
3064,610.0,190,1,1
3065,4777.0,7,2,0
3066,1416.5,190,1,1
3067,2023.0,190,1,1
3068,3452.0,190,1,1
3069,7333.5,41,5,0
3070,887.0,190,1,1
3071,713.5,190,1,1
3072,593.0,190,1,1
3073,1566.0,190,1,1
3074,1244.0,190,1,1
3075,485.0,190,1,1
3076,1078.0,190,1,1
3077,569.5,22,1,2
3078,1892.0,190,1,1
3079,1360.0,3,2,2
3080,993.5,190,1,1
3081,1566.0,119,1,1
3082,1005.43,98,1,1
3083,926.0,171,1,1
3084,1008.0,190,1,1
3085,538.0,190,1,1
3086,434.0,166,1,1
3087,1226.0,190,1,1
3088,562.0,190,1,1
3089,724.0,190,1,1
3090,8616.0,150,2,0
3091,2942.0,190,1,1
3092,1124.0,190,1,1
3093,2428.0,72,3,0
3094,2255.0,190,1,1
3095,1125.0,190,1,1
3096,1159.0,190,1,1
3097,854.0,190,1,1
3098,8242.0,179,3,0
3099,960.0,190,1,1
3100,3447.0,190,1,1
3101,6029.5,100,3,0
3102,1247.0,171,1,1
3103,831.5,190,1,1
3104,4717.0,165,2,0
3105,3370.0,93,1,1
3106,2335.0,190,1,1
3107,909.5,190,1,1
3108,10134.34,17,6,0
3109,1596.0,44,2,0
3110,13866.0,142,2,0
3111,1672.5,189,1,1
3112,870.5,153,1,1
