,money,recent,frequency,cluster
1076,4269.0,156,1,1
1077,9662.0,6,7,0
1078,2417.0,188,1,1
1079,20952.5,3,12,0
1080,4152.0,17,2,0
1081,2262.0,104,5,0
1082,4126.26,64,4,0
1083,6471.5,71,4,0
1084,2061.0,108,2,1
1085,3383.0,98,2,0
1086,12883.5,77,12,0
1087,435.0,98,1,1
1088,980.0,124,1,1
1089,2731.0,81,3,0
1090,10576.5,45,3,0
1091,4869.0,96,2,0
1092,6536.5,190,1,1
1093,2410.0,192,1,1
1094,5503.0,59,4,0
1095,1920.5,40,2,0
1096,1264.5,113,1,1
1097,2175.0,79,2,0
1098,3790.5,66,5,0
1099,2410.0,73,1,1
1100,2379.0,11,3,0
1101,2751.0,71,1,1
1102,5023.0,14,3,0
1103,1621.0,115,1,1
1104,1673.0,181,1,1
1105,1011.0,181,1,1
1106,1142.0,32,1,2
1107,5484.5,102,4,0
1108,4065.5,14,3,0
1109,25829.5,21,9,0
1110,2092.5,110,1,1
1111,14708.0,112,4,0
1112,1919.0,104,1,1
1113,753.0,122,1,1
1114,2128.0,157,1,1
1115,1668.5,35,1,2
1116,8110.68,13,5,0
1117,3311.0,155,2,0
1118,1688.5,170,1,1
1119,8385.0,153,3,0
1120,4289.5,71,3,0
1121,1602.5,142,1,1
1122,7951.0,24,5,0
1123,764.0,30,1,2
1124,5805.0,22,5,0
1125,3612.0,28,2,0
1126,1807.0,62,1,1
1127,4151.0,105,1,1
1128,4891.0,82,2,0
1129,5904.5,38,4,0
1130,15416.0,85,4,0
1131,1600.0,27,1,2
1132,7015.5,21,6,0
1133,5621.0,166,1,1
1134,11349.5,3,6,0
1135,12653.0,100,6,0
1136,958.0,174,1,1
1137,5702.5,133,3,0
1138,4628.0,37,1,1
1139,902.0,166,1,1
1140,1180.5,69,1,1
1141,5840.0,61,2,0
1142,5536.0,7,1,2
1143,911.5,159,1,1
1144,15542.0,35,5,0
1145,4330.0,73,2,0
1146,720.0,103,1,1
1147,1090.0,78,2,1
1148,1704.0,140,1,1
1149,1059.0,176,1,1
1150,612.0,110,1,1
1151,2535.5,98,1,1
1152,3095.36,145,1,1
1153,2973.0,178,1,1
1154,2881.0,161,1,1
1155,1778.5,148,1,1
1156,2741.0,49,1,1
1157,1321.0,166,1,1
1158,1273.0,130,1,1
1159,500.5,73,1,1
1160,90.0,35,1,2
1161,1243.0,162,1,1
1162,802.0,41,1,2
1163,1132.0,42,1,1
1164,3872.5,127,1,1
1165,731.0,19,1,2
1166,5477.0,82,2,0
1167,3738.0,54,2,0
1168,7338.5,53,4,0
1169,2947.0,93,1,1
1170,2764.0,98,1,1
1171,1329.5,112,1,1
1172,661.0,15,1,2
1173,4625.0,32,3,0
1174,4916.0,72,2,0
1175,3071.0,148,2,1
1176,10183.0,71,1,1
1177,5712.5,4,5,0
1178,2037.0,37,2,0
1179,1134.0,172,1,1
1180,1428.0,152,1,1
1181,3832.5,91,1,1
1182,1011.0,36,1,2
1183,612.5,189,1,1
1184,9390.0,8,3,0
1185,1755.0,17,2,2
1186,5391.5,1,2,2
1187,6461.0,13,4,0
1188,29766.64,11,14,0
1189,5842.5,12,3,0
1190,644.0,105,1,1
1191,625.0,7,1,2
1192,1961.0,104,2,1
1193,936.5,45,1,1
1194,1622.0,95,1,1
1195,677.0,93,1,1
1196,1047.5,3,1,2
1197,962.0,15,1,2
1198,1129.0,153,1,1
1199,2450.5,118,2,1
1200,814.0,140,1,1
1201,1169.5,83,2,1
1202,3062.0,109,2,0
1203,3953.5,75,4,0
1204,1690.0,66,2,1
1205,781.0,185,1,1
1206,2173.0,41,1,1
1207,1088.0,182,1,1
1208,1367.0,145,1,1
1209,2137.0,5,1,2
1210,2739.0,152,2,1
1211,581.5,129,1,1
1212,737.0,50,1,1
1213,1175.0,187,1,1
1214,912.0,89,1,1
1215,2495.5,21,2,0
1216,1032.0,83,1,1
1217,1340.0,164,1,1
1218,916.0,179,1,1
1219,866.0,136,1,1
1220,3143.5,17,3,0
1221,699.0,58,1,1
1222,2750.0,1,1,2
1223,861.0,6,1,2
1224,574.0,117,1,1
1225,583.0,78,1,1
1226,465.0,127,1,1
1227,515.5,1,1,2
1228,1046.0,183,1,1
1229,3650.5,156,1,1
1230,1778.0,147,1,1
1231,822.5,55,1,1
1232,2004.0,88,1,1
1233,942.0,181,1,1
1234,1369.0,159,1,1
1235,663.0,116,1,1
1236,1476.0,67,1,1
1237,5371.0,2,5,0
1238,580.0,115,1,1
1239,776.5,33,1,2
1240,1040.0,76,1,1
1241,1143.0,177,1,1
1242,1059.5,29,2,2
1243,803.5,23,1,2
1244,1042.5,21,2,2
1245,1166.5,182,1,1
1246,859.0,186,1,1
1247,3393.5,55,2,0
1248,2642.0,79,1,1
1249,531.0,13,1,2
1250,1306.5,147,1,1
1251,1954.0,113,2,1
1252,1764.0,91,1,1
1253,10614.5,14,5,0
1254,4963.5,5,3,0
1255,663.0,192,1,1
1256,569.0,144,1,1
1257,1416.5,93,1,1
1258,399.5,172,1,1
1259,3420.0,71,4,0
1260,701.0,148,1,1
1261,5505.5,24,2,0
1262,2882.5,18,6,0
1263,7630.0,76,3,0
1264,1748.0,144,1,1
1265,987.0,14,1,2
1266,1024.0,140,1,1
1267,3483.5,141,3,0
1268,1134.0,150,1,1
1269,388.5,70,1,1
1270,705.0,81,1,1
1271,354.5,47,1,1
1272,1693.0,118,1,1
1273,1614.0,126,2,1
1274,2121.0,185,1,1
1275,4041.0,35,2,0
1276,2317.5,128,2,1
1277,5769.0,128,3,0
1278,3085.5,58,1,1
1279,604.0,72,1,1
1280,664.0,134,1,1
1281,1779.5,165,1,1
1282,1120.0,154,1,1
1283,4443.0,104,2,0
1284,2032.0,99,1,1
1285,2096.0,86,2,1
1286,1016.0,145,1,1
1287,1118.0,132,1,1
1288,2128.0,88,1,1
1289,1692.0,79,1,1
1290,1677.0,85,1,1
1291,5257.5,61,4,0
1292,4247.5,61,3,0
1293,1551.0,52,1,1
1294,8582.0,24,2,0
1295,4360.5,104,3,0
1296,1256.0,143,1,1
1297,2218.0,73,1,1
1298,550.0,183,1,1
1299,3575.5,16,4,0
1300,565.5,5,1,2
1301,720.0,144,1,1
1302,755.5,70,1,1
1303,698.0,190,1,1
1304,1077.5,71,1,1
1305,1307.0,9,2,2
1306,2057.5,61,1,1
1307,1943.5,72,2,1
1308,850.5,115,1,1
1309,2329.0,67,2,0
1310,2255.0,9,1,2
1311,1041.0,113,1,1
1312,1027.0,56,1,1
1313,1265.0,132,1,1
1314,2332.0,147,1,1
1315,573.0,76,1,1
1316,2224.0,140,1,1
1317,4601.0,2,4,0
1318,1552.0,129,1,1
1319,3525.0,155,1,1
1320,749.0,147,1,1
1321,4380.0,57,5,0
1322,1726.5,82,2,1
1323,793.0,62,1,1
1324,2534.5,104,1,1
1325,1322.0,181,1,1
1326,21413.0,6,11,0
1327,547.0,93,1,1
1328,3404.5,91,1,1
1329,562.0,170,1,1
1330,1642.0,48,1,1
1331,1150.5,63,2,1
1332,855.5,130,1,1
1333,826.5,98,1,1
1334,6.0,15,1,2
1335,1060.5,20,1,2
1336,3679.0,12,3,0
1337,750.5,78,1,1
1338,2340.0,96,2,1
1339,2178.0,44,3,0
1340,3074.0,177,1,1
1341,7888.0,10,5,0
1342,1159.0,56,1,1
1343,1652.0,115,1,1
1344,577.0,77,1,1
1345,1089.0,184,1,1
1346,1001.0,41,1,2
1347,2086.0,71,1,1
1348,1527.5,168,1,1
1349,2223.5,72,2,0
1350,450.5,1,1,2
1351,495.5,111,1,1
1352,1087.0,176,1,1
1353,1516.0,63,2,1
1354,685.0,186,1,1
1355,2756.0,150,2,1
1356,2059.5,19,4,0
1357,1383.5,2,1,2
1358,3056.0,117,2,0
1359,1346.0,13,2,2
1360,13676.5,130,10,0
1361,831.0,83,1,1
1362,2092.0,91,1,1
1363,3584.0,171,2,0
1364,665.0,166,1,1
1365,980.5,82,1,1
1366,489.5,9,1,2
1367,3220.0,42,3,0
1368,2506.0,94,3,0
1369,4945.0,86,2,0
1370,1945.5,110,1,1
1371,1309.5,76,2,1
1372,1722.0,84,1,1
1373,516.5,162,1,1
1374,1325.0,171,1,1
1375,496.0,42,1,2
1376,749.5,131,1,1
1377,811.0,74,1,1
1378,1009.0,147,1,1
1379,3121.5,44,3,0
1380,3635.5,160,2,0
1381,850.0,13,1,2
1382,2618.0,160,1,1
1383,675.0,10,1,2
1384,562.0,28,1,2
1385,548.0,134,1,1
1386,5982.0,16,6,0
1387,1451.0,185,1,1
1388,2410.0,149,1,1
1389,2334.5,139,2,1
1390,1753.0,63,1,1
1391,1022.0,39,2,2
1392,2463.0,10,2,2
1393,609.0,132,1,1
1394,3442.0,43,2,0
1395,1178.0,132,1,1
1396,877.0,163,1,1
1397,1159.0,105,1,1
1398,1159.5,94,2,1
1399,1709.0,110,1,1
1400,830.0,173,1,1
1401,1083.0,131,1,1
1402,712.0,122,2,1
1403,5885.0,145,2,0
1404,938.5,138,2,1
1405,421.5,85,1,1
1406,2871.0,14,1,2
1407,1853.0,72,2,1
1408,1218.0,147,1,1
1409,840.5,183,1,1
1410,897.5,187,1,1
1411,1446.0,161,1,1
1412,908.0,35,1,2
1413,4337.5,16,8,0
1414,875.0,84,1,1
1415,1628.5,27,1,2
1416,30.0,159,1,1
1417,680.0,52,1,1
1418,1172.0,60,1,1
1419,5010.0,12,9,0
1420,1735.0,131,1,1
1421,21721.0,24,15,0
1422,3103.5,6,3,0
1423,2602.0,7,3,0
1424,1147.0,168,1,1
1425,3380.0,7,2,2
1426,2242.5,144,1,1
1427,576.0,106,1,1
1428,3624.0,8,2,2
1429,1327.0,160,1,1
1430,6616.0,41,3,0
1431,444.5,48,1,1
1432,1126.5,160,1,1
1433,406.0,108,1,1
1434,713.5,32,1,2
1435,1531.5,47,2,0
1436,5862.5,35,4,0
1437,4.0,50,1,2
1438,2298.0,55,1,1
1439,960.0,76,1,1
1440,1922.5,52,2,0
1441,1905.5,98,1,1
1442,1061.0,174,1,1
1443,1821.0,58,1,1
1444,3752.0,131,1,1
1445,1892.0,167,1,1
1446,15345.0,10,15,0
1447,1498.0,148,1,1
1448,3768.0,154,1,1
1449,2341.5,73,2,0
1450,2611.0,86,2,0
1451,627.0,89,1,1
1452,873.0,12,1,2
1453,3658.0,83,3,0
1454,637.5,31,1,2
1455,740.0,191,1,1
1456,1765.0,63,1,1
1457,679.5,179,1,1
1458,393.5,142,1,1
1459,816.0,188,1,1
1460,2103.5,10,2,2
1461,757.0,34,1,2
1462,3928.5,60,3,0
1463,2081.0,154,1,1
1464,862.0,81,1,1
1465,2233.0,143,1,1
1466,2571.0,116,2,1
1467,1524.0,92,1,1
1468,1893.0,151,1,1
1469,936.5,167,1,1
1470,584.0,171,1,1
1471,3939.5,25,1,2
1472,834.0,146,1,1
1473,704.0,137,1,1
1474,3354.0,151,1,1
1475,9099.0,9,4,0
1476,585.0,12,1,2
1477,1282.0,64,2,1
1478,5154.0,73,2,0
1479,2683.5,154,1,1
1480,1564.0,167,1,1
1481,3495.0,156,1,1
1482,12361.0,33,4,0
1483,572.5,53,1,1
1484,5887.0,108,2,0
1485,1105.0,86,1,1
1486,2969.0,144,1,1
1487,933.0,128,1,1
1488,518.0,44,1,2
1489,560.0,62,1,1
1490,3330.28,69,1,1
1491,4180.120000000001,72,3,0
1492,907.5,105,1,1
1493,5146.26,85,2,0
1494,3277.5,17,2,0
1495,1620.0,163,1,1
1496,1117.0,101,1,1
1497,978.5,25,1,2
1498,1714.0,152,1,1
1499,1308.0,2,1,2
1500,543.5,17,1,2
1501,1825.0,137,1,1
1502,926.0,147,1,1
1503,809.0,129,1,1
1504,940.5,90,1,1
1505,1846.5,17,2,2
1506,970.0,141,1,1
1507,948.0,151,1,1
1508,1288.0,19,1,2
1509,2381.5,117,2,1
1510,1122.0,37,1,2
1511,1751.0,151,1,1
1512,819.0,79,2,1
1513,526.0,94,1,1
1514,1757.5,32,1,2
1515,1482.0,146,1,1
1516,1787.0,192,1,1
1517,693.5,182,1,1
1518,1680.0,56,1,1
1519,1443.0,5,1,2
1520,1966.5,173,1,1
1521,3121.5,129,3,0
1522,1401.0,149,1,1
1523,1326.0,75,2,1
1524,11349.5,51,6,0
1525,9076.0,16,6,0
1526,487.0,41,1,2
1527,552.5,149,1,1
1528,3443.5,120,1,1
1529,3039.0,149,1,1
1530,9979.5,74,7,0
1531,1574.5,156,1,1
1532,3245.5,44,4,0
1533,5428.0,39,4,0
1534,957.5,136,1,1
1535,2405.5,45,2,0
1536,2977.0,10,2,2
1537,387.0,39,1,2
1538,2937.0,114,3,0
1539,1790.0,188,1,1
1540,3635.5,5,2,2
1541,2309.0,150,1,1
1542,479.0,152,1,1
1543,1516.0,148,1,1
1544,891.0,1,2,2
1545,1142.5,46,1,1
1546,1178.5,179,1,1
1547,1221.5,26,2,2
1548,1535.0,147,1,1
1549,960.0,107,2,1
1550,893.0,176,1,1
1551,1196.0,39,1,2
1552,754.0,182,1,1
1553,1600.5,155,1,1
1554,2743.5,33,2,0
1555,1282.0,143,1,1
1556,1337.0,152,1,1
1557,13931.5,35,3,0
1558,2949.0,19,1,2
1559,1123.0,167,1,1
1560,2988.5,109,3,0
1561,1019.0,132,1,1
1562,1885.5,174,1,1
1563,1194.0,62,1,1
1564,1579.0,166,1,1
1565,1233.0,73,1,1
1566,1245.5,52,2,1
1567,1971.0,15,2,2
1568,1065.0,72,1,1
1569,4347.0,134,1,1
1570,559.5,75,1,1
1571,4574.0,15,2,0
1572,640.0,80,1,1
1573,681.0,45,1,1
1574,1509.5,56,1,1
1575,1118.0,4,2,2
1576,1537.5,160,1,1
1577,1518.0,156,1,1
1578,1674.0,75,1,1
1579,2994.5,141,2,1
1580,2565.5,24,5,0
1581,1605.0,141,1,1
1582,1104.5,142,1,1
1583,758.5,151,1,1
1584,1105.0,171,1,1
1585,3900.0,148,1,1
1586,10899.0,35,5,0
1587,1895.0,147,2,1
1588,972.0,84,1,1
1589,3029.0,83,1,1
1590,2289.0,46,1,1
1591,465.5,4,1,2
1592,604.5,166,1,1
1593,2847.5,61,1,1
1594,580.0,71,1,1
1595,1250.0,190,1,1
1596,2297.0,92,2,0
1597,617.5,27,1,2
1598,3947.0,138,2,0
1599,701.0,192,1,1
1600,4642.5,159,2,0
1601,1361.5,178,1,1
1602,989.0,189,1,1
1603,1493.0,70,1,1
1604,728.0,62,1,1
1605,808.5,141,1,1
1606,1093.0,76,2,1
1607,3729.0,153,2,0
1608,31439.0,130,1,0
1609,1423.5,38,1,2
1610,973.0,12,1,2
1611,5126.0,59,3,0
1612,1334.0,139,1,1
1613,7615.5,74,6,0
1614,735.0,162,1,1
1615,767.0,190,1,1
1616,682.5,125,1,1
1617,929.0,189,1,1
1618,830.5,192,1,1
1619,2671.5,17,2,0
1620,2507.0,15,1,2
1621,2197.0,61,1,1
1622,1082.0,155,1,1
1623,2554.0,96,2,0
1624,4268.0,159,1,1
1625,1695.0,27,2,2
1626,1839.0,167,1,1
1627,786.0,186,1,1
1628,3779.0,73,3,0
1629,921.0,180,1,1
1630,2930.5,13,3,0
1631,3254.0,159,1,1
1632,719.0,35,1,2
1633,7890.5,22,2,0
1634,904.5,27,1,2
1635,1672.5,124,1,1
1636,2998.0,104,4,0
1637,24.0,90,1,1
1638,1266.0,115,2,1
1639,7784.5,14,3,0
1640,898.5,141,1,1
1641,797.0,26,1,2
1642,2400.0,102,1,1
1643,1187.5,168,1,1
1644,580.0,160,1,1
1645,683.0,141,1,1
1646,2859.0,157,1,1
1647,1468.5,162,1,1
1648,1051.5,56,1,1
1649,2131.5,192,1,1
1650,26065.620000000006,102,7,0
1651,1800.0,93,1,1
1652,1422.0,53,1,1
1653,566.0,176,1,1
1654,1972.0,41,2,0
1655,4602.0,27,3,0
1656,1480.0,139,1,1
1657,1222.0,105,2,1
1658,2880.0,12,3,0
1659,879.0,158,1,1
1660,868.5,135,1,1
1661,505.0,98,1,1
1662,7847.0,136,3,0
1663,2015.0,73,1,1
1664,18704.0,19,11,0
1665,756.0,70,1,1
1666,4201.130000000001,124,2,0
1667,2523.5,75,3,0
1668,496.5,1,1,2
1669,1186.0,15,1,2
1670,1120.0,152,1,1
1671,2202.0,25,2,0
1672,2198.5,84,3,0
1673,1664.0,72,1,1
1674,53915.5,110,16,0
1675,10831.0,29,12,0
1676,1327.5,16,2,2
1677,934.0,190,1,1
1678,5435.5,18,4,0
1679,650.0,38,1,2
1680,1380.0,111,1,1
1681,673.0,162,1,1
1682,1682.5,67,1,1
1683,978.0,99,1,1
1684,940.5,66,1,1
1685,697.0,64,1,1
1686,606.0,44,1,1
1687,675.0,179,1,1
1688,597.0,110,1,1
1689,1705.0,162,1,1
1690,455.5,2,1,2
1691,1483.5,76,2,1
1692,3278.0,71,1,1
1693,1393.0,23,1,2
1694,630.0,192,1,1
1695,815.5,37,1,2
1696,641.5,17,1,2
1697,1010.0,61,1,1
1698,7322.0,45,5,0
1699,8833.0,138,2,0
1700,1673.0,182,1,1
1701,882.0,122,1,1
1702,879.0,83,1,1
1703,1403.0,180,1,1
1704,817.0,24,1,2
1705,1708.5,188,1,1
1706,313.0,84,1,1
1707,1201.0,183,1,1
1708,1776.0,125,1,1
1709,943.5,160,1,1
1710,1266.0,98,1,1
1711,698.0,74,1,1
1712,1945.0,96,3,0
1713,1850.0,62,1,1
1714,606.0,18,1,2
1715,1270.5,155,1,1
1716,1039.0,169,1,1
1717,778.0,141,2,1
1718,870.0,180,1,1
1719,1400.0,163,1,1
1720,495.0,64,1,1
1721,3280.0,122,2,0
1722,942.0,103,1,1
1723,2641.0,21,1,2
1724,420.0,153,1,1
1725,7331.5,5,8,0
1726,675.5,174,1,1
1727,3697.0,101,1,1
1728,3946.5,65,3,0
1729,1375.05,96,1,1
1730,8256.5,3,8,0
1731,3544.0,159,1,1
1732,3067.0,142,2,0
1733,760.0,36,1,2
1734,3097.0,156,2,1
1735,1801.5,123,1,1
1736,4249.0,6,2,2
1737,692.5,144,1,1
1738,18285.0,60,7,0
1739,4328.0,126,2,0
1740,34542.5,122,10,0
1741,770.0,35,1,2
1742,10902.7,13,7,0
1743,1004.0,61,1,1
1744,3624.5,48,1,1
1745,997.0,187,1,1
1746,1627.0,134,1,1
1747,3600.0,60,2,0
1748,636.5,84,1,1
1749,517.0,36,1,2
1750,1432.0,192,1,1
1751,1474.0,80,2,1
1752,1113.0,85,1,1
1753,2724.0,187,1,1
1754,1078.0,187,1,1
1755,1211.0,50,2,1
1756,3857.0,42,1,1
1757,2588.0,71,1,1
1758,4343.0,192,1,1
1759,881.0,181,1,1
1760,656.0,75,1,1
1761,1472.0,40,1,2
1762,22519.0,54,5,0
1763,394.5,22,1,2
1764,1384.0,17,1,2
1765,10812.0,122,2,0
1766,522.0,97,1,1
1767,1667.0,23,1,2
1768,942.5,169,1,1
1769,301.0,46,1,2
1770,1683.0,186,1,1
1771,1020.0,104,1,1
1772,579.0,35,1,2
1773,1889.5,172,2,1
1774,2173.0,78,1,1
1775,2125.0,15,4,0
1776,2215.0,139,1,1
1777,3730.0,91,2,0
1778,829.0,181,1,1
1779,833.5,75,1,1
1780,397.5,174,1,1
1781,1024.0,1,1,2
1782,1052.0,148,1,1
1783,1240.0,173,1,1
1784,5233.0,90,5,0
1785,2358.0,83,1,1
1786,1119.0,186,1,1
1787,865.0,10,1,2
1788,4505.5,117,4,0
1789,690.0,99,2,1
1790,941.5,85,2,1
1791,2067.0,37,2,0
1792,1716.0,36,3,0
1793,974.0,161,1,1
1794,417.5,64,1,1
1795,1444.0,171,1,1
1796,1963.5,131,2,1
1797,982.5,118,1,1
1798,1870.5,191,1,1
1799,7774.0,125,3,0
1800,1239.5,50,1,1
1801,817.0,144,1,1
1802,946.0,81,1,1
1803,904.0,148,1,1
1804,1651.5,72,2,1
1805,1010.0,35,1,2
1806,975.5,30,1,2
1807,2260.0,175,1,1
1808,2230.5,93,2,1
1809,1268.0,188,1,1
1810,933.5,73,1,1
1811,846.0,122,1,1
1812,846.0,111,1,1
1813,1312.0,186,1,1
1814,2960.0,158,2,1
1815,980.5,78,1,1
1816,2208.0,74,1,1
1817,1281.5,73,1,1
1818,1326.0,166,1,1
1819,3333.0,148,2,0
1820,1560.5,159,1,1
1821,1013.5,103,1,1
1822,7634.5,45,5,0
1823,2236.5,105,2,1
1824,784.5,146,1,1
1825,1305.5,186,1,1
1826,600.0,133,1,1
1827,1925.0,161,1,1
1828,3349.0,190,1,1
1829,2322.0,163,1,1
1830,2414.0,105,1,1
1831,3588.0,70,1,1
1832,1676.0,99,2,1
1833,1104.0,135,1,1
1834,1480.0,170,1,1
1835,1918.0,189,1,1
1836,860.5,90,1,1
1837,548.0,70,1,1
1838,3708.5,40,2,0
1839,435.0,138,1,1
1840,972.0,145,1,1
1841,4104.0,154,1,1
1842,4179.08,190,1,1
1843,1973.5,19,2,2
1844,2845.0,49,2,0
1845,1149.5,90,1,1
1846,2052.0,76,1,1
1847,878.5,173,1,1
1848,1742.5,19,2,2
1849,1533.0,36,2,2
1850,2108.5,155,2,1
1851,1796.0,27,2,2
1852,445.0,172,1,1
1853,5872.5,73,2,0
1854,1158.0,144,1,1
1855,1013.0,76,1,1
1856,727.5,107,1,1
1857,1111.0,53,2,1
1858,2602.0,33,1,2
1859,2888.0,41,3,0
1860,834.5,184,1,1
1861,2409.0,44,1,1
1862,1188.0,167,1,1
1863,2518.5,122,3,0
1864,776.0,182,1,1
1865,1193.5,6,2,2
1866,1598.0,28,1,2
1867,2318.0,44,4,0
1868,840.0,79,1,1
1869,1184.0,11,1,2
1870,1605.5,192,1,1
1871,2967.5,163,1,1
1872,2707.5,22,2,0
1873,841.0,49,1,1
1874,2174.0,71,1,1
1875,1368.0,167,1,1
1876,1175.0,147,1,1
1877,1916.0,35,1,2
1878,705.5,185,1,1
1879,4709.0,149,3,0
1880,744.0,192,1,1
1881,386.0,163,1,1
1882,1557.0,87,1,1
1883,635.0,145,1,1
1884,1752.0,38,1,2
1885,1785.0,167,2,1
1886,1675.0,184,1,1
1887,2965.0,171,2,1
1888,1339.5,169,1,1
1889,383.0,82,1,1
1890,1171.0,176,1,1
1891,360.0,90,1,1
1892,1984.5,66,3,0
1893,2886.0,144,1,1
1894,485.5,87,1,1
1895,3194.0,83,1,1
1896,1070.0,189,1,1
1897,2025.5,72,3,0
1898,800.0,12,1,2
1899,927.0,38,1,2
1900,1338.0,132,1,1
1901,1347.0,187,1,1
1902,3012.0,9,2,2
1903,752.0,70,1,1
1904,580.0,48,1,1
1905,2973.0,49,3,0
1906,325.0,53,1,1
1907,2798.0,20,1,2
1908,625.0,29,1,2
1909,932.0,58,1,1
1910,9448.0,100,3,0
1911,1124.0,89,1,1
1912,1344.5,112,2,1
1913,565.5,72,1,1
1914,905.0,139,1,1
1915,979.0,186,1,1
1916,2575.5,49,2,0
1917,2213.5,6,5,0
1918,934.0,123,1,1
1919,3021.0,185,1,1
1920,1201.0,137,1,1
1921,2252.0,131,2,1
1922,996.0,61,1,1
1923,1072.5,159,1,1
1924,1258.0,113,1,1
1925,3417.0,152,1,1
1926,615.0,12,1,2
1927,3262.5,124,3,0
1928,660.5,98,1,1
1929,1018.0,138,1,1
1930,3265.5,162,2,1
1931,855.0,136,1,1
1932,1143.0,138,1,1
1933,823.0,67,1,1
1934,3423.0,165,2,0
1935,1801.0,44,1,1
1936,439.5,57,1,1
1937,877.0,14,1,2
1938,2317.0,73,2,0
1939,3076.0,135,3,0
1940,682.5,11,1,2
1941,2694.0,181,1,1
1942,2428.0,29,1,2
1943,3292.0,119,1,1
1944,870.0,167,1,1
1945,1748.5,181,1,1
1946,880.5,167,1,1
1947,680.5,186,1,1
1948,851.0,50,1,1
1949,365.0,99,1,1
1950,765.0,28,1,2
1951,1840.0,157,1,1
1952,878.5,139,2,1
1953,1356.0,174,1,1
1954,879.0,154,1,1
1955,3054.0,186,1,1
1956,1071.5,97,1,1
1957,563.0,192,1,1
1958,2035.0,30,2,0
1959,2109.0,163,1,1
1960,583.0,151,1,1
1961,2510.0,6,3,0
1962,3685.5,49,5,0
1963,1365.0,60,1,1
1964,1237.0,131,1,1
1965,1558.5,136,1,1
1966,2102.0,137,2,1
1967,536.0,42,1,2
1968,1830.5,101,2,1
1969,2102.5,155,2,1
1970,3099.0,181,2,1
1971,1006.0,22,1,2
1972,1935.5,17,3,0
1973,522.0,183,1,1
1974,1096.0,154,1,1
1975,360.0,192,1,1
1976,906.0,78,1,1
1977,1492.0,88,1,1
1978,561.0,77,1,1
1979,1012.5,61,1,1
1980,1120.0,5,1,2
1981,1161.5,142,1,1
1982,1524.0,88,1,1
1983,2703.5,86,1,1
1984,1358.0,126,1,1
1985,1127.5,37,2,2
1986,2319.0,179,1,1
1987,611.5,184,1,1
1988,5728.0,66,3,0
1989,1317.0,190,1,1
1990,1652.0,6,3,2
1991,546.0,72,1,1
1992,1736.0,5,1,2
1993,2789.0,61,1,1
1994,2350.0,180,1,1
1995,1264.0,190,1,1
1996,1442.5,94,1,1
1997,2379.0,51,1,1
1998,3123.0,35,2,0
1999,994.5,62,1,1
2000,385.5,142,1,1
2001,927.0,150,1,1
2002,1551.0,157,2,1
2003,440.5,83,1,1
2004,1308.5,98,1,1
2005,832.5,157,1,1
2006,2107.5,171,1,1
2007,6382.5,15,4,0
2008,1021.0,13,1,2
2009,2472.5,41,1,1
2010,1805.0,37,1,2
2011,1347.5,105,1,1
2012,1437.0,160,2,1
2013,1498.0,111,1,1
2014,9360.0,2,3,0
2015,2437.0,179,1,1
2016,1068.0,184,1,1
2017,552.0,169,1,1
2018,764.5,175,1,1
2019,5337.0,156,1,1
2020,1197.0,117,1,1
2021,731.0,149,1,1
2022,1056.5,104,2,1
2023,1070.0,9,1,2
2024,628.5,160,1,1
2025,2836.0,58,5,0
2026,1404.5,65,1,1
2027,584.0,164,1,1
2028,4199.0,159,2,0
2029,1081.0,157,1,1
2030,574.0,157,1,1
2031,754.0,18,1,2
2032,1735.0,78,1,1
2033,664.5,148,1,1
2034,1505.5,103,2,1
2035,1923.5,108,3,0
2036,844.5,168,1,1
2037,1422.0,126,1,1
2038,144.0,152,1,1
2039,1716.5,17,1,2
2040,747.0,143,1,1
2041,4590.0,183,1,1
2042,947.0,175,1,1
2043,724.0,24,1,2
2044,503.0,52,1,1
2045,839.5,48,1,1
2046,561.5,118,1,1
2047,1320.0,104,1,1
2048,1024.0,7,1,2
2049,875.0,172,1,1
2050,2383.0,3,3,2
2051,856.5,190,1,1
2052,2621.0,171,2,1
2053,1292.0,136,2,1
2054,1147.0,175,1,1
2055,1862.0,174,1,1
2056,8301.0,106,2,0
2057,1417.0,153,1,1
2058,3376.0,46,1,1
2059,1291.0,61,1,1
2060,2255.0,65,1,1
2061,1134.0,140,1,1
2062,3935.5,19,6,0
2063,1404.0,192,1,1
2064,1463.0,173,1,1
2065,1817.0,172,1,1
2066,2262.0,82,2,0
2067,5215.0,81,4,0
2068,641.5,65,1,1
2069,2243.5,98,4,0
2070,987.0,115,1,1
2071,740.0,176,1,1
2072,1663.0,187,1,1
2073,2437.0,32,1,2
2074,2788.0,157,1,1
2075,7599.0,136,2,0
2076,3066.5,40,2,0
2077,1926.0,26,3,0
2078,644.0,138,1,1
2079,2069.0,152,3,0
2080,549.0,103,1,1
2081,719.0,31,2,2
2082,1846.0,113,2,1
2083,402.0,124,1,1
2084,1461.0,35,1,2
2085,2905.0,159,1,1
2086,2410.0,147,1,1
2087,471.5,72,1,1
2088,630.0,152,1,1
2089,645.0,33,1,2
2090,956.5,154,1,1
2091,853.0,51,1,1
2092,3135.5,25,3,0
2093,3260.0,145,2,0
2094,3636.0,67,3,0
2095,2459.0,162,3,0
2096,2054.5,53,2,0
