会员编号,money,recent,frequency
1042352075,368.0,190,1
1042355127,3257.0,14,2
1042356462,2951.0,97,2
1042359488,8770.0,158,1
1042378354,1786.5,174,1
1042383536,3909.0,127,2
1042385297,577.0,53,1
1042397359,443.5,8,1
1042398034,1471.0,96,1
1042398568,1723.0,18,1
1042421813,517.0,138,1
1042429932,2793.0,167,1
1042446735,1573.0,148,1
1042452704,1938.5,151,2
1042452765,1372.0,116,1
1042453237,3962.0,61,2
1042453338,574.0,72,1
1042455203,1355.0,124,1
1042455338,1132.0,160,1
1042456541,576.5,101,1
1042456947,3703.0,169,1
1042457593,5893.0,44,4
1042460896,647.0,54,1
1042461274,1524.5,133,2
1042461785,22937.0,164,1
1042462269,4206.0,13,2
1042462292,906.5,19,1
1042463847,2799.0,187,1
1042464350,1347.0,143,1
1042464515,1413.0,138,1
1042466377,1093.5,1,1
1042467533,1094.0,38,1
1042468058,1239.0,39,1
1042469272,1088.0,99,1
1042469480,3672.0,152,1
1042472254,1171.5,125,1
1042473274,1492.0,159,1
1042476235,944.0,97,1
1042484196,4517.5,13,5
1042484484,11493.5,11,6
1042496360,7431.5,24,5
1042498394,1264.0,82,1
1042505146,417.0,96,1
1042506303,1374.0,51,1
1042512140,511.0,146,1
1042512276,1052.0,154,1
1042516347,764.5,132,1
1042518318,813.0,146,1
1042519539,1478.0,170,1
1042519922,808.0,116,1
1042522531,1432.0,6,2
1042523799,3123.5,71,3
1042525436,406.0,102,1
1042551587,983.0,168,1
1042554960,622.0,125,1
1042555543,1720.5,4,1
1042557134,1771.0,162,2
1042562377,630.0,47,1
1042568769,1981.5,188,1
1042570629,4541.0,3,1
1042572669,1377.0,182,1
1042577009,1140.5,48,1
1042580319,1043.0,18,1
1042586356,2860.0,181,1
1042589149,2691.0,170,2
1042590302,2231.0,35,1
1042591392,973.5,187,1
1042592167,1086.0,8,1
1042595636,1061.5,92,2
1042596207,691.5,148,1
1042599853,1969.0,164,1
1042600833,2134.0,119,1
1042601133,3580.0,184,1
1042603453,2850.0,126,1
1042607518,988.0,170,1
1042610564,1269.0,75,1
1042612091,2069.0,93,2
1042614254,4088.0,76,2
1042616773,3092.0,180,2
1042617511,738.5,104,1
1042618104,1573.5,72,1
1042619346,8168.0,17,5
1042620697,8377.5,155,3
1042621241,1196.1000000000001,165,1
1042622588,1462.0,192,1
1042622824,1615.0,175,1
1042623876,1112.5,161,1
1042669227,1227.5,147,1
1042700759,629.5,192,1
1042702353,777.0,126,1
1042710565,2116.0,192,1
1042722970,765.0,19,1
1042724744,1738.5,192,1
1042724927,634.0,192,1
1042724970,1586.5,187,1
1042726104,631.0,192,1
1042727508,1228.0,192,1
1042727588,1145.0,192,1
1042728190,1608.0,192,1
1042728499,510.0,192,1
1042730659,810.5,192,1
1042731225,580.5,192,1
1042731669,912.5,192,1
1042732241,5450.0,61,3
1042732453,1164.0,192,1
1042732537,1904.5,165,1
1042734135,875.0,192,1
1042734691,505.0,192,1
1042734743,1784.0,68,2
1042734780,621.5,192,1
1042735551,1018.0,192,1
1042737312,1289.0,192,1
1042737511,1723.5,192,1
1042737746,431.0,192,1
1042739480,451.0,192,1
1042739551,1031.0,192,1
1042739860,1146.5,192,1
1042740157,731.5,192,1
1042741158,36184.5,178,2
1042741522,3290.0,93,3
1042741958,3284.0,192,1
1042742038,2223.0,192,1
1042742938,704.0,192,1
1042744064,2066.5,53,2
1042744525,768.0,192,1
1042745657,971.0,192,1
1042746127,944.5,192,1
1042747085,1427.0,192,1
1042747158,1142.0,192,1
1042750025,662.0,192,1
1042751269,556.0,192,1
1042751547,8302.0,18,3
1042752497,1151.5,192,1
1042754426,522.0,142,1
1042754535,2436.0,40,1
1042755050,984.0,138,1
1042755057,719.5,192,1
1042755068,1157.5,172,1
1042755564,959.0,192,1
1042756873,614.5,192,1
1042757302,3722.0,148,2
1042758330,14543.0,18,3
1042758389,1246.0,192,1
1042760252,6291.5,32,6
1042760763,2940.0,192,1
1042762265,1051.0,192,1
1042762765,20090.0,162,2
1042763082,1322.0,7,1
1042763118,835.0,192,1
1042763224,1690.0,192,1
1042766767,1196.0,192,1
1042774020,1503.5,38,2
1042785770,1363.0,192,1
1042786257,2545.0,16,2
1042788466,1386.0,192,1
1042791318,1176.0,192,1
1042791901,1102.0,192,1
1042794480,1138.0,192,1
1042794787,1008.5,192,1
1042796844,898.0,192,1
1042799682,979.5,192,1
1042799920,3322.0,35,2
1042800144,8275.0,192,1
1042801444,1941.0,149,1
1042801915,929.0,192,1
1042802243,2001.0,192,1
1042802690,1560.0,192,1
1042803891,781.0,192,1
1042804457,1280.0,192,1
1042804654,732.0,192,1
1042804693,828.0,192,1
1042805003,1222.0,143,1
1042805121,2513.0,41,2
1042805338,3633.0,125,1
1042806164,641.0,192,1
1042806935,2110.0,192,1
1042807682,1023.0,192,1
1042808595,1259.5,192,1
1042809020,1038.5,192,1
1042809069,1621.0,192,1
1042809927,600.5,192,1
1042811340,784.0,192,1
1042811790,900.0,192,1
1042814338,959.0,192,1
1042818425,3142.5,74,2
1042818553,1914.0,192,1
1042819375,1852.0,192,1
1042821014,1060.0,192,1
1042822152,3162.0,90,2
1042822600,2037.5,192,1
1042823754,803.0,192,1
1042823790,1607.0,70,1
1042824460,891.56,192,1
1042825009,1269.0,192,1
1042825649,1109.0,192,1
1042825925,694.5,192,1
1042828276,3169.0,192,1
1042828298,15015.0,180,2
1042828513,1051.0,192,1
1042828879,2503.0,192,1
1042829617,818.0,192,1
1042829693,920.0,192,1
1042829709,16414.22,45,5
1042829940,1214.0,192,1
1042829978,1408.0,192,1
1042830715,1637.0,192,1
1042832418,1423.0,192,1
1042832523,1286.0,192,1
1042833649,620.0,97,1
1042834754,1647.0,192,1
1042837180,900.0,24,2
1042837362,1763.5,103,2
1042837448,3878.0,149,2
1042838994,1050.0,192,1
1042839400,1066.5,192,1
1042843834,17279.0,191,1
1042846383,1080.0,191,1
1042851417,1600.0,163,2
1042853904,1719.5,191,1
1042854640,598.0,191,1
1042858270,1912.0,191,1
1042858628,2476.0,191,1
1042858783,2183.5,63,2
1042858831,433.0,191,1
1042859018,1902.0,166,1
1042859749,1041.0,191,1
1042859956,5504.0,7,3
1042860089,1097.5,191,1
1042860297,3964.0,55,3
1042861540,758.5,191,1
1042864078,1776.0,141,2
1042866962,436.5,191,1
1042868509,592.0,117,1
1042873642,946.0,191,1
1042876143,2121.0,73,2
1042877162,1501.5,191,1
1042881591,2746.0,191,1
1042882061,576.5,191,1
1042883368,1473.0,72,2
1042884913,755.5,191,1
1042887819,1193.5,191,1
1042888232,1591.0,191,1
1042890327,1164.0,191,1
1042890377,438.0,191,1
1042891118,1605.0,191,1
1042893086,5795.0,86,4
1042894170,1486.0,191,1
1042900186,369.0,191,1
1042900204,489.5,191,1
1042900244,3884.5,191,1
1042900399,1377.0,176,2
1042900473,1390.0,181,1
1042900523,1017.5,191,1
1042901141,1005.5,137,1
1042902093,1518.5,191,1
1042902097,3081.0,191,1
1042902977,1895.5,191,1
1042904218,1097.5,191,1
1042906648,2110.0,191,1
1042907358,1042.0,191,1
1042907593,2321.5,191,1
1042908473,615.5,191,1
1043210753,7228.0,94,3
1043214427,3182.0,148,2
1043215417,3448.0,190,1
1043218348,841.0,147,1
1043218477,920.5,182,1
1043281458,1682.0,190,1
1043293692,853.0,190,1
1043332152,610.0,190,1
1043343336,4777.0,7,2
1043541399,2023.0,190,1
1043983178,3452.0,190,1
1043991832,7333.5,41,5
1043996584,887.0,190,1
1044000845,713.5,190,1
1044003726,1244.0,190,1
1044005100,485.0,190,1
1044007294,1892.0,190,1
1044008070,1360.0,3,2
1044008358,993.5,190,1
1044008653,1566.0,119,1
1044008882,1005.4300000000001,98,1
1044008924,926.0,171,1
1044010102,538.0,190,1
1044013155,562.0,190,1
1044014245,724.0,190,1
1044014544,8616.0,150,2
1044014764,2942.0,190,1
1044015488,2428.0,72,3
1044015983,2255.0,190,1
1044017378,1125.0,190,1
1044018827,1159.0,190,1
1044019872,854.0,190,1
1044020330,8242.0,179,3
1044020986,960.0,190,1
1044023532,3447.0,190,1
1044023954,6029.5,100,3
1044024507,1247.0,171,1
1044024853,831.5,190,1
1044025450,4717.0,165,2
1044026484,3370.0,93,1
1044026733,2335.0,190,1
1044027316,909.5,190,1
1044027643,10134.34,17,6
1044027926,1596.0,44,2
1044028606,13866.0,142,2
1044086494,1672.5,189,1
1044096828,870.5,153,1
1044096913,3255.5,97,3
1044101737,6157.5,97,3
1044105121,1892.5,122,3
1044105328,1238.5,189,1
1044105365,898.0,189,1
1044106081,774.0,189,1
1044112168,2023.0,189,1
1044115729,1702.0,189,1
1044117970,8414.0,119,2
1044124583,4790.5,56,3
1044130142,1308.0,189,1
1044139988,589.0,189,1
1044142378,880.0,189,1
1044144423,2246.0,20,3
1044146690,1850.0,189,1
1044146700,1869.5,189,1
1044150483,1827.0,189,1
1044151685,1054.0,110,1
1044152723,953.5,189,1
1044153129,879.0,189,1
1044153921,653.0,7,1
1044157449,825.0,189,1
1044159595,1557.5,189,1
1044159837,1034.0,189,1
1044160328,1940.0,189,1
1044160873,955.5,63,2
1044161114,403.0,147,1
1044161157,557.0,189,1
1044161268,712.0,189,1
1044162103,13719.0,26,2
1044162402,855.0,187,1
1044163506,510.5,189,1
1044166373,1554.5,189,1
1044166518,890.0,189,1
1044167080,1247.0,189,1
1044167229,2492.0,189,1
1044170633,2103.0,169,2
1044172107,1046.0,189,1
1044174324,4926.16,14,4
1044180054,954.0,189,1
1044181044,21493.0,189,1
1044181179,1938.0,189,1
1044181326,955.0,189,1
1044182699,1598.0,1,1
1044184198,964.5,189,1
1044184251,12857.0,128,3
1044186354,1518.0,189,1
1044186904,1487.0,72,1
1044188273,1799.0,98,1
1044188353,1400.0,94,2
1044195527,1760.5,189,1
1044198133,467.0,189,1
1044200813,8113.0,177,2
1044203252,656.5,148,1
1044214519,859.0,61,1
1044229619,2190.0,10,2
1044231287,1974.5,138,2
1044234017,772.5,188,1
1044234248,835.5,188,1
1044236407,1472.5,179,1
1044236685,538.0,188,1
1044237270,2462.5,188,1
1044238440,3563.0,2,2
1044238534,1982.5,188,1
1044241964,979.0,188,1
1044242053,1338.0,188,1
1044249967,700.5,188,1
1044257309,2472.5,188,1
1044257921,753.0,188,1
1044259067,1265.5,181,1
1044259276,1708.5,176,2
1044263147,784.0,188,1
1044263316,525.0,138,1
1044263540,670.0,188,1
1044264541,3074.0,72,3
1044265765,920.0,152,1
1044266582,847.0,188,1
1044267189,1333.0,137,2
1044268193,856.5,188,1
1044271066,510.5,188,1
1044272993,2600.0,188,1
1044276197,2082.0,188,1
1044278341,1503.0,188,1
1044279363,2327.5,46,2
1044282493,2377.0,104,1
1044283907,1148.0,188,1
1044285279,1530.0,188,1
1044285353,807.0,188,1
1044286696,508.0,188,1
1044286857,1566.0,188,1
1044286917,2185.0,129,2
1044288097,1052.0,188,1
1044288921,1556.5,188,1
1044290368,1044.0,188,1
1044291338,3153.5,20,4
1044291340,1098.5,188,1
1044292821,1675.0,188,1
1044292925,813.0,188,1
1044299513,412.0,188,1
1044304106,1022.0,188,1
1044304682,803.5,184,1
1044304791,13766.5,122,5
1044305263,6151.0,169,2
1044305292,12717.119999999999,82,5
1044311961,7890.0,175,2
1044312599,906.0,188,1
1044329879,914.0,187,1
1044332004,786.0,139,1
1044333623,783.5,187,1
1044337936,884.0,187,1
1044338308,2907.5,26,2
1044338865,1773.0,187,1
1044339114,678.5,187,1
1044340247,1179.0,187,1
1044341707,892.0,34,1
1044342451,648.0,187,1
1044345456,16621.5,107,4
1044349541,594.0,187,1
1044352558,906.0,187,1
1044352713,408.0,187,1
1044354184,755.0,187,1
1044354604,2533.0,14,2
1044355300,651.0,187,1
1044355662,13928.0,55,7
1044359763,766.5,187,1
1044376451,72.0,167,1
1044377031,2694.5,166,2
1044385798,1193.5,187,1
1044386569,3068.5,7,1
1044389523,3012.5,94,1
1044391362,801.0,187,1
1044393079,770.0,145,1
1044393179,676.5,187,1
1044395195,552.0,187,1
1044398247,633.5,187,1
1044400673,585.0,187,1
1044400978,502.0,187,1
1044403734,3769.0,187,1
1044404722,1169.5,187,1
1044404805,1235.0,187,1
1044405153,582.5,28,1
1044405325,1721.5,18,2
1044408356,917.0,58,1
1044412280,5727.0,138,2
1044412390,677.0,187,1
1044412820,10805.0,132,2
1044413001,1983.0,187,1
1044413097,1011.5,166,3
1044413733,7873.5,71,3
1044415561,9220.0,133,3
1044416165,715.0,187,1
1044416636,8427.0,135,2
1044416772,1049.0,184,1
1044418775,1327.5,187,1
1044430893,748.0,186,1
1044433137,761.0,186,1
1044437225,933.0,186,1
1044437452,1220.0,137,2
1044437492,840.0,14,1
1044438276,1349.5,90,1
1044438690,1389.5,186,1
1044443285,1570.0,186,1
1044446585,2259.0,159,1
1044466916,1015.5,153,1
1044471111,934.5,186,1
1044555519,790.0,186,1
1044556036,622.0,186,1
1044557244,697.0,186,1
1044564134,867.5,186,1
1044567269,1080.0,186,1
1044569371,1300.5,186,1
1044571542,1629.0,186,1
1044576014,1062.0,182,1
1044577907,912.0,186,1
1044579277,1023.0,186,1
1044580330,1366.0,186,1
1044583917,1243.0,186,1
1044586147,1602.0,186,1
1044587098,1797.0,98,1
1044587636,12821.0,42,7
1044588764,2125.0,186,1
1044591620,5811.0,17,4
1044593578,2301.0,164,2
1044596204,6026.0,139,3
1044596366,1190.0,186,1
1044697907,754.0,185,1
1044699004,492.0,36,1
1044699071,2028.0,185,1
1044704363,1288.0,185,1
1044711254,1993.5,73,1
1044711691,1884.0,177,1
1044713186,836.5,179,1
1044718480,3732.5,65,3
1044721784,4472.5,107,5
1044725717,845.0,185,1
1044725927,3941.0,84,3
1044730141,3810.6,116,2
1044758125,3393.0,12,4
1044761773,573.0,185,1
1044762826,6605.0,131,4
1044766187,594.0,15,1
1044769615,872.0,185,1
1044770401,1163.0,185,1
1044774033,1291.0,175,1
1044775385,9848.0,52,4
1044775514,6063.0,47,2
1044775542,710.0,185,1
1044776254,1710.0,185,1
1044776639,1391.0,185,1
1044777632,1064.5,185,1
1044779902,1728.64,185,1
1044780236,1231.5,185,1
1044780514,732.0,185,1
1044780541,2312.0,120,1
1044783690,370.0,185,1
1044785905,549.0,185,1
1044785913,19538.0,29,7
1044786117,876.0,168,1
1044787286,13077.0,35,4
1044790139,8070.0,131,2
1044793431,1285.0,185,1
1044793562,564.5,185,1
1044793728,4345.0,185,1
1044793854,1663.5,185,1
1044795173,734.0,185,1
1044798198,5283.5,21,5
1044801493,1313.0,185,1
1044830485,822.0,184,1
1044831731,855.5,184,1
1044834223,1958.0,148,2
1044834455,3159.5,39,6
1044834655,1618.0,184,1
1044836093,601.5,184,1
1044836935,6317.0,135,3
1044838819,2294.5,6,2
1044840198,3252.0,32,3
1044840409,1732.0,116,1
1044840633,9986.559999999998,66,8
1044861661,1337.0,184,1
1044862778,725.5,184,1
1044862956,548.0,184,1
1044867473,720.0,184,1
1044875647,1097.0,172,1
1044883577,5831.0,3,3
1044883967,427.0,184,1
1044883977,602.0,183,1
1044884464,7193.0,89,3
1044885289,791.0,184,1
1044885373,940.0,184,1
1044885681,1136.0,184,1
1044886192,747.0,184,1
1044886269,1012.0,184,1
1044886283,4509.5,184,1
1044888002,739.0,184,1
1044889384,702.0,184,1
1044889502,1251.0,184,1
1044890001,951.5,184,1
1044891850,5086.0,184,1
1044917641,394.5,183,1
1044930314,1074.5,167,1
1044936241,5302.5,84,2
1044936621,3291.0,23,4
1044937943,3772.0,132,3
1044940328,1994.0,98,2
1044942074,737.5,183,1
1044943834,232.5,150,1
1044944401,10190.0,129,3
1044945287,1673.0,78,3
1044953279,297.5,140,1
1044953323,555.0,101,1
1044953333,594.0,178,1
1044953350,950.5,137,1
1044953392,1007.0,155,1
1044956050,6308.5,162,2
1044960959,1150.5,183,1
1044960963,1371.5,183,1
1044962022,1606.5,177,1
1044963274,1821.5,183,1
1044964316,583.0,183,1
1044964895,742.0,183,1
1044965135,1331.0,165,1
1044973554,2172.0,160,1
1044973731,5076.0,74,4
1044977293,1261.0,65,2
1044979108,446.0,155,1
1044979877,915.0,180,1
1044979898,1438.0,183,1
1044980498,969.0,183,1
1044980946,2044.0,183,1
1044981337,6631.0,183,1
1044981475,518.5,183,1
1044982214,1208.0,98,2
1044983512,592.0,183,1
1044983586,1243.0,183,1
1044985040,2126.5,126,2
1044987178,936.0,183,1
1044989351,6767.0,155,3
1044990813,448.5,183,1
1044990953,1341.5,183,1
1044991734,2006.5,85,1
1044991794,1050.5,133,1
1044992009,1183.5,183,1
1044992043,55341.5,136,2
1044993724,907.5,183,1
1044998381,6421.0,183,1
1045023534,1524.0,61,2
1045024150,1280.5,90,1
1045026327,2580.5,148,3
1045027285,598.5,182,1
1045028887,505.0,182,1
1045031874,11948.5,9,6
1045032558,797.5,182,1
1045037427,3912.5,159,1
1045037628,1107.0,182,1
1045037749,2477.0,14,1
1045042577,647.5,90,1
1045071845,703.0,174,1
1045079380,429.0,182,1
1045080903,10017.0,116,4
1045083892,2651.0,182,1
1045084867,3203.5,53,2
1045086286,547.0,182,1
1045086289,662.0,182,1
1045086344,535.0,182,1
1045087688,1763.0,182,1
1045090316,41718.5,115,3
1045095069,1795.0,171,2
1045098220,2339.0,182,1
1045099444,7328.0,11,3
1045101026,4362.5,161,3
1045102316,1072.0,182,1
1045102343,2684.0,151,2
1045103071,883.0,182,1
1045103222,808.5,182,1
1045103345,953.0,182,1
1045105065,1998.0,126,3
1045107508,690.0,182,1
1045108368,620.0,182,1
1045109398,462.0,26,1
1045110497,857.0,182,1
1045112595,3108.0,56,3
1045114066,416.0,182,1
1045114471,1364.5,140,1
1045116816,3563.5,30,2
1045116957,2229.5,110,1
1045117411,1981.0,182,1
1045118196,6017.0,182,1
1045118680,1497.0,182,1
1045119570,959.5,182,1
1045119758,6479.5,130,4
1045119852,440.0,182,1
1045122055,901.5,182,1
1045122274,1062.0,182,1
1045122899,1249.0,182,1
1045123092,7421.0,15,5
1045123266,1131.0,182,1
1045124688,1230.5,2,2
1045125138,5727.0,182,1
1045125455,6819.5,47,4
1045125894,1767.0,182,1
1045126235,1067.0,182,1
1045128628,1056.0,14,2
1045128817,2592.0,182,1
1045129206,16443.0,99,2
1045129269,498.0,182,1
1045131030,19475.0,48,4
1045131318,20883.5,25,5
1045131941,10321.0,182,1
1045146933,957.5,35,1
1045150927,1411.5,181,1
1045155468,1133.0,2,1
1045155617,873.5,27,1
1045156149,1287.0,32,2
1045157769,1145.0,181,1
1045158127,797.0,141,1
1045159944,1369.5,161,1
1045163779,1246.0,181,1
1045163911,399.0,181,1
1045165085,1345.0,181,1
1045166331,7318.0,144,2
1045169369,1528.5,181,1
1045171962,757.0,181,1
1045173103,3167.0,181,1
1045177576,654.0,84,1
1045191508,880.0,157,2
1045202048,616.0,181,1
1045203756,1243.0,181,1
1045205768,451.0,148,1
1045207841,1166.0,92,2
1045209605,2357.0,181,1
1045210349,651.5,181,1
1045211659,743.0,70,1
1045218296,1845.0,35,1
1045219656,620.0,181,1
1045221148,1682.0,181,1
1045221227,2143.0,132,1
1045221554,11578.5,4,4
1045222232,1999.0,181,1
1045223250,1281.0,181,1
1045223665,1241.0,181,1
1045225872,697.0,181,1
1045227142,2723.0,10,2
1045228241,2381.0,151,2
1045228351,3544.5,80,2
1045228803,1609.0,181,1
1045228866,892.0,181,1
1045229227,3303.0,45,1
1045229375,540.0,181,1
1045229479,2011.5,181,1
1045233727,3870.5,157,3
1045235369,1884.5,125,3
1045236308,2109.5,151,2
1045237027,1556.0,181,1
1045237275,482.0,181,1
1045239845,1562.0,181,1
1045240417,899.0,181,1
1045240985,9641.0,127,2
1045242840,901.5,53,2
1045244412,7290.5,160,2
1045246040,8967.0,111,2
1045246808,7078.5,133,3
1045247375,6144.0,181,1
1045247578,2099.5,181,1
1045249646,8883.0,167,3
1045251012,717.0,104,1
1045260706,1245.0,150,1
1045267936,3619.0,180,1
1045269727,1299.0,180,1
1045271626,1053.0,180,1
1045271811,954.0,180,1
1045274646,4380.0,7,2
1045275678,780.0,180,1
1045281232,3185.0,8,1
1045281490,1092.0,180,1
1045281493,862.0,180,1
1045284539,796.5,2,1
1045297661,15280.0,21,10
1045298808,484.0,180,1
1045304015,909.0,180,1
1045306763,6230.0,149,4
1045319320,447.0,6,1
1045321885,3873.0,180,1
1045321893,2193.0,180,1
1045324161,8007.0,180,1
1045328417,1101.0,111,1
1045331715,1720.0,104,1
1045334392,1136.0,180,1
1045334458,1120.5,139,1
1045335219,708.0,180,1
1045335727,4115.0,41,2
1045336037,1280.0,180,1
1045336097,2226.0,180,1
1045336155,431.0,180,1
1045336484,5391.0,14,4
1045336946,2170.0,180,1
1045337403,760.0,180,1
1045337459,711.0,180,1
1045338970,1945.5,57,2
1045341737,519.0,154,1
1045342220,642.0,180,1
1045343344,5846.0,160,2
1045344567,602.0,180,1
1045344886,710.0,180,1
1045345029,1541.0,180,1
1045346023,879.0,180,1
1045346332,1478.0,180,1
1045346642,1943.0,180,1
1045347349,1645.0,138,2
1045349885,6118.0,109,2
1045350348,328.0,180,1
1045351989,1295.0,180,1
1045353264,842.0,180,1
1045355741,885.0,177,1
1045362142,499.0,180,1
1045362944,4571.0,171,2
1045364712,5000.0,117,3
1045385275,607.0,179,1
1045392061,746.5,179,1
1045396804,834.0,132,1
1045399448,622.0,179,1
1045402030,4154.0,179,1
1045402034,17633.0,17,5
1045430890,524.5,179,1
1045431938,763.0,179,1
1045433314,1836.0,101,1
1045434746,800.0,179,1
1045436139,1410.5,179,1
1045436874,2169.0,179,1
1045437145,1109.0,89,1
1045437292,503.0,179,1
1045438058,659.0,179,1
1045443894,6515.5,179,1
1045445061,480.0,179,1
1045446088,626.0,179,1
1045447615,730.0,179,1
1045449905,799.0,179,1
1045450880,456.5,176,1
1045451660,15782.0,179,1
1045453095,2394.0,13,3
1045453899,15263.5,39,11
1045457681,1838.5,179,1
1045457703,7463.0,38,4
1045458858,2370.5,179,1
1045461799,2139.0,179,1
1045462113,11261.86,4,5
1045462365,3606.0,128,4
1045462506,3015.0,179,1
1045463392,4403.0,102,3
1045464528,21582.0,9,7
1045465939,628.0,179,1
1045470660,7493.0,179,1
1045474659,6257.0,171,2
1045481200,1881.0,178,1
1045482896,542.0,178,1
1045483540,468.0,178,1
1045484853,985.0,178,1
1045486903,215.0,178,1
1045487937,24866.5,136,5
1045493458,803.06,34,1
1045495924,1249.0,53,1
1045496301,629.0,55,1
1045496367,541.0,178,1
1045498466,6594.0,50,5
1045501256,447.5,178,1
1045501784,727.0,178,1
1045502219,506.5,178,1
1045514291,7289.0,41,3
1045515149,3768.0,46,1
1045520068,1997.5,178,1
1045526214,695.5,178,1
1045526577,1057.0,112,1
1045527779,527.0,178,1
1045527940,871.0,178,1
1045528552,774.0,178,1
1045529322,2144.5,178,1
1045529417,503.5,178,1
1045529973,808.0,178,1
1045532250,7767.5,15,5
1045532476,1536.5,178,1
1045533651,495.0,178,1
1045534168,1430.5,58,2
1045535266,1418.0,178,1
1045536761,1090.0,178,1
1045537307,1200.0,178,1
1045537486,1485.5,178,1
1045537679,2076.0,178,1
1045537899,641.5,178,1
1045538944,6446.5,162,3
1045539598,574.0,178,1
1045541312,1084.5,178,1
1045541708,765.5,178,1
1045542405,824.5,178,1
1045546921,389.5,178,1
1045547809,6758.0,41,3
1045548424,2227.0,178,1
1045549402,618.0,178,1
1045549809,854.0,178,1
1045551441,1041.5,178,1
1045551467,1401.5,178,1
1045553850,541.0,178,1
1045554267,2396.0,86,3
1045569648,589.5,177,1
1045571836,6126.0,35,3
1045572266,1437.0,43,1
1045581576,1122.0,163,1
1045597417,1344.0,177,1
1045599391,11192.0,176,2
1045603148,369.0,150,1
1045611098,952.0,177,1
1045614238,1606.5,177,1
1045615648,1259.5,177,1
1045615728,2556.0,177,1
1045619024,987.5,177,1
1045619565,850.0,177,1
1045620606,1408.0,20,1
1045621356,976.0,177,1
1045623182,2443.0,55,3
1045625799,437.5,177,1
1045629832,511.0,177,1
1045630224,10608.0,132,2
1045631759,2366.0,148,2
1045633236,1104.0,177,1
1045633643,2127.0,177,1
1045633867,985.0,177,1
1045634470,828.5,177,1
1045635177,1533.0,171,1
1046230425,742.5,176,1
1046232447,15660.0,176,1
1046233680,6759.0,67,2
1046239241,1920.5,176,1
1046557849,6534.0,171,2
1046581816,15021.5,42,6
1046587932,1062.0,43,1
1046593906,979.0,176,1
1046595942,486.5,46,1
1046597155,1165.0,176,1
1046597944,1757.0,176,1
1046599699,8606.0,160,2
1046600715,2074.0,176,1
1046601014,1227.0,176,1
1046604107,6598.0,148,3
1046605772,1708.0,10,2
1046607701,495.5,176,1
1046610989,1290.0,176,1
1046612852,417.0,176,1
1046614412,5631.0,140,2
1046616217,1191.5,176,1
1046616483,2808.0,176,1
1046616527,10587.0,170,2
1046617500,429.0,176,1
1046617583,582.0,176,1
1046618604,1199.0,176,1
1046619247,1217.0,176,1
1046619679,494.5,176,1
1046620461,3290.0,71,2
1046620732,1339.0,176,1
1046620960,5110.0,138,4
1046621781,978.0,176,1
1046622838,1254.0,169,1
1046625040,1000.0,176,1
1046636610,6527.5,40,4
1046655683,4791.0,87,4
1046656402,2210.0,153,1
1046660464,2603.0,8,2
1046661552,1085.0,175,1
1046665300,1695.5,109,1
1046668761,1465.0,175,1
1046669379,1005.0,175,1
1046670160,2285.0,160,2
1046670553,1159.0,175,1
1046674253,857.5,153,1
1046676514,5994.5,59,3
1046677075,1090.5,175,1
1046694352,1377.5,9,2
1046694817,1147.5,175,1
1046698780,1434.0,74,2
1046701844,12784.0,141,4
1046702024,2273.0,175,1
1046704659,1837.0,175,1
1046705338,12906.0,175,1
1046709807,2409.0,175,1
1046711801,1123.0,175,1
1046713178,1565.5,93,1
1046714950,9560.0,143,2
1046715740,1489.0,175,1
1046716484,1591.0,175,1
1046718304,2252.5,175,1
1046720901,651.0,175,1
1046723599,2919.0,175,1
1046728492,640.0,175,1
1046729489,1426.5,96,2
1046730379,1441.5,175,1
1046730931,855.0,175,1
1046731161,3967.0,139,2
1046733345,3936.0,175,1
1046735149,8683.0,132,3
1046735158,399.0,166,1
1046736629,2024.0,175,1
1046737129,1727.0,2,1
1046737858,9178.5,140,3
1046737878,3380.0,6,2
1046737882,583.0,175,1
1046738927,1474.0,152,1
1046739257,13754.0,146,1
1046741412,1156.5,174,1
1046743071,6265.5,126,3
1046760646,989.5,174,1
1046766864,3199.5,162,1
1046769531,2998.0,47,4
1046771131,758.0,174,1
1046771372,1438.0,174,1
1046771888,1175.0,72,2
1046771932,503.0,174,1
1046771984,429.0,8,1
1046772065,1054.0,174,1
1046775616,2503.0,174,1
1046777077,936.5,174,1
1046777807,662.5,174,1
1046777848,930.0,174,1
1046778059,3130.0,153,1
1046779592,504.0,174,1
1046782040,959.0,64,1
1046782306,5332.5,40,3
1046783078,418.5,174,1
1046784813,656.5,174,1
1046785342,541.0,174,1
1046785598,7008.0,118,2
1046790137,569.5,19,1
1046790158,602.0,174,1
1046795006,599.0,35,1
1046799884,6810.5,121,3
1046807669,642.0,169,1
1046808872,331.0,174,1
1046810457,1293.0,174,1
1046816067,2015.5,174,1
1046816597,1247.0,66,1
1046817252,696.0,159,1
1046817342,2859.0,21,2
1046817500,961.0,174,1
1046817921,1004.0,174,1
1046819573,588.5,174,1
1046821295,2062.5,174,1
1046822851,4336.5,159,2
1046823945,1366.5,174,1
1046824091,2815.5,1,3
1046824392,917.0,174,1
1046824689,1132.0,42,1
1046825029,1385.0,47,1
1046825466,827.5,174,1
1046825933,1185.0,174,1
1046831729,556.0,174,1
1046832766,1666.5,174,1
1046834288,1449.5,143,2
1046834886,529.5,174,1
1046834970,10184.0,55,1
