会员编号,money,recent,frequency
1037588044,1531.5,47,2
1037589365,5862.5,35,4
1037589825,4.0,50,1
1037620039,960.0,76,1
1037623424,1922.5,52,2
1037624526,1905.5,98,1
1037625603,1061.0,174,1
1037625891,1821.0,58,1
1037638309,1892.0,167,1
1037641279,1498.0,148,1
1037642216,3768.0,154,1
1037645075,2341.5,73,2
1037645331,2611.0,86,2
1037645504,627.0,89,1
1037645905,873.0,12,1
1037651767,3658.0,83,3
1037653288,637.5,31,1
1037655182,1765.0,63,1
1037655688,393.5,142,1
1037656255,816.0,188,1
1037658115,2103.5,10,2
1037658269,757.0,34,1
1037658916,3928.5,60,3
1037660262,862.0,81,1
1037663785,2233.0,143,1
1037667245,2571.0,116,2
1037675490,1524.0,92,1
1037681470,1893.0,151,1
1037681534,936.5,167,1
1037682343,584.0,171,1
1037683046,3939.5,25,1
1037683234,834.0,146,1
1037683424,704.0,137,1
1037685408,3354.0,151,1
1037687062,585.0,12,1
1037703696,1282.0,64,2
1037705649,5154.0,73,2
1037706320,2683.5,154,1
1037708613,1564.0,167,1
1037710458,3495.0,156,1
1037712970,572.5,53,1
1037715226,5887.0,108,2
1037717269,1105.0,86,1
1037719459,2969.0,144,1
1037721076,933.0,128,1
1037721158,518.0,44,1
1037723480,560.0,62,1
1037724430,3330.28,69,1
1037725036,4180.120000000001,72,3
1037725684,907.5,105,1
1037727473,5146.26,85,2
1037728703,3277.5,17,2
1037730435,1620.0,163,1
1037870189,1117.0,101,1
1037870329,978.5,25,1
1037874863,1308.0,2,1
1037877016,543.5,17,1
1037877318,1825.0,137,1
1037878439,926.0,147,1
1037881742,809.0,129,1
1037885669,1846.5,17,2
1037892197,970.0,141,1
1037892451,948.0,151,1
1037893410,1288.0,19,1
1037900229,2381.5,117,2
1037901803,1122.0,37,1
1037903521,1751.0,151,1
1037903940,819.0,79,2
1037907545,526.0,94,1
1037909935,1757.5,32,1
1037913697,1482.0,146,1
1037915052,1787.0,192,1
1037916215,693.5,182,1
1037924400,1680.0,56,1
1037925839,1443.0,5,1
1037927003,1966.5,173,1
1037927341,3121.5,129,3
1037927910,1401.0,149,1
1037927972,1326.0,75,2
1037927978,11349.5,51,6
1037928369,9076.0,16,6
1037929223,487.0,41,1
1037929995,552.5,149,1
1037936506,3443.5,120,1
1037941377,3039.0,149,1
1037943180,1574.5,156,1
1037943562,3245.5,44,4
1037951214,5428.0,39,4
1037951271,957.5,136,1
1037952634,2405.5,45,2
1037953732,2977.0,10,2
1037954040,387.0,39,1
1037954222,2937.0,114,3
1037959883,1790.0,188,1
1037971419,3635.5,5,2
1037981050,2309.0,150,1
1037983454,479.0,152,1
1037984179,1516.0,148,1
1037984454,891.0,1,2
1037986874,1142.5,46,1
1037987262,1178.5,179,1
1037987340,1221.5,26,2
1037994815,960.0,107,2
1037999300,893.0,176,1
1037999423,1196.0,39,1
1037999437,754.0,182,1
1038000006,1600.5,155,1
1038001820,2743.5,33,2
1038006434,1337.0,152,1
1038016328,2949.0,19,1
1038020929,1123.0,167,1
1038022311,2988.5,109,3
1038024364,1019.0,132,1
1038024942,1885.5,174,1
1038027352,1194.0,62,1
1038028911,1579.0,166,1
1038034365,1233.0,73,1
1038036269,1245.5,52,2
1038049835,1971.0,15,2
1038050264,1065.0,72,1
1038053257,4347.0,134,1
1038053365,559.5,75,1
1038061616,4574.0,15,2
1038062586,640.0,80,1
1038062646,681.0,45,1
1038063020,1509.5,56,1
1038063198,1118.0,4,2
1038063742,1537.5,160,1
1038068666,1518.0,156,1
1038069619,1674.0,75,1
1038069956,2994.5,141,2
1038075369,2565.5,24,5
1038076782,1605.0,141,1
1038077287,1104.5,142,1
1038077973,758.5,151,1
1038081474,1105.0,171,1
1038083552,3900.0,148,1
1038083882,10899.0,35,5
1038084692,1895.0,147,2
1038085544,972.0,84,1
1038086142,3029.0,83,1
1038087257,2289.0,46,1
1038087866,465.5,4,1
1038090352,604.5,166,1
1038091342,2847.5,61,1
1038092271,580.0,71,1
1038093026,1250.0,190,1
1038093114,2297.0,92,2
1038105377,617.5,27,1
1038114814,701.0,192,1
1038115788,4642.5,159,2
1038116011,1361.5,178,1
1038126320,989.0,189,1
1038127140,1493.0,70,1
1038127594,728.0,62,1
1038130127,808.5,141,1
1038130865,1093.0,76,2
1038135815,31439.0,130,1
1038145747,1423.5,38,1
1038146698,973.0,12,1
1038149323,5126.0,59,3
1038156002,1334.0,139,1
1038163629,735.0,162,1
1038166181,767.0,190,1
1038171010,682.5,125,1
1038173620,929.0,189,1
1038182086,2671.5,17,2
1038187107,2507.0,15,1
1038190309,2197.0,61,1
1038191518,1082.0,155,1
1038193732,2554.0,96,2
1038194372,4268.0,159,1
1038197360,1695.0,27,2
1038201192,1839.0,167,1
1038228616,3779.0,73,3
1038230358,921.0,180,1
1038234724,2930.5,13,3
1038234959,3254.0,159,1
1038246327,719.0,35,1
1038255324,7890.5,22,2
1038258140,904.5,27,1
1038261007,1672.5,124,1
1038266140,2998.0,104,4
1038266350,24.0,90,1
1038273059,1266.0,115,2
1038279145,7784.5,14,3
1038281640,898.5,141,1
1038281641,797.0,26,1
1038283745,2400.0,102,1
1038286599,1187.5,168,1
1038288468,580.0,160,1
1038290077,683.0,141,1
1038290169,2859.0,157,1
1038290817,1468.5,162,1
1038291260,1051.5,56,1
1038295028,1800.0,93,1
1038297932,1422.0,53,1
1038302537,566.0,176,1
1038323810,1222.0,105,2
1038326220,2880.0,12,3
1038326438,879.0,158,1
1038327398,868.5,135,1
1038327874,505.0,98,1
1038397350,2015.0,73,1
1038400801,756.0,70,1
1038401923,4201.130000000001,124,2
1038402229,2523.5,75,3
1038405116,496.5,1,1
1038405347,1186.0,15,1
1038405533,1120.0,152,1
1038414424,2202.0,25,2
1038414590,2198.5,84,3
1038415191,1664.0,72,1
1038417629,10831.0,29,12
1038419912,1327.5,16,2
1038420137,934.0,190,1
1038420784,5435.5,18,4
1038424003,650.0,38,1
1038425187,1380.0,111,1
1038425245,673.0,162,1
1038433547,978.0,99,1
1038453718,697.0,64,1
1038460104,606.0,44,1
1038465331,597.0,110,1
1038470950,1705.0,162,1
1038485843,1483.5,76,2
1038486940,3278.0,71,1
1038488319,1393.0,23,1
1038489104,630.0,192,1
1038489284,815.5,37,1
1038490886,641.5,17,1
1038498509,1010.0,61,1
1038501093,7322.0,45,5
1038502606,8833.0,138,2
1038503152,1673.0,182,1
1038503590,882.0,122,1
1038506182,879.0,83,1
1038506763,1403.0,180,1
1038508727,817.0,24,1
1038510352,1708.5,188,1
1038511735,313.0,84,1
1038512451,1201.0,183,1
1038514807,1776.0,125,1
1038514858,943.5,160,1
1038523019,1266.0,98,1
1038558631,698.0,74,1
1038558825,1945.0,96,3
1038560262,1850.0,62,1
1038560540,606.0,18,1
1038560973,1270.5,155,1
1038568250,1039.0,169,1
1038574099,778.0,141,2
1038580332,870.0,180,1
1038586848,1400.0,163,1
1038588934,495.0,64,1
1038589576,3280.0,122,2
1038589670,942.0,103,1
1038590887,2641.0,21,1
1038592629,420.0,153,1
1038593755,7331.5,5,8
1038599757,3697.0,101,1
1038601520,3946.5,65,3
1038601678,1375.05,96,1
1038604445,8256.5,3,8
1038605987,3544.0,159,1
1038672028,760.0,36,1
1038672038,3097.0,156,2
1038672857,1801.5,123,1
1038676883,692.5,144,1
1038678956,18285.0,60,7
1038679452,4328.0,126,2
1038679803,34542.5,122,10
1038686092,770.0,35,1
1038703783,10902.7,13,7
1038708551,1004.0,61,1
1038714592,3624.5,48,1
1038715039,997.0,187,1
1038715059,1627.0,134,1
1038715220,3600.0,60,2
1038717798,636.5,84,1
1038718070,517.0,36,1
1038718735,1432.0,192,1
1038718827,1474.0,80,2
1038720684,1113.0,85,1
1038720964,2724.0,187,1
1038721116,1078.0,187,1
1038722035,1211.0,50,2
1038723066,3857.0,42,1
1038723479,2588.0,71,1
1038723842,4343.0,192,1
1038724773,881.0,181,1
1038725254,656.0,75,1
1038726387,1472.0,40,1
1038726961,22519.0,54,5
1038729544,394.5,22,1
1038730587,1384.0,17,1
1038730794,10812.0,122,2
1038750393,522.0,97,1
1038751060,1667.0,23,1
1038751532,942.5,169,1
1038754823,301.0,46,1
1038761168,1683.0,186,1
1038761804,1020.0,104,1
1038777250,579.0,35,1
1038777400,1889.5,172,2
1038777431,2173.0,78,1
1038777466,2125.0,15,4
1038777648,2215.0,139,1
1038777658,3730.0,91,2
1038777681,829.0,181,1
1038778446,833.5,75,1
1038778526,397.5,174,1
1038778571,1024.0,1,1
1038778680,1052.0,148,1
1038779054,1240.0,173,1
1038779205,5233.0,90,5
1038780807,2358.0,83,1
1038780813,1119.0,186,1
1038780950,865.0,10,1
1038781180,690.0,99,2
1038781711,941.5,85,2
1038781926,2067.0,37,2
1038782259,1716.0,36,3
1038784119,974.0,161,1
1038785448,417.5,64,1
1038786212,1444.0,171,1
1038786672,1963.5,131,2
1038787749,982.5,118,1
1038789012,1870.5,191,1
1038792362,7774.0,125,3
1038793227,1239.5,50,1
1038797104,817.0,144,1
1038797340,946.0,81,1
1038798706,904.0,148,1
1038803044,1010.0,35,1
1038803443,975.5,30,1
1038803767,2260.0,175,1
1038803855,2230.5,93,2
1038803896,1268.0,188,1
1038804447,933.5,73,1
1038804495,846.0,122,1
1038805053,846.0,111,1
1038808071,1312.0,186,1
1038808355,2960.0,158,2
1038809321,980.5,78,1
1038809434,2208.0,74,1
1038809762,1326.0,166,1
1038811185,3333.0,148,2
1038813016,1560.5,159,1
1038815649,1013.5,103,1
1038816977,7634.5,45,5
1038816978,2236.5,105,2
1038817351,784.5,146,1
1038819348,1305.5,186,1
1038823661,600.0,133,1
1038825659,1925.0,161,1
1038826789,3349.0,190,1
1038827230,2322.0,163,1
1038837081,3588.0,70,1
1038837239,1676.0,99,2
1038838761,1104.0,135,1
1038841898,1480.0,170,1
1038843970,1918.0,189,1
1038845906,860.5,90,1
1038852129,548.0,70,1
1038855241,3708.5,40,2
1038864705,972.0,145,1
1038866354,4104.0,154,1
1038866636,4179.08,190,1
1038866862,1973.5,19,2
1038868089,2845.0,49,2
1038868196,1149.5,90,1
1038872448,2052.0,76,1
1038873143,878.5,173,1
1038873852,1742.5,19,2
1038899649,1533.0,36,2
1038899660,2108.5,155,2
1038913124,1796.0,27,2
1038915424,445.0,172,1
1038918171,5872.5,73,2
1038919537,1158.0,144,1
1038922937,1013.0,76,1
1038923631,727.5,107,1
1038924985,1111.0,53,2
1038929678,2888.0,41,3
1038937159,2409.0,44,1
1038937247,1188.0,167,1
1038938115,2518.5,122,3
1038944437,776.0,182,1
1038946182,1193.5,6,2
1038953125,2318.0,44,4
1038953240,840.0,79,1
1038953360,1184.0,11,1
1038956254,1605.5,192,1
1038973251,2967.5,163,1
1038982600,2707.5,22,2
1038983838,841.0,49,1
1038985639,2174.0,71,1
1038985774,1368.0,167,1
1038989612,1175.0,147,1
1038996340,1916.0,35,1
1038996397,705.5,185,1
1039000380,4709.0,149,3
1039012186,744.0,192,1
1039016138,386.0,163,1
1039022305,1557.0,87,1
1039024201,635.0,145,1
1039025824,1752.0,38,1
1039031017,1785.0,167,2
1039031528,1675.0,184,1
1039034178,2965.0,171,2
1039035799,1339.5,169,1
1039036441,383.0,82,1
1039038377,1171.0,176,1
1039043229,360.0,90,1
1039045384,1984.5,66,3
1039048831,2886.0,144,1
1039050579,3194.0,83,1
1039051088,1070.0,189,1
1039052406,2025.5,72,3
1039060520,800.0,12,1
1039118089,927.0,38,1
1039119794,1338.0,132,1
1039121774,1347.0,187,1
1039974331,3012.0,9,2
1039981424,752.0,70,1
1039981686,580.0,48,1
1039981950,2973.0,49,3
1039988572,625.0,29,1
1039991031,932.0,58,1
1039996250,9448.0,100,3
1040005296,1124.0,89,1
1040009014,1344.5,112,2
1040009324,565.5,72,1
1040014261,905.0,139,1
1040014534,979.0,186,1
1040015064,2575.5,49,2
1040015077,2213.5,6,5
1040016282,934.0,123,1
1040018112,3021.0,185,1
1040018871,1201.0,137,1
1040019857,2252.0,131,2
1040020619,996.0,61,1
1040021087,1072.5,159,1
1040021796,1258.0,113,1
1040025477,3417.0,152,1
1040026087,615.0,12,1
1040026584,1018.0,138,1
1040026984,3265.5,162,2
1040027477,855.0,136,1
1040027535,1143.0,138,1
1040027576,823.0,67,1
1040030607,3423.0,165,2
1040031872,1801.0,44,1
1040033554,439.5,57,1
1040053358,877.0,14,1
1040057935,2317.0,73,2
1040058334,3076.0,135,3
1040060546,682.5,11,1
1040062178,2694.0,181,1
1040063300,2428.0,29,1
1040070494,3292.0,119,1
1040072739,870.0,167,1
1040085966,1748.5,181,1
1040086137,880.5,167,1
1040086524,680.5,186,1
1040087395,851.0,50,1
1040091744,365.0,99,1
1040095501,765.0,28,1
1040097278,1840.0,157,1
1040099823,878.5,139,2
1040100359,1356.0,174,1
1040100838,879.0,154,1
1040102017,3054.0,186,1
1040103208,563.0,192,1
1040103254,2035.0,30,2
1040103455,2109.0,163,1
1040104060,583.0,151,1
1040104537,2510.0,6,3
1040108583,1365.0,60,1
1040111062,1558.5,136,1
1040112886,2102.0,137,2
1040225449,536.0,42,1
1040329354,1830.5,101,2
1040332452,2102.5,155,2
1040342059,3099.0,181,2
1040359539,1006.0,22,1
1040364754,1935.5,17,3
1040366411,522.0,183,1
1040374082,1096.0,154,1
1040375884,906.0,78,1
1040377158,1492.0,88,1
1040377814,561.0,77,1
1040378180,1012.5,61,1
1040379586,1120.0,5,1
1040384731,1524.0,88,1
1040384942,2703.5,86,1
1040390933,1358.0,126,1
1040396373,611.5,184,1
1040409587,5728.0,66,3
1040415715,1317.0,190,1
1040418826,1652.0,6,3
1040419945,546.0,72,1
1040421172,2789.0,61,1
1040423194,2350.0,180,1
1040423598,1264.0,190,1
1040424104,3123.0,35,2
1040439614,994.5,62,1
1040439630,385.5,142,1
1040439972,927.0,150,1
1040440883,1551.0,157,2
1040443896,440.5,83,1
1040449109,1308.5,98,1
1040451195,832.5,157,1
1040452658,2107.5,171,1
1040453072,6382.5,15,4
1040453181,1021.0,13,1
1040456937,2472.5,41,1
1040457644,1347.5,105,1
1040458514,1437.0,160,2
1040458645,1498.0,111,1
1040464516,9360.0,2,3
1040466464,1068.0,184,1
1040701034,764.5,175,1
1040704142,5337.0,156,1
1040719848,731.0,149,1
1040721873,1056.5,104,2
1040725549,1070.0,9,1
1040738391,2836.0,58,5
1040745508,1404.5,65,1
1040746136,584.0,164,1
1040748971,4199.0,159,2
1040749479,1081.0,157,1
1040752721,574.0,157,1
1040756896,754.0,18,1
1040758320,664.5,148,1
1040758656,1505.5,103,2
1040760402,1923.5,108,3
1040761431,844.5,168,1
1040763255,1422.0,126,1
1040767996,144.0,152,1
1040772776,1716.5,17,1
1040773955,747.0,143,1
1040774241,4590.0,183,1
1040774697,947.0,175,1
1040776902,724.0,24,1
1040785623,503.0,52,1
1040820103,561.5,118,1
1040831361,1320.0,104,1
1040831429,1024.0,7,1
1040876101,875.0,172,1
1040916020,856.5,190,1
1040918624,2621.0,171,2
1040923143,8301.0,106,2
1040923541,1417.0,153,1
1040924414,3376.0,46,1
1040924566,1291.0,61,1
1040927202,2255.0,65,1
1040928312,1134.0,140,1
1040930670,3935.5,19,6
1040930693,1404.0,192,1
1040933225,1463.0,173,1
1040933786,1817.0,172,1
1040935192,5215.0,81,4
1040939853,641.5,65,1
1040943205,2243.5,98,4
1040943287,987.0,115,1
1040945629,740.0,176,1
1040946059,1663.0,187,1
1040959407,2437.0,32,1
1040962482,2788.0,157,1
1040974347,3066.5,40,2
1040974907,1926.0,26,3
1040975322,644.0,138,1
1040975935,2069.0,152,3
1040979814,549.0,103,1
1040980622,719.0,31,2
1040980722,1846.0,113,2
1040988324,402.0,124,1
1040991495,1461.0,35,1
1040991719,2905.0,159,1
1040993966,2410.0,147,1
1040994003,471.5,72,1
1040994140,630.0,152,1
1041003468,956.5,154,1
1041006140,853.0,51,1
1041015032,3135.5,25,3
1041018832,3260.0,145,2
1041027135,3636.0,67,3
1041030786,2459.0,162,3
1041031705,713.0,184,1
1041034450,2873.0,175,2
1041036503,1636.0,173,1
1041036944,987.0,92,2
1041038359,792.0,18,1
1041045246,1275.0,166,1
1041046558,532.0,160,1
1041046629,2717.5,139,1
1041046789,2555.5,103,2
1041047420,517.5,179,1
1041049059,680.0,8,1
1041049273,1762.0,78,1
1041055304,3085.5,90,1
1041057333,1013.0,138,1
1041058152,3015.56,1,3
1041061485,2211.0,184,1
1041061873,1541.5,130,2
1041097574,2678.5,20,2
1041107386,1119.5,62,1
1041237181,537.0,184,1
1041241974,1171.0,140,2
1041248896,2144.5,45,1
1041252064,1739.5,39,2
1041252358,952.5,15,1
1041252461,437.0,26,1
1041252862,2490.5,6,2
1041254164,3572.5,40,3
1041260874,1039.5,185,1
1041261458,753.0,161,1
1041261505,583.0,177,1
1041261594,564.0,183,1
1041261724,640.0,11,1
1041261753,689.5,54,1
1041262418,1321.0,6,1
1041265035,5229.5,8,3
1041265581,507.0,147,1
1041268967,1639.0,122,1
1041270310,434.0,137,1
1041270571,589.5,157,1
1041271316,683.5,65,1
1041272194,659.0,29,1
1041274009,2652.0,162,1
1041280002,590.0,27,1
1041284568,486.5,64,1
1041290688,1496.0,16,1
1041294284,1035.0,48,1
1041305816,12831.0,121,5
1041307113,1115.5,142,1
1041307244,38165.0,3,18
1041308996,1098.0,119,1
1041315306,1349.5,188,1
1041356697,795.5,164,1
1041357292,1365.5,124,1
1041361049,2566.0,91,1
1041362326,480.0,38,1
1041363709,402.0,70,1
1041363771,1279.0,16,1
1041366791,397.0,177,1
1041389167,1560.0,52,1
1041391482,1263.0,135,1
1041391961,1999.5,141,1
1041394457,830.0,176,1
1041408362,734.0,148,1
1041409940,1426.0,9,1
1041410953,1057.0,37,1
1041411341,915.5,45,1
1041415198,2346.0,81,1
1041418283,2419.5,62,3
1041419058,1271.0,30,1
1041422485,1814.0,149,1
1041424661,6202.5,14,6
1041426626,573.0,177,1
1041428297,1382.0,48,2
1041432740,4157.0,146,2
1041433335,1891.5,150,1
1041433669,1008.5,83,1
1041434625,999.0,192,1
1041436653,1373.5,119,3
1041615857,709.5,130,1
1041617215,1062.5,184,1
1041618384,737.5,24,1
1041621318,680.0,76,1
1041621780,4140.0,9,3
1041629437,830.5,175,2
1041634353,5791.0,144,2
1041634355,2171.5,152,1
1041634357,1150.5,99,2
1041634359,2048.0,152,1
1041634363,3595.0,13,2
1041634369,1040.5,175,1
1041634371,6910.12,60,3
1041634376,1897.5,140,1
1041634383,7908.5,141,3
1041634385,1029.0,187,1
1041634391,3346.7000000000003,57,2
1041634401,4326.5,83,2
1041634403,636.0,173,1
1041634406,1718.0,146,1
1041634408,1242.0,162,1
1041634411,9357.0,13,4
1041634415,5464.5,54,3
1041634430,2086.0,168,1
1041634432,33180.5,10,12
1041634448,6974.0,157,3
1041634458,1936.8000000000002,159,1
1041634460,1363.5,13,1
1041634472,20260.05,10,11
1041634474,1167.5,171,2
1041634488,1406.0,142,1
1041634492,2893.0,152,2
1041634494,5276.0,58,1
1041634496,1838.0,179,1
1041634512,1847.0,70,2
1041634538,1212.0,117,1
1041634553,12.0,171,1
1041634560,2115.0,152,1
1041634574,3535.5,43,2
1041634576,6157.0,154,1
1041634597,4495.0,159,1
1041634603,5136.800000000001,90,2
1041634611,6369.88,2,5
1041634624,1083.5,17,1
1041634630,2773.5,168,1
1041634655,2859.0,34,1
1041634660,1433.0,189,1
1041634782,15913.5,76,3
1041634836,738.0,16,1
1041634879,4036.0,3,1
1041634894,5394.16,62,4
1041634981,1336.0,151,1
1041635007,3509.5,130,2
1041635047,8802.3,72,3
1041635053,1678.0,146,1
1041635061,4989.5,3,3
1041635084,862.5,83,1
1041635096,728.5,50,1
1041648602,1870.0,16,2
1041648603,5872.0,150,2
1041648608,3261.0,61,2
1041648610,6815.0,36,4
1041648612,3774.0,86,2
1041648614,2205.5,126,2
1041648616,1904.0,3,1
1041648618,810.0,147,1
1041648620,1759.0,28,2
1041648626,3015.0,77,2
1041648633,1992.0,151,2
1041648637,625.0,117,1
1041648638,3114.0,14,2
1041648642,3806.5,180,2
1041648646,1546.0,163,1
1041648648,2367.0,144,2
1041648650,3628.0,98,2
1041648652,20300.0,101,4
1041648655,2262.0,175,2
1041648663,2958.0,91,1
1041648665,2691.0,173,1
1041648667,3324.5,12,2
1041648668,3500.0,26,2
1041648675,6221.5,67,5
1041648676,4972.5,116,2
1041648678,2787.0,99,2
1041648680,6131.0,59,2
1041648681,1514.0,181,3
1041648687,4499.0,107,1
1041648689,802.0,18,1
1041648693,2420.0,152,1
1041648695,1639.0,108,2
1041648698,5776.0,130,3
1041648700,4157.0,145,2
1041648702,1365.5,24,2
1041648706,3245.0,179,1
1041648708,2147.0,141,1
1041648710,3950.0,88,2
1041648712,4849.0,126,3
1041648714,12268.0,112,3
1041648720,3075.0,186,1
1041648722,3504.5,59,2
1041648727,5940.5,98,4
1041648731,1162.0,42,1
1041648733,20135.0,2,8
1041648739,7094.0,34,4
1041648741,6845.0,34,2
1041648743,1275.0,178,1
1041648744,617.0,180,1
1041648748,2902.5,18,2
1041648750,4803.0,147,2
1041648754,3911.0,112,2
1041648755,826.0,49,1
1041648757,9014.0,13,6
1041648766,4168.0,154,1
1041648774,10629.0,61,7
1041648775,2881.0,188,1
1041648782,1016.0,76,1
1041648784,2763.0,125,1
1041648790,1257.0,168,1
1041648791,878.0,169,1
1041648798,7827.0,134,1
1041648807,6305.5,46,3
1041648808,3256.0,47,2
1041648812,572.0,5,1
1041648814,1514.0,73,1
1041648818,1890.0,140,1
1041648820,7212.0,52,3
1041648822,24725.5,72,12
1041648824,2410.5,57,1
1041648833,2177.0,189,1
1041648834,12643.5,40,7
1041648837,13235.0,137,3
1041648842,1350.0,132,1
1041648848,1186.0,181,1
1041648854,3565.0,164,1
1041648860,3939.0,142,2
1041648862,1430.0,21,1
1041648865,5996.5,76,5
1041648867,1589.0,121,2
1041648873,2624.0,94,3
1041648877,2516.5,41,4
1041648882,2615.0,174,3
1041648884,1449.0,75,1
1041648889,11448.0,46,6
1041648892,6032.0,159,1
1041648894,2948.0,191,1
1041648900,1220.0,171,1
1041648902,4312.0,192,1
1041648903,3204.0,133,2
1041648912,7499.0,169,1
1041648914,1749.0,81,1
1041648925,2228.0,12,1
1041648934,15695.0,132,2
1041648936,5951.0,162,2
1041648937,2057.0,159,1
1041648940,2080.0,141,1
1041648942,1942.0,148,1
1041648944,1002.0,161,1
1041648945,480.0,127,1
1041648947,7129.0,77,5
1041648949,2044.0,60,2
1041648954,8449.0,3,3
1041648957,448.0,30,1
1041648962,1514.5,33,3
1041648969,1211.0,35,1
1041648973,4934.0,74,2
1041648975,1461.0,130,1
1041648976,2635.0,14,3
1041648983,3217.0,98,2
1041648984,2563.0,92,2
1041648995,41436.5,17,17
1041648998,1449.0,97,1
1041648999,4880.0,25,2
1041649003,5536.0,48,5
1041649010,2348.0,133,1
1041649011,2316.0,63,1
1041649016,2895.0,186,1
1041649017,5732.0,4,2
1041649019,2066.0,182,1
1041649021,525.0,24,1
1041649022,3664.0,187,1
1041649046,4626.68,70,2
1041649047,2456.0,142,1
1041649050,724.5,133,1
1041649060,1305.0,146,1
1041649069,890.0,170,1
1041649075,6404.0,150,1
1041649076,7560.0,19,2
1041649085,2175.5,7,2
1041649101,3145.0,157,2
1041649103,2197.0,190,1
1041649104,3285.0,133,1
1041649105,10501.0,102,7
1041649106,1669.0,186,1
1041649117,3065.0,151,1
1041649118,3552.0,154,1
1041649120,1852.0,86,1
1041649121,6458.0,55,3
1041649123,6725.0,90,4
1041649129,8692.5,79,2
1041649130,8536.0,151,1
1041649131,2300.0,36,1
1041649132,7080.0,153,1
1041649139,1622.0,159,1
1041649141,434.5,93,1
1041649144,3214.0,5,1
1041649167,1451.0,84,1
1041649173,898.0,76,1
1041649175,1636.0,61,1
1041649176,954.5,60,1
1041649178,1364.0,71,1
1041650799,2075.0,128,1
1041779475,2321.0,35,1
1041779884,6350.0,79,4
1041784549,1015.0,13,1
1041785674,1706.0,161,1
1041787540,10787.5,25,5
1041789695,4272.0,14,3
1041789927,1091.5,71,1
1041790871,2219.0,86,2
1041791526,3296.0,3,1
1041792847,2054.0,112,1
1041798091,1529.0,35,1
1041799057,5852.0,140,2
1041799705,1246.0,148,2
1041800710,464.0,177,1
1041800988,406.0,156,1
1041802707,605.0,67,1
1041802907,2577.0,11,3
1041803055,1010.0,6,2
1041805265,1435.5,33,2
1041805626,676.0,94,1
1041805696,1027.0,150,1
1041807680,684.0,126,1
1041807789,626.5,130,1
1041808021,529.5,13,1
1041808345,1026.0,148,1
1041808747,2730.5,149,2
1041809961,997.0,93,1
1041811182,2121.5,140,3
1041811441,1647.0,29,1
1041811958,1163.0,57,1
1041812032,1057.0,128,1
1041812814,1414.0,111,1
1041813022,1526.5,94,1
1041813070,1856.5,57,2
1041814980,1957.0,76,1
1041931783,754.5,22,1
1041932161,1917.0,81,2
1041934690,6091.0,135,3
1041941782,1338.0,191,1
1041943518,4.0,16,1
1041944239,2900.0,162,1
1041944720,1486.0,188,1
1041948036,458.0,98,1
1041949369,2577.5,34,2
1041969173,1782.0,147,1
1041971423,786.5,152,2
1041971987,1572.5,98,2
1041976827,1781.0,158,1
1041976894,811.0,152,1
1041979239,634.0,174,1
1041979503,1797.0,134,2
1041983045,3159.0,94,1
1041983069,1428.0,58,2
1041988257,972.0,109,2
1041998636,11317.0,149,3
1041999257,2350.0,181,1
1042002111,318.0,155,1
1042002125,1094.0,43,2
1042002529,1406.5,14,2
1042004302,663.0,59,1
1042005661,341.0,186,1
1042005831,544.5,143,1
1042018725,925.0,4,2
1042145375,1920.0,17,3
1042145447,477.5,22,2
1042149152,514.5,104,1
1042149455,3389.0,169,1
1042153525,2471.0,8,4
1042164209,755.5,184,1
1042165407,1493.0,103,1
1042171723,919.5,18,1
1042175947,1528.0,83,1
1042176090,1505.0,97,1
1042177155,1487.0,192,1
1042182861,470.0,85,1
1042183031,624.0,8,1
1042187412,2833.0,191,1
1042193037,1276.0,89,1
1042193560,562.0,129,1
1042194936,1147.0,146,1
1042195074,3356.5,21,3
1042197111,1082.0,105,1
1042197599,2064.0,47,3
1042198749,2382.0,177,1
1042198979,3305.0,78,2
1042201091,882.0,152,1
1042202664,994.0,85,2
1042203687,649.0,126,1
1042204650,1638.0,153,1
1042204796,3645.0,163,1
1042204814,338.0,188,1
1042207328,971.0,7,1
1042207623,3113.0,121,3
1042208127,4332.0,150,2
1042209302,851.5,40,1
1042211540,1667.0,103,1
1042240244,2429.0,106,3
1042254056,1961.5,171,1
1042257510,937.0,186,1
1042265381,4158.0,174,1
1042266137,2585.0,143,1
1042268365,1080.5,118,1
1042268895,636.0,39,1
1042271061,2174.5,50,3
1042272959,2213.0,17,2
1042276073,3021.0,185,1
1042276973,494.0,156,1
1042299287,2932.0,153,1
1042303533,3085.5,6,4
1042304865,589.0,26,1
1042306736,871.0,167,1
1042308773,2766.5,36,2
1042309106,497.5,75,1
1042309962,1404.0,144,2
1042314773,3907.5,163,2
1042322058,1744.5,6,2
1042326266,2097.0,173,1
1042331632,4014.5,16,5
1042332240,793.5,181,1
1042333148,2758.0,4,3
1042334859,2223.0,134,1
1042335594,933.0,3,1
1042337381,1242.0,39,1
1042337812,1849.0,31,1
1042338841,900.0,3,1
1042339839,905.0,47,1
1042341266,5013.5,104,3
1042341546,1063.0,124,1
1042342467,566.0,94,1
1042342553,1080.5,72,1
1042344098,4773.08,113,4
1042346704,807.0,73,1
1042346713,1740.5,88,1
1042347873,2385.0,178,1
1042348628,1799.0,150,1
1042350695,2698.5,119,3
1042350916,4335.5,72,4
1042350947,880.5,171,1
1042351170,2141.0,84,2
1042351659,4261.0,96,3
