money,recent,frequency
1291.05,117,1
638.5,117,1
1145.0,61,2
1085.0,117,1
2324.0,17,1
1673.0,117,1
376.0,117,1
544.0,117,1
1957.0,117,1
897.0,117,1
829.5,117,1
2041.0,10,1
465.0,117,1
3056.0,21,1
1118.0,54,1
2066.0,117,1
6489.0,28,5
675.5,116,1
1301.5,116,1
427.5,116,1
1193.0,116,1
905.5,116,1
547.0,2,1
871.0,116,1
1240.0,116,1
960.5,116,1
1289.5,25,2
901.5,116,1
2846.0,116,1
954.0,116,1
2796.0,55,2
535.0,116,1
4372.0,100,2
2599.0,22,2
1270.0,116,1
1157.0,116,1
577.0,101,1
5801.5,4,6
535.0,116,1
1054.0,116,1
896.0,59,2
4940.5,12,3
12908.5,43,4
770.0,12,1
3004.0,15,2
8101.0,65,2
1470.0,115,1
1951.0,64,2
1228.0,115,1
2478.0,115,1
1178.0,115,1
2342.5,14,4
1034.0,115,1
1241.0,115,1
715.0,115,1
694.0,115,1
507.5,115,1
2087.0,115,1
434.0,115,1
1139.0,115,1
9124.0,22,5
429.0,114,1
6494.5,48,4
1595.0,114,1
1624.5,114,1
1104.0,10,2
1535.0,114,1
840.5,114,1
1124.0,66,1
1188.0,114,1
614.5,114,1
797.5,114,1
984.0,114,1
8572.0,94,4
565.5,114,1
499.5,114,1
5176.0,92,2
784.0,114,1
844.0,114,1
2108.0,14,1
10232.5,32,2
913.0,108,1
461.5,113,1
1244.0,113,1
621.0,113,1
986.0,113,1
456.0,86,1
1810.0,72,2
594.0,113,1
1102.0,113,1
1155.0,113,1
11739.5,49,6
2233.0,113,1
1229.0,113,1
1230.0,113,1
1903.0,113,1
1690.5,113,1
1227.5,113,1
7690.0,113,1
1914.5,68,1
2135.5,66,3
1078.0,10,2
2063.0,112,1
2119.0,113,1
5375.0,113,1
1341.0,113,1
10411.5,11,3
3644.0,1,1
11784.0,111,2
556.0,112,1
2133.0,25,3
715.5,112,1
482.0,112,1
5017.0,34,3
869.0,36,1
1123.0,112,1
1633.0,112,1
1278.0,71,1
840.0,112,1
709.0,112,1
1377.0,112,1
1928.0,112,1
1043.0,112,1
698.0,63,1
1246.0,112,1
1715.0,112,1
1342.0,112,1
739.0,112,1
738.0,112,1
885.0,45,1
1677.0,112,1
1050.0,112,1
13670.5,18,5
11520.0,112,1
3584.0,111,1
362.0,111,1
1532.5,111,1
4996.0,59,5
696.0,111,1
2165.0,111,1
483.5,111,1
7111.5,53,3
1526.0,74,1
1103.0,111,1
1146.0,10,1
659.5,111,1
736.0,111,1
1547.0,111,1
1758.0,111,1
744.0,111,1
1198.0,109,1
1019.5,111,1
691.5,111,1
507.0,111,1
2312.0,97,1
1025.5,50,1
1787.0,111,1
779.0,111,1
2368.0,7,2
760.5,76,1
1108.5,57,1
2511.0,27,1
765.5,111,1
641.0,111,1
423.0,32,1
5037.0,102,2
1440.0,111,1
432.5,37,1
1643.0,111,1
1248.0,111,1
1526.0,111,1
2747.0,86,2
946.0,102,2
2984.0,111,1
806.0,111,1
439.5,111,1
1324.0,104,1
9511.0,96,2
597.5,111,1
539.0,111,1
5326.5,11,6
2288.5,110,1
1611.0,110,1
358.0,74,1
389.5,110,1
1102.0,110,1
975.5,110,1
1818.0,110,1
919.5,110,1
896.0,110,1
1289.5,110,1
610.0,110,1
817.5,110,1
1983.0,83,2
1059.5,110,1
1356.0,110,1
8347.5,33,2
784.0,110,1
624.5,110,1
3075.0,82,1
2290.5,82,1
390.0,110,1
1123.0,110,1
4725.0,68,4
1467.5,110,1
4432.0,110,1
1532.0,110,1
904.0,17,1
613.5,110,1
930.0,110,1
2871.0,110,1
1772.0,64,2
9692.0,52,3
468.5,110,1
1423.5,110,1
647.0,110,1
570.0,110,1
764.0,110,1
1746.0,110,1
2373.5,110,1
3272.0,110,1
542.5,110,1
620.0,110,1
7176.5,53,4
1089.0,109,1
332.0,109,1
1383.0,15,1
1391.0,109,1
397.0,109,1
479.0,109,1
819.5,109,1
824.5,109,1
6532.5,103,3
723.0,109,1
4353.0,109,1
1239.0,109,1
999.0,109,1
1934.5,109,1
516.0,109,1
1632.0,109,1
1146.0,109,1
2088.0,54,1
911.5,35,1
2775.0,109,1
1189.0,109,1
669.0,109,1
4304.5,62,3
1758.0,109,1
1638.0,109,1
1109.0,109,1
603.5,16,1
1151.5,109,1
2543.0,109,1
846.5,109,1
4914.0,109,1
644.0,109,1
2539.0,109,1
606.5,108,1
1302.5,108,1
1800.5,8,1
1072.0,108,1
507.0,108,1
3932.0,5,2
533.0,57,1
1996.5,12,2
6687.0,56,3
632.4000000000001,108,1
490.0,108,1
1296.0,108,1
1415.0,108,1
1445.5,108,1
2279.5,45,3
511.5,108,1
1918.0,37,2
2078.0,46,3
921.0,108,1
1258.0,108,1
812.5,108,1
3552.5,80,2
1090.5,70,1
6346.0,108,1
1155.0,108,1
5968.0,19,3
1431.5,23,3
11898.0,89,3
951.0,97,1
686.0,107,1
418.5,107,1
925.0,107,1
2569.0,82,3
2701.0,91,1
7646.5,33,4
775.0,43,1
845.0,107,1
2468.0,107,1
1442.5,107,1
6308.0,70,3
1621.0,107,1
497.0,107,1
2999.5,45,2
36141.0,15,3
852.0,14,1
1214.0,107,1
578.0,107,1
10844.5,107,1
1254.0,107,1
2135.5,40,2
1389.0,106,1
569.0,106,1
1584.0,106,1
462.0,90,1
509.5,106,1
609.5,104,1
1608.0,106,1
973.5,106,1
463.0,106,1
868.5,106,1
1098.0,46,1
743.5,84,1
2846.5,106,1
819.0,106,1
1731.0,106,1
1174.5,106,1
1316.5,49,2
451.5,106,1
23044.5,11,4
993.0,83,1
1206.5,105,1
454.0,105,1
927.0,78,1
977.0,105,1
934.0,105,1
2541.0,87,3
1620.0,105,1
1613.0,24,2
799.5,105,1
1453.0,105,1
7082.0,31,3
759.5,105,1
2165.0,105,1
1458.0,105,1
445.0,105,1
823.0,105,1
1048.0,98,1
3683.0,94,2
919.0,105,1
2337.5,87,2
750.5,105,1
1383.0,105,1
893.0,105,1
6580.5,68,3
15129.0,31,5
745.5,52,1
1594.0,105,1
9129.0,102,2
669.0,105,1
859.5,105,1
1754.5,104,1
984.0,104,1
1121.0,104,1
1289.5,104,1
5154.5,48,2
942.0,104,1
3877.5,14,3
694.5,63,1
1039.0,104,1
4822.0,72,3
855.0,93,1
1988.0,104,1
1044.0,104,1
12776.5,37,5
2063.5,104,1
436.5,104,1
2028.0,40,2
1351.0,104,1
546.0,104,1
1528.5,104,1
933.0,104,1
9636.0,22,5
641.0,104,1
934.0,104,1
2394.0,82,2
3027.0,76,1
15116.5,12,4
2370.5,1,2
1500.0,104,1
2042.5,50,3
1127.5,104,1
2111.0,104,1
1707.5,103,1
1534.0,103,1
517.5,89,1
782.0,103,1
1306.0,103,1
396.5,103,1
1582.0,103,1
651.5,103,1
3089.5,37,3
5569.5,25,3
1153.5,103,1
824.0,103,1
813.0,103,1
4363.5,7,3
890.0,103,1
333.5,103,1
15460.0,68,3
2325.0,59,2
1125.0,103,1
3311.0,103,1
1735.0,92,2
688.0,103,1
1021.0,103,1
1237.0,103,1
6168.0,99,2
400.0,103,1
1802.5,68,2
3873.5,55,2
6997.0,93,2
4646.0,103,1
1606.0,4,1
14561.0,16,4
9073.0,58,6
1204.0,102,1
588.5,102,1
725.0,102,1
1015.0,102,1
1611.95,102,1
2396.5,91,2
606.0,102,1
972.0,102,1
1604.0,102,1
416.5,102,1
1105.0,102,1
1351.0,76,2
1678.0,102,1
951.0,102,1
1033.0,102,1
1251.0,102,1
2753.0,102,1
687.0,102,1
1731.5,101,1
316.0,101,1
1359.0,101,1
2187.5,101,1
5439.5,33,3
1255.0,101,1
762.0,101,1
8689.0,9,4
2041.0,101,1
653.0,101,1
604.0,101,1
1383.5,101,1
1641.5,63,1
545.0,101,1
1268.5,101,1
818.0,20,1
535.5,83,1
1231.0,66,1
1701.0,47,1
794.0,101,1
2344.08,71,2
15745.0,65,2
685.5,100,1
1496.0,100,1
4115.0,33,3
8648.0,100,1
2770.0,47,3
1023.5,100,1
1633.0,100,1
803.5,100,1
1868.0,25,2
1139.5,100,1
1326.0,100,1
6869.0,11,2
836.5,100,1
9860.0,35,3
1675.0,99,1
773.0,99,1
2398.5,99,1
715.5,99,1
436.0,99,1
618.5,99,1
1921.0,78,2
1675.0,99,1
742.0,99,1
269.0,99,1
2036.5,99,1
1818.5,23,2
446.5,99,1
599.0,99,1
718.0,99,1
1084.5,99,1
1661.5,99,1
1159.0,99,1
586.5,99,1
2981.5,99,1
1079.0,99,1
1229.0,99,1
810.5,99,1
3938.0,99,1
1715.0,41,1
1115.5,98,1
1872.0,98,1
1588.0,81,2
610.0,98,1
1476.0,98,1
1581.5,25,2
794.5,98,1
2331.0,98,1
2119.0,98,1
5618.5,91,2
5603.0,67,2
1472.5,98,1
1509.0,98,1
1451.0,98,1
539.0,98,1
3316.0,98,1
1565.0,98,1
2782.0,98,1
4450.0,98,1
2611.5,98,1
516.0,50,1
1092.0,7,2
535.0,98,1
2018.0,47,1
2869.0,98,1
716.0,98,1
2108.0,98,1
846.0,98,1
1325.93,98,1
865.0699999999999,98,1
2120.5,98,1
1163.5,98,1
1116.0,98,1
1916.0,98,1
1678.0,98,1
1732.0,98,1
6356.5,98,1
9688.0,98,1
1489.0,98,1
1827.0,67,1
18005.5,12,6
1584.5,98,1
434.5,98,1
1347.0,97,1
1636.5,97,1
1181.0,97,1
528.0,97,1
1863.0,97,1
4334.0,97,1
424.0,97,1
3718.0,28,2
4386.0,62,2
3266.0,97,1
1652.0,97,1
7743.0,97,1
1493.0,97,1
776.0,97,1
1877.5,97,1
5454.0,61,3
2430.0,97,1
1915.0,97,1
1149.0,97,1
1524.0,97,1
1318.5,97,1
813.0,97,1
1964.0,97,1
2921.0,97,1
1630.0,97,1
999.0,97,1
1651.5,32,2
928.5,97,1
738.5,83,1
2729.5,97,1
5845.0,44,2
473.5,96,1
794.0,96,1
3328.0,96,1
795.5,96,1
981.0,96,1
1675.0,96,1
1823.0,96,1
702.0,96,1
657.0,96,1
1119.0,96,1
376.0,96,1
660.0,53,1
1492.5,96,1
361.5,96,1
1198.0,96,1
447.0,96,1
987.0,96,1
2612.0,96,1
3536.0,23,3
958.0,96,1
926.0,96,1
6469.5,8,3
821.0,95,1
712.0,95,1
538.0,95,1
1605.5,95,1
607.0,95,1
837.0,95,1
601.0,52,1
636.0,95,1
2462.0,95,1
715.0,95,1
472.0,76,1
866.0,95,1
1460.0,95,1
4267.0,45,3
996.0,61,1
384.5,94,1
1084.0,94,1
11345.9,12,3
646.5,94,1
2166.0,94,1
4202.0,11,2
539.0,94,1
4050.0,58,3
1300.5,94,1
2613.5,94,1
1578.0,94,1
1077.0,94,1
1125.0,94,1
4554.0,94,1
8800.0,69,2
604.0,94,1
3659.5,53,4
1696.0,94,1
2122.5,93,1
1652.0,93,1
845.0,93,1
678.0,93,1
559.0,93,1
692.5,93,1
795.4300000000001,93,1
437.5,75,1
2637.0,88,1
939.0,93,1
1363.0,93,1
526.0,93,1
3162.0,48,1
1393.0,93,1
7993.0,93,1
1009.0,93,1
1221.0,93,1
1559.5,92,1
6904.0,83,2
661.0,92,1
631.0,12,1
1717.5,92,1
1442.0,92,1
4994.5,41,3
4157.0,68,2
4203.0,69,2
4494.0,33,2
30155.0,14,2
881.0,92,1
900.0,92,1
1985.0,61,1
785.0,92,1
2516.0,36,1
4255.0,14,3
748.0,92,1
1150.0,85,1
486.03999999999996,92,1
5465.0,92,1
624.0,92,1
6744.5,92,1
36324.5,22,3
556.0,91,1
921.5,91,1
1054.5,77,1
628.0,91,1
678.0,91,1
627.0,10,1
617.0,91,1
1164.0,91,1
13361.0,67,4
1547.5,49,1
2211.5,91,1
654.0,91,1
2868.0,91,1
1041.5,91,1
2282.0,91,1
1646.5,91,1
1222.0,91,1
3133.0,91,1
1560.0,91,1
2527.0,37,1
999.0,91,1
2334.0,91,1
2209.0,91,1
487.5,91,1
2519.5,91,1
2334.0,45,2
3368.0,72,2
998.0,91,1
3978.0,54,2
1505.5,91,1
1313.0,91,1
4814.5,87,2
3263.5,25,2
2266.0,84,3
1182.0,91,1
521.0,90,1
3491.0,90,1
530.0,43,1
7058.0,47,2
1920.0,90,1
646.0,90,1
3172.5,18,2
2706.0,90,1
736.0,90,1
514.0,90,1
960.0,90,1
1045.0,90,1
1367.0,90,1
1949.0,90,1
1285.0,90,1
1666.0,90,1
9097.0,90,1
4256.0,13,4
1328.0,90,1
453.5,90,1
1568.0,90,1
770.5,85,1
568.0,90,1
3979.0,90,1
2648.0,22,2
2711.0,90,1
1977.0,8,2
2714.0,90,1
1593.0,89,1
1049.5,89,1
1032.5,89,1
1822.5,28,1
4987.5,72,3
793.0,89,1
678.5,89,1
894.0,71,2
907.0,63,1
2729.5,89,1
5344.0,89,1
4849.0,46,3
2717.0,89,1
783.0,89,1
1451.5,34,1
517.5,71,1
2390.0,52,1
765.0,89,1
7660.0,26,5
11068.0,49,2
462.0,89,1
1925.5,63,1
5121.0,89,1
1429.0,89,1
5120.0,33,4
1628.0,89,1
779.5,89,1
845.5,88,1
912.0,88,1
2280.0,88,1
938.0,88,1
983.0,34,2
348.0,88,1
705.0,88,1
1494.0,88,1
2488.0,88,1
8626.0,44,2
1127.0,73,1
1982.0,59,1
5675.0,30,3
4050.5,83,2
6300.0,59,4
6554.0,78,2
1330.0,87,1
3933.0,22,2
475.0,87,1
697.5,87,1
1118.0,87,1
738.0,87,1
2207.0,87,1
950.0,87,1
4283.0,17,4
1553.5,7,2
1376.0,87,1
626.0,87,1
1264.5,86,2
687.0,87,1
3496.5,32,4
8669.0,32,3
1483.0,87,1
1065.0,86,1
1759.0,86,1
1171.5,86,1
660.0,86,1
3219.5,24,4
1220.0,83,1
5328.0,2,4
2180.0,86,1
3597.0,86,1
731.0,86,1
1344.5,86,1
2167.0,86,1
1813.5,86,1
2906.5,53,2
2019.0,16,1
8712.0,72,2
1058.0,86,1
1019.5,86,1
482.5,85,1
1233.0,85,1
2696.0,14,2
560.0,85,1
1230.5,85,1
2283.0,85,1
1123.0,85,1
6157.0,73,2
1015.0,85,1
1319.5,72,2
604.5,49,1
475.5,85,1
1121.0,57,1
913.0,85,1
2554.08,84,2
621.0,47,1
705.0,84,1
10677.0,20,6
510.0,85,1
1277.0,85,1
259.5,85,1
1418.0,44,1
546.0,84,1
1822.5,75,3
542.0,84,1
1451.5,78,2
815.0,10,1
1678.0,84,1
1521.0,84,1
1124.0,84,1
4890.08,1,3
1344.0,84,1
485.5,15,1
481.0,45,1
545.0,84,1
826.0,84,1
1006.0,13,1
930.5,63,1
3650.0,84,1
445.5,84,1
2575.0,83,1
1625.0,83,1
5698.5,76,2
1237.5,83,1
6015.0,83,1
1539.5,83,1
1757.5,83,1
681.0,83,1
3054.0,83,1
1560.5,83,1
653.0,83,1
1368.0,83,1
1656.0,54,2
962.5,83,1
1983.0,42,1
1290.0,83,1
757.5,83,1
530.0,83,1
699.5,83,1
1113.0,83,1
1335.0,83,1
607.5,83,1
1256.5,83,1
1293.0,83,1
594.0,83,1
940.5,83,1
952.0,1,1
613.5,83,1
1102.0,83,1
709.0,83,1
560.0,83,1
1232.5,83,1
1264.5,82,1
2640.5,19,3
511.5,82,1
486.5,73,1
1132.0,82,1
2246.0,82,1
475.5,82,1
2202.0,82,1
2432.8999999999996,82,1
1052.0,82,1
5480.0,28,3
1031.0,82,1
1012.0,82,1
10435.0,54,2
1255.5,82,1
5128.0,15,3
945.0,82,1
1947.0,82,1
910.0,82,1
724.5,82,1
845.0,82,1
336.5,82,1
977.5,82,1
2923.0,82,1
848.0,10,1
930.0,82,1
3676.0,14,2
1388.0,81,1
1286.5,81,1
1516.5,81,1
566.0,81,1
1449.0,81,1
1111.0,9,1
1085.5,1,1
681.0,4,1
789.0,81,1
3911.5,2,3
679.5,81,1
1189.5,53,2
1578.0,62,1
1167.0,81,1
859.0,54,1
421.0,81,1
439.5,13,1
5356.0,81,1
6373.5,30,3
390.0,80,1
376.0,80,1
558.0,80,1
572.0,80,1
533.0,80,1
455.5,80,1
1201.0,34,1
5943.0,9,3
1092.5,56,1
1062.0,80,1
825.0,80,1
6456.0,57,3
1165.0,80,1
979.5,80,1
1073.0,80,1
739.5,58,1
1380.5,79,1
1364.0,79,1
6907.0,70,2
7041.0,72,3
1789.5,48,2
734.5,79,1
2417.0,4,3
701.5,48,1
821.0,79,1
1916.0,79,1
12179.0,79,1
581.0,79,1
841.5,78,1
2507.0,40,1
1364.0,78,1
1841.5,78,1
1577.0,78,1
638.0,78,1
3340.5,40,3
2890.5,78,1
1203.0,78,1
943.5,78,1
718.5,78,1
1161.0,78,1
911.5,78,1
2172.0,78,1
646.0,78,1
1789.5,8,2
818.0,22,1
583.0,77,1
497.0,77,1
751.0,77,1
2598.0,77,1
745.0,77,1
2454.0,77,1
1759.5,77,1
6389.0,28,2
2196.0,76,1
2197.0,76,1
1668.0,34,3
874.5,76,1
829.0,76,1
4992.5,37,3
583.0,76,1
998.5,76,1
14832.5,73,2
2685.0,76,1
1976.0,76,1
570.5,76,1
1126.5,76,1
6171.0,48,3
446.0,76,1
366.5,76,1
929.0,76,1
1916.0,76,1
522.0,76,1
980.5,76,1
580.0,76,1
1283.0,76,1
9352.0,44,3
3610.0,76,1
1260.0,76,1
1535.0,3,1
926.0,75,1
655.5,1,1
1476.5,75,1
460.0,75,1
904.0,75,1
2096.0,75,1
909.5,75,1
1716.0,75,1
893.5,75,1
505.0,75,1
3107.0,13,4
688.0,18,1
643.0,75,1
571.5,75,1
12587.0,30,6
1008.0,49,1
952.0,74,1
1443.5,30,2
1525.0,74,1
1487.91,74,1
1396.5,74,1
866.0,74,1
579.0,74,1
845.0,54,1
1002.0,74,1
1045.3,53,2
9411.5,2,3
1775.0,74,1
1312.5,74,1
13331.0,14,3
1372.0,74,1
1695.0,74,1
1103.0,74,1
9483.5,72,3
4851.0,19,3
1094.5,72,1
544.0,73,1
917.0,73,1
843.0,73,1
1435.0,73,1
963.0,73,1
694.5,73,1
1057.5,73,1
794.0,73,1
4682.5,73,1
420.0,11,1
4327.5,56,2
735.0,73,1
968.0,73,1
1115.0,73,1
948.0,40,1
1808.0,73,1
1344.5,73,1
660.0,6,1
1059.0,31,1
951.0,46,2
1828.0,72,1
895.0,72,1
7161.0,68,2
270.0,72,1
528.5,72,1
1580.5,72,1
2082.0,60,2
1566.0,72,1
490.0,72,1
1382.0,72,1
2230.0,72,1
960.0,72,1
912.0,72,1
488.0,72,1
530.0,72,1
3342.5,8,2
3499.5,12,3
8003.0,26,5
625.0,72,1
1214.0,72,1
839.0,72,1
1525.0,72,1
2617.0,19,1
2086.0,72,1
1232.0,72,1
1006.0,72,1
3053.0,72,1
12056.5,50,4
918.5,26,1
12771.0,11,3
743.0,72,1
4741.5,19,2
704.5,61,1
1480.0,71,1
2757.0,54,1
890.0,71,1
2778.0,71,1
716.0,71,1
1165.0,71,1
7221.01,25,2
20.0,71,1
653.0,71,1
5765.0,68,2
2065.0,71,1
2066.0,71,1
3904.5,53,4
1806.0,71,1
806.0,71,1
19501.0,38,3
3537.5,46,2
1009.0,71,1
421.5,71,1
1256.0,71,1
2944.0,54,2
1295.0,71,1
12.0,71,1
8073.5,22,3
3334.0,71,1
714.0,71,1
827.5,71,1
372.0,71,1
8039.0,71,1
1802.5,71,1
5343.5,41,2
4041.0,71,1
1322.0,71,1
6765.5,60,2
1283.0,70,1
630.0,70,1
624.0,70,1
661.0,70,1
6262.5,31,3
1697.0,70,1
808.0,70,1
616.0,70,1
898.0,70,1
810.0,70,1
688.0,70,1
13591.0,70,1
5223.0,56,2
509.0,70,1
1059.0,70,1
699.0,70,1
724.0,70,1
2961.0,23,2
876.0,70,1
529.0,70,1
9901.0,70,1
2130.0,36,1
2379.0,70,1
1011.5,70,1
9909.0,5,6
845.0,70,1
1517.0,70,1
871.0,70,1
734.0,70,1
1078.0,70,1
4773.0,37,2
317.5,70,1
1898.0,70,1
672.5,70,1
567.0,70,1
1199.5,70,1
794.0,70,1
748.5,70,1
11343.0,70,1
595.0,69,1
976.0,69,1
410.0,69,1
962.5,69,1
6430.5,5,5
1099.5,69,1
1091.5,69,1
346.0,20,1
1034.0,21,1
542.0,69,1
1213.0,69,1
618.0,69,1
1141.0,25,2
2146.5,69,1
1986.0,26,1
1054.5,69,1
722.5,69,1
1163.0,69,1
826.0,69,1
3835.5,22,2
535.5,69,1
607.0,68,1
630.0,68,1
647.0,68,1
478.5,68,1
827.0,68,1
2251.0,68,1
501.5,68,1
5901.0,7,4
5347.5,14,2
651.0,19,1
702.0,67,1
977.0,67,1
6573.0,67,1
2450.0,45,2
540.0,67,1
5010.0,50,3
1796.5,60,1
1597.5,19,2
1069.0,67,1
660.0,67,1
6526.0,13,2
1610.0,67,1
1338.0,67,1
8172.0,67,1
1590.5,51,1
516.0,67,1
424.5,66,1
616.0,66,1
624.0,66,1
1682.0,66,1
839.0,66,1
970.0,66,1
595.0,66,1
1734.0,66,1
965.66,66,1
645.5,66,1
9893.0,7,5
1265.5,66,1
1942.0,3,3
7469.0,34,3
2822.0,37,2
2991.5,34,2
1034.0,65,1
3972.0,65,1
573.0,65,1
15000.0,65,1
2361.0,65,1
1000.0,65,1
622.0,65,1
1157.0,65,1
2940.5,65,1
860.0,13,1
739.0,24,1
816.0,64,1
1549.0,23,1
3961.0,64,1
894.5,64,1
460.5,64,1
2570.0,64,1
1295.0,54,1
9145.0,40,2
2182.5,11,1
570.5,63,1
668.5,63,1
989.0,63,1
5474.0,35,2
1485.5,63,1
467.5,63,1
1048.0,63,1
690.0,63,1
2677.0,63,1
7456.0,63,1
6555.5,63,1
3510.0,20,2
5409.0,41,2
8683.0,63,1
1022.0,62,1
1949.5,16,2
1162.0,62,1
1430.0,62,1
631.5,7,1
1142.0,62,1
6283.0,62,1
1150.5,62,1
1915.0,62,1
660.0,62,1
1022.5,7,2
12392.0,62,1
5256.5,30,2
1519.0,20,2
348.0,37,1
940.0,36,2
3141.0,62,1
779.0,62,1
1232.0,59,2
3307.0,62,1
6541.8,62,1
6374.0,6,3
2077.55,61,1
414.0,61,1
1382.0,61,1
1081.0,61,1
2498.0,40,2
1888.0,61,1
3689.0,61,1
1147.0,61,1
1324.0,61,1
502.0,61,1
1735.0,61,1
6021.5,58,2
2379.0,61,1
1033.0,61,1
1165.5,34,1
1639.0,61,1
662.0,61,1
1059.0,61,1
6156.5,40,2
442.0,61,1
14005.0,59,2
569.0,61,1
3294.0,58,1
988.0,60,1
2876.0,11,1
2888.5,20,3
335.5,60,1
1254.0,60,1
612.0,60,1
857.5,60,1
9542.0,45,2
514.0,60,1
1507.0,60,1
945.0,17,1
823.5,59,1
797.0,59,1
12.0,9,1
803.5,59,1
1752.0,46,2
320.5,59,1
1455.0,59,1
999.0,59,1
858.0,59,1
2053.0,59,1
4343.5,48,2
2255.5,59,1
14486.0,59,1
2146.5,59,1
1302.0,49,2
7674.0,22,4
281.0,58,1
2491.5,58,1
1639.5,15,2
1395.5,44,2
1053.0,58,1
1221.0,58,1
1364.0,58,1
1036.0,58,1
646.0,58,1
681.0,58,1
1575.0,15,2
69583.5,2,21
2343.5,2,2
9418.5,15,3
647.0,57,1
688.0,57,1
10873.0,55,2
1851.5,57,1
2504.0,56,1
1047.0,56,1
780.5,56,1
758.0,56,1
989.0,56,1
1344.5,56,1
1944.0,47,2
742.5,17,1
1580.5,56,1
1888.0,56,1
2807.5,18,4
3002.0,56,1
18547.0,56,1
4277.0,14,3
6492.0,6,3
407.0,55,1
1024.0,55,1
1842.5,55,1
765.0,55,1
2486.5,36,2
1330.0,1,1
664.0,55,1
1382.5,12,2
5972.5,38,2
12653.5,7,3
3034.0,16,2
485.0,54,1
1256.0,55,1
1387.0,55,1
753.0,55,1
980.0,55,1
2251.0,45,2
12630.0,26,2
435.0,55,1
698.0,55,1
1214.0,54,1
80.0,54,1
1765.07,26,2
662.0,54,1
1816.0,54,1
991.0,54,1
497.5,54,1
1165.0,54,1
300.5,54,1
851.0,54,1
2798.0,54,1
1456.5,54,1
1589.0,54,1
3070.0,54,1
1360.0,54,1
11664.0,5,5
279.0,54,1
3991.0,34,2
912.0,54,1
802.0,27,2
26107.5,36,8
3111.5,15,2
2258.0,4,1
810.0,25,1
523.0,53,1
861.5,53,1
1801.5,53,1
6075.0,12,4
515.0,8,1
2576.0,53,1
1106.0,53,1
2132.0,53,1
665.5,17,1
528.0,53,1
677.0,4,1
1344.0,53,1
2657.0,53,1
384.0,53,1
2234.0,53,1
2056.0,40,1
674.0,53,1
1044.5,53,1
765.5,53,1
450.5,53,1
5772.5,26,3
715.0,47,1
1101.5,52,1
1574.0,52,1
1728.08,52,1
430.0,52,1
830.0,52,1
1653.0,52,1
1712.5,52,1
591.0,52,1
947.0,52,1
3203.0,48,2
534.0,51,1
6841.0,44,3
707.0,3,1
3805.5,15,4
3514.0,22,3
57912.0,42,2
430.5,51,1
1369.0,51,1
1141.0,50,1
736.0,50,1
953.0,50,1
1350.0,50,1
316.0,50,1
13316.0,3,4
1416.0,10,1
854.5,50,1
998.0,50,1
8349.0,50,1
985.0,50,1
550.5,50,1
3453.0,24,2
1231.5,45,2
572.5,50,1
960.0,40,1
828.5,49,1
3770.0,49,1
525.5,49,1
9352.600000000002,41,2
10613.5,14,3
994.0,49,1
520.0,49,1
802.5,49,1
1105.0,31,1
9030.0,6,2
926.0,49,1
561.0,49,1
720.0,28,1
16.0,49,1
10417.0,36,2
1482.0,48,1
2608.5,48,1
1389.0,48,1
1027.0,48,1
467.0,48,1
2976.0,39,1
4592.5,18,2
6138.0,17,3
517.0,48,1
663.0,48,1
3340.0,48,1
607.5,48,1
1116.0,48,1
4961.0,34,2
456.0,48,1
5372.0,6,2
3028.0,48,1
788.0,48,1
1157.0,44,1
1475.0,47,1
1086.0,47,1
1722.5,27,1
854.0,47,1
440.0,47,1
48.0,47,1
1074.5,47,1
1306.0,43,1
1379.0,43,1
509.5,47,1
1469.0,12,1
1079.0,47,1
842.5,47,1
5465.0,43,2
958.5,46,1
1074.0,46,1
2090.5,46,1
672.0,46,1
3437.0,46,1
784.0,41,2
1718.0,23,4
393.5,46,1
680.5,46,1
744.0,46,1
1290.5,29,2
1893.5,23,1
2105.0,18,1
743.0,45,1
585.0,45,1
513.0,45,1
1312.0,2,2
3294.0,45,1
5021.17,45,1
2952.0,45,1
1660.0,45,1
1380.5,45,1
978.0,45,1
926.0,32,1
1326.0,45,1
5794.0,18,2
5333.0,11,3
509.0,44,1
3070.5,13,3
2009.0,44,1
4687.0,12,3
3689.0,12,3
666.5,44,1
1689.0,44,1
1091.5,44,1
1472.0,18,2
608.0,44,1
770.0,44,1
9057.0,6,4
4940.0,44,1
785.5,38,1
9431.0,44,1
3296.0,28,2
986.0799999999999,43,1
2126.0,10,1
2111.0,43,1
1208.0,43,1
567.0,43,1
1462.5,17,1
2488.5,8,2
741.0,43,1
1517.0,43,1
947.0,43,1
201.0,43,1
8915.5,29,3
1236.0,43,1
558.0,43,1
2233.0,21,1
1501.0,43,1
4799.0,26,2
593.0,14,1
1690.0,22,2
1181.5,41,1
923.0,42,1
1944.0,23,1
1805.5,42,1
1002.5,42,1
2590.0,25,1
828.0,42,1
1164.5,42,1
508.5,42,1
1817.0,26,2
5547.0,38,2
2430.5,9,2
3923.0,34,2
459.0,35,1
4278.5,8,2
10.0,41,1
1745.5,41,1
1996.5,41,1
994.0,41,1
744.0,41,1
1555.0,41,1
685.0,41,1
3768.5,3,3
788.0,41,1
551.0,41,1
954.5,41,1
6668.0,3,4
2414.5,31,3
1528.0,41,1
827.5,26,1
791.5,22,2
1351.0,41,1
3442.0,22,3
988.5,41,1
13502.5,40,2
771.0,41,1
2677.0,41,1
