会员编号,money,recent,frequency,sex,age
1037268389,2683.5,31,25,2,35
1037268566,1406.0,31,28,1,34
1037268622,1028.0,31,25,1,32
1037268763,4999.0,25,50,2,39
1037269222,860.0,19,36,2,26
1037269672,1337.0,31,22,1,26
1037270072,1508.0,31,26,1,32
1037270832,710.0,31,19,2,40
1037271658,1838.0,31,28,1,36
1037271659,58.0,31,6,2,29
1037271946,926.0,31,20,2,48
1037273076,1587.0,31,21,2,39
1037273217,3030.5,29,48,2,42
1037274237,327.0,31,15,2,33
1037274720,371.0,2,14,1,31
1037275007,598.5,31,20,2,28
1037276768,617.0,31,21,1,25
1037276867,1080.0,31,22,2,37
1037277248,635.0,31,19,2,30
1037280239,737.0,31,16,1,22
1037284344,1367.0,31,22,1,19
1037287812,961.0,31,17,1,25
1037288657,1274.5,31,14,1,29
1037289156,1026.5,31,21,1,42
1037291056,1310.0,31,22,1,31
1037291354,2073.0,31,25,1,54
1037292533,508.0,31,15,2,29
1037292994,2436.0,16,30,1,31
1037293250,1006.0,31,20,2,31
1037294789,580.0,31,17,1,37
1037294813,2642.0,28,47,2,30
1037294912,2289.0,3,29,2,41
1037295342,1386.0,31,22,2,30
1037295639,1064.0,31,26,2,31
1037296249,2294.0,31,24,2,22
1037296304,772.0,31,21,2,58
1037297022,624.0,31,20,2,10
1037297137,879.0,31,22,1,29
1037297802,4502.0,31,33,2,39
1037299528,2294.0,31,25,1,35
1037299750,2663.0,31,31,1,27
1037300025,389.5,31,17,2,37
1037300477,864.5,31,20,2,31
1037301785,1492.0,31,23,2,40
1037302093,785.0,31,18,1,34
1037302099,1720.0,31,19,2,31
1037302292,816.0,31,19,1,28
1037303026,2366.0,24,48,2,31
1037304449,674.0,31,24,2,36
1037305165,1965.0,27,39,1,25
1037305271,814.0,31,20,1,24
1037306938,919.0,31,23,2,28
1037307521,983.0,31,24,1,34
1037307619,534.5,31,22,2,24
1037307769,1608.0,31,22,2,29
1037308270,807.0,31,21,2,24
1037308679,345.0,31,12,1,23
1037309183,1153.0,31,22,1,30
1037310707,522.0,31,16,2,26
1037311254,1042.0,4,38,1,25
1037311266,600.0,31,21,2,23
1037311621,1793.0,31,28,1,28
1037311706,1036.0,31,19,1,27
1037311989,888.0,31,22,1,45
1037312179,625.0,31,23,1,42
1037312428,596.0,24,18,2,26
1037312880,2291.0,31,28,1,35
1037313005,1408.0,19,34,2,33
1037313162,1699.5,10,44,2,31
1037313710,688.5,31,26,2,30
1037314392,2451.0,31,30,1,34
1037314665,3992.0,31,32,1,31
1037315177,2600.0,31,27,1,41
1037315360,864.0,31,23,2,45
1037316619,2385.5,31,23,1,43
1037316954,2204.5,1,49,1,37
1037317336,2043.0,31,33,1,45
1037317458,1704.5,31,30,1,31
1037318679,2504.0,31,26,1,26
1037319636,3469.5,31,28,1,54
1037319882,894.0,31,22,2,32
1037320556,2711.0,31,30,2,35
1037320626,4644.0,31,30,2,46
1037320807,1308.0,21,22,2,28
1037320910,2461.5,31,23,1,33
1037321201,462.0,31,19,2,28
1037321208,957.0,31,18,2,26
1037322449,380.0,31,17,1,29
1037322815,483.5,31,22,2,44
1037322924,857.0,31,23,2,32
1037322935,1105.0,31,25,2,26
1037323436,1030.0,31,22,1,24
1037323576,1131.0,16,36,1,21
1037323931,656.5,31,25,2,26
1037323950,548.0,31,18,2,58
1037325791,577.5,31,22,2,28
1037326100,2641.5,31,25,2,45
1037326136,2499.0,30,40,2,27
1037326274,446.0,31,8,2,25
1037327048,1074.0,31,26,1,32
1037327086,1103.5,31,27,2,32
1037327216,1158.0,31,19,2,26
1037327483,2481.5,31,31,2,32
1037327575,1159.0,31,21,2,40
1037327880,1225.0,31,23,2,41
1037328684,935.0,31,22,2,31
1037328913,637.5,31,18,2,34
1037329150,3824.5,31,33,2,46
1037329874,2896.0,31,32,1,46
1037329949,852.5,31,18,2,29
1037330159,677.0,31,22,1,23
1037330243,1216.0,31,25,1,6
1037330348,651.0,31,18,2,41
1037330764,1068.0,8,38,2,32
1037330840,1186.0,31,24,1,14
1037331075,2766.0,27,58,1,24
1037331566,1230.0,31,23,1,24
1037331891,564.5,31,20,2,22
1037332002,1418.0,31,22,2,25
1037332077,1555.0,31,30,2,26
1037332205,1550.5,31,22,2,36
1037332231,1449.5,31,26,2,28
1037332407,948.0,31,22,2,26
1037332615,1186.0,31,27,2,36
1037333020,849.0,31,17,1,24
1037333658,869.5,31,22,2,25
1037333910,977.0,31,21,1,57
1037334044,1722.0,31,32,1,31
1037334049,2896.0,25,48,2,55
1037334493,1656.0,31,28,1,42
1037334512,2524.0,31,30,1,22
1037334598,474.0,31,16,1,30
1037334604,2035.0,31,26,2,34
1037334992,1099.0,31,18,2,24
1037335216,827.0,31,20,1,53
1037335520,1645.5,31,27,2,30
1037335673,6267.5,31,41,2,43
1037335900,1187.0,31,25,2,46
1037336064,1233.0,31,27,1,37
1037336148,1728.0,31,27,2,31
1037336333,4584.0,16,51,2,33
1037336361,948.0,31,15,2,30
1037337282,2086.0,31,25,2,27
1037337956,469.5,31,20,2,20
1037338041,1231.0,31,22,2,23
1037338141,1034.0,31,23,1,39
1037339374,916.0,31,23,1,29
1037339384,905.0,31,24,1,34
1037339638,971.0,31,19,2,38
1037339706,3120.0,31,29,2,35
1037339777,680.0,31,23,1,35
1037340116,3428.0,31,33,2,37
1037340545,2699.0,31,27,1,20
1037352246,1323.0,31,25,2,30
1037401147,1433.5,30,30,2,29
1037401866,1334.0,11,24,1,30
1037406527,715.0,30,17,1,34
1037411563,449.0,30,21,2,33
1037415127,765.0,30,23,2,49
1037416303,2719.0,30,23,1,48
1037420073,499.0,30,21,1,30
1037421746,461.5,30,22,1,35
1037422277,1436.0,30,24,1,43
1037422779,1382.0,30,23,2,45
1037423141,459.5,30,20,1,26
1037426248,652.0,30,20,1,28
1037429670,1390.0,30,22,2,45
1037438222,2903.5,12,46,2,25
1037439232,5944.5,12,92,2,42
1037447876,2833.5,26,40,2,22
1037453686,639.0,30,21,2,24
1037454625,659.0,30,18,2,47
1037454969,2152.0,30,28,1,31
1037454979,737.0,30,22,2,8
1037455696,528.0,30,16,2,29
1037455988,941.5,30,24,1,30
1037456418,2070.0,30,25,1,47
1037456521,871.5,20,18,2,31
1037457701,749.0,30,23,2,21
1037457991,764.0,30,21,2,35
1037458022,2258.0,30,29,1,43
1037458478,1013.0,30,22,1,30
1037459315,1154.0,30,22,2,29
1037459350,1895.0,30,27,1,44
1037459485,1752.0,30,28,1,37
1037460102,849.0,30,23,2,41
1037460873,1351.5,30,26,2,57
1037461601,1006.0,30,21,2,34
1037461999,1510.0,30,28,1,48
1037462114,699.0,30,23,1,51
1037462323,840.0,30,16,1,50
1037462840,2317.5,30,25,2,46
1037463118,488.5,30,21,2,57
1037463319,2168.0,30,45,1,41
1037463529,643.5,30,18,1,34
1037464113,1284.5,30,27,1,23
1037464272,1580.0,30,24,1,39
1037464286,1399.0,30,26,2,40
1037465556,1420.5,30,23,2,40
1037466632,387.0,30,14,1,28
1037466849,726.0,16,19,2,37
1037467210,724.0,30,17,2,29
1037467421,1807.0,30,29,1,32
1037467456,2680.0,30,27,1,27
1037467722,2587.0,30,31,2,35
1037468220,1480.0,30,19,1,30
1037470940,626.5,8,31,2,22
1037475032,744.0,30,20,2,44
1037475242,1986.0,30,24,1,50
1037475328,991.0,30,22,2,38
1037475417,1540.0,30,22,1,44
1037475657,1452.0,30,24,2,44
1037476233,983.0,30,22,2,23
1037477266,836.0,30,19,2,28
1037477438,1437.5,18,37,1,22
1037484615,980.5,30,23,1,26
1037484626,412.0,30,19,1,32
1037485859,1920.0,30,30,1,31
1037489818,749.0,30,19,2,34
1037490988,664.5,30,19,1,27
1037493298,760.5,30,24,2,20
1037549255,1289.0,30,24,1,32
1037549825,1564.0,30,22,2,23
1037551785,1060.0,30,22,2,25
1037552609,1607.0,30,27,2,34
1037552711,1118.0,30,29,2,19
1037553045,896.0,30,24,2,27
1037553417,544.0,30,18,2,25
1037553531,488.0,30,19,1,44
1037554044,733.0,30,20,1,24
1037555676,601.0,14,21,1,49
1037557388,1088.0,30,16,1,32
1037557458,1038.5,30,24,2,30
1037557506,1034.0,30,29,1,39
1037557840,2295.0,5,77,2,38
1037559467,1436.0,30,26,1,29
1037560305,558.0,30,19,1,31
1037560343,1854.0,30,29,1,33
1037560495,1770.06,30,29,1,34
1037560614,3974.0,30,31,1,33
1037560848,1390.0,30,23,1,24
1037561731,597.5,30,22,2,30
1037562126,5074.5,6,94,1,37
1037562368,746.0,30,19,2,29
1037562425,1254.5,30,24,2,27
1037562538,1114.0,30,25,2,33
1037563384,477.5,30,18,2,32
1037563507,912.0,30,22,1,29
1037563789,977.0,7,23,1,27
1037563976,1200.0,30,26,2,43
1037564298,1126.5,30,23,2,27
1037565624,2571.0,30,26,1,22
1037566825,1797.0,30,26,2,34
1037567298,1371.0,30,23,1,34
1037567333,880.5,30,18,2,26
1037568098,664.0,13,16,2,40
1037568306,2616.0600000000004,30,26,2,40
1037568486,2342.0,25,27,2,33
1037568528,472.0,30,16,2,33
1037569159,1359.5,30,24,2,32
1037569290,947.0,30,19,1,34
1037570793,1706.5,30,26,1,30
1037570864,1186.0,30,24,1,32
1037570956,1165.5,30,26,2,29
1037572241,1058.0,30,23,1,36
1037572524,1003.0,30,23,1,37
1037572712,1681.5,29,47,2,25
1037572829,1730.0,30,24,1,25
1037574109,1634.5,30,30,2,32
1037574153,1308.0,30,25,1,28
1037575122,1022.0,30,23,2,30
1037575531,4724.0,20,50,2,36
1037576095,1071.0,30,19,2,26
1037576248,989.0,30,22,2,28
1037576388,2170.0,30,33,2,29
1037576768,675.0,30,21,2,29
1037576825,1054.0,30,21,2,31
1037576884,724.0,30,21,1,30
1037577070,1770.0,30,25,2,37
1037577294,1817.0,30,30,1,30
1037577435,1352.0,30,28,2,28
1037577503,1302.5,30,25,1,39
1037578024,6145.0,30,29,2,25
1037578279,339.5,30,17,2,27
1037579203,1313.0,30,25,2,37
1037579217,1444.0,30,22,2,36
1037579405,773.5,30,15,1,29
1037579781,1380.5,30,25,2,30
1037580019,618.5,30,18,2,21
1037580304,642.5,30,18,2,32
1037580480,753.0,30,24,1,51
1037581171,1240.0,30,19,1,45
1037581861,929.0,30,23,1,28
1037582389,2052.0,30,31,1,33
1037583028,2809.0,30,34,2,29
1037583092,1556.0,9,44,2,26
1037583595,411.5,30,19,2,25
1037584098,1777.0,30,31,2,30
1037584143,957.0,30,21,2,36
1037584200,1057.0,30,23,2,22
1037584533,373.5,30,20,2,31
1037584579,1026.5,30,20,2,25
1037584661,1464.0,30,21,1,26
1037584700,1197.5,16,40,2,28
1037584760,758.0,30,18,1,29
1037584965,1996.0,30,27,2,58
1037585421,688.0,30,22,2,41
1037585790,1190.0,30,29,2,34
1037587084,1103.0,30,27,2,32
1037587449,2972.0,30,33,2,23
1037587517,857.0,30,23,2,28
1037588010,1485.0,7,46,2,31
1037588044,699.0,30,20,2,31
1037588279,1301.0,30,24,2,34
1037588318,2974.0,30,26,2,23
1037588517,868.0,30,23,1,26
1037588832,704.0,30,17,2,30
1037588884,2711.0,30,32,1,30
1037589056,816.0,30,21,2,31
1037589365,1544.0,30,24,2,37
1037590173,999.0,30,24,2,44
1037590847,1588.0,30,27,2,31
1037595033,2141.0,29,23,2,34
1037614480,2265.0,4,45,2,32
1037614540,615.0,29,19,1,24
1037614676,794.0,29,24,2,36
1037617308,681.0,29,24,1,29
1037617591,354.0,29,13,2,35
1037619973,935.0,16,24,2,38
1037620346,1326.0,8,33,2,27
1037620931,824.0,29,22,1,46
1037621795,1270.0,29,20,1,34
1037622322,934.0,29,23,2,45
1037622548,753.0,4,23,1,25
1037623424,981.5,29,25,1,32
1037623783,838.0,29,21,1,37
1037623875,878.0,29,21,2,42
1037624326,1443.5,29,28,1,33
1037624343,1978.0,29,28,2,48
1037624489,914.0,29,22,1,26
1037624808,2071.5,29,27,2,37
1037625603,432.5,29,17,1,23
1037625891,4204.0,29,35,2,31
1037626267,1244.0,29,23,2,47
1037626735,1468.0,29,28,2,27
1037627072,1948.0,29,21,1,46
1037629647,2583.5,29,29,1,34
1037634164,1580.5,5,44,1,34
1037634770,1556.0,29,23,1,28
1037636672,925.0,29,20,1,35
1037637827,574.0,29,20,2,30
1037637914,709.0,17,23,2,31
1037638309,10416.0,11,57,2,35
1037638339,939.0,29,19,2,40
1037638784,584.5,29,20,2,30
1037639322,456.0,29,18,2,21
1037639636,577.5,29,21,2,19
1037640593,904.0,29,24,2,37
1037640869,1090.0,29,24,2,24
1037641279,601.0,29,21,2,32
1037641998,2490.0,29,27,1,29
1037642216,1473.5,29,26,1,13
1037642259,1290.0,29,23,2,29
1037643297,1258.5,29,21,2,42
1037643930,1374.0,29,28,1,43
1037643974,1303.0,29,24,2,38
1037644299,2061.0,29,23,1,33
1037645075,964.0,20,25,1,34
1037645120,841.5,29,40,1,30
1037645331,1005.5,29,20,2,24
1037645438,913.0,29,23,2,39
1037645557,467.0,29,15,1,31
1037645905,452.0,29,18,2,27
1037646266,1533.5,29,27,2,29
1037646548,785.0,29,20,2,31
1037648294,672.0,29,20,1,30
1037649923,1062.5,29,21,2,34
1037650086,2902.5,29,32,2,35
1037650391,566.5,29,19,1,28
1037651129,1058.0,29,20,2,27
1037651606,1500.0,29,24,2,24
1037651634,454.0,29,21,2,33
1037651767,1456.0,29,25,1,37
1037652257,1211.0,29,25,2,34
1037652979,2368.0,29,29,1,30
1037653147,3871.0,29,30,2,42
1037653407,1492.0,29,26,2,30
1037653454,1062.0,29,25,2,31
1037653752,1226.0,29,27,2,23
1037653773,1600.0,29,26,2,48
1037654032,1362.0,29,23,2,27
1037654455,1708.0,29,24,1,39
1037654491,331.0,29,15,1,23
1037654700,3343.5,29,35,2,43
1037654849,827.0,29,18,2,39
1037655092,1653.0,29,26,2,22
1037655154,1616.0,29,27,1,30
1037655174,3632.0,29,29,2,52
1037655182,2562.0,23,51,2,21
1037655381,738.0,10,23,2,37
1037655563,1631.0,29,26,2,29
1037655688,831.0,22,36,1,42
1037655803,819.5,29,16,1,33
1037655918,371.0,29,13,1,26
1037656240,759.5,29,28,2,32
1037656798,5926.0,29,29,2,23
1037656901,1116.0,29,21,2,28
1037657167,783.0,29,24,1,28
1037658149,2385.5,29,24,2,34
1037658700,2468.0,29,24,1,28
1037658770,563.0,29,19,2,26
1037658797,700.0,29,21,2,42
1037658916,2013.0,6,45,2,24
1037659271,464.5,29,19,1,51
1037659634,1428.0,29,26,1,32
1037660157,1503.0,29,27,1,39
1037660274,2534.0,29,28,2,31
1037660324,4821.0,29,37,2,45
1037660410,3067.0,29,31,2,33
1037660440,881.5,29,21,2,30
1037661201,1500.0,29,21,1,29
1037661622,593.5,29,22,1,31
1037661644,1394.0,29,19,2,23
1037661673,739.5,29,20,2,26
1037661746,387.0,29,19,2,30
1037662561,519.0,29,18,2,33
1037662647,2834.0,29,29,2,40
1037662837,1365.0,29,26,2,30
1037663185,4374.639999999999,29,34,2,32
1037663343,3266.0,29,31,2,29
1037663675,930.5,15,20,1,23
1037663785,6586.0,4,60,2,36
1037663978,665.5,29,18,2,32
1037664129,1462.0,29,24,1,49
1037664161,10667.0,19,66,2,22
1037664243,2012.0,29,27,1,28
1037664355,1655.5,29,26,1,33
1037664595,5348.5,18,56,1,29
1037665198,1328.0,29,27,2,34
1037665418,2681.5,29,28,2,34
1037666780,560.0,29,18,2,33
1037666892,905.0,29,18,1,23
1037666921,1985.5,29,25,1,29
1037666923,4348.0,29,21,2,31
1037667245,1001.5,7,30,1,22
1037667644,1657.0,29,23,2,30
1037673227,659.0,28,22,2,25
1037673527,1005.0,28,17,1,28
1037675267,668.0,28,20,1,29
1037675490,1206.0,28,21,2,31
1037678698,419.0,28,17,1,45
1037679429,856.0,28,17,1,20
1037679500,921.5,28,24,1,28
1037679728,860.0,28,22,2,29
1037681470,1998.5,13,29,1,25
1037681501,806.0,28,20,1,26
1037682343,1468.0,6,34,1,35
1037682593,739.5,28,21,1,29
1037682995,2124.0,28,24,1,54
1037683234,885.5,28,25,2,27
1037683320,669.0,28,18,1,37
1037683424,1975.0,28,32,1,45
1037684162,1451.0,28,23,1,32
1037684755,3174.0,28,31,1,28
1037685408,1513.0,28,19,1,40
1037685863,836.0,28,24,1,26
1037686559,2806.0,28,27,2,30
1037687028,1153.0,28,21,1,29
1037687050,2995.0,10,51,1,29
1037687062,593.0,28,20,2,32
1037687136,2838.5,28,31,1,30
1037688331,533.5,28,19,1,31
1037689074,495.0,28,17,1,21
1037695930,916.5,28,22,1,37
1037697726,898.0,28,21,1,22
1037699090,912.0,28,20,2,35
1037699677,3747.0,28,40,1,31
1037700107,1098.0,28,25,2,27
1037700898,1830.0,28,26,1,29
1037703149,661.5,28,20,1,30
1037703531,750.0,28,18,1,47
1037704692,1045.0,28,20,2,28
1037705649,961.0,28,23,1,47
1037705669,618.0,28,22,2,31
1037706302,1159.0,28,25,1,49
1037706320,706.0,28,22,2,31
1037708085,2379.0,28,29,2,43
1037708413,875.0,28,19,2,28
1037708489,3404.0,28,28,2,25
1037708613,2218.0,28,29,2,31
1037708703,756.5,28,19,2,33
1037708889,1060.0,28,19,2,28
1037709203,893.0,28,24,2,26
1037709989,1177.0,28,27,1,54
1037711215,1705.0,28,23,1,25
1037711465,1226.5,9,26,2,26
1037711542,1341.0,28,23,1,29
1037711809,3065.0,28,34,2,34
1037712776,726.0,28,20,1,22
1037712856,591.0,28,21,1,24
1037712970,1115.0,28,22,2,33
1037714638,632.0,28,18,1,23
1037714910,664.0,28,22,2,27
1037714990,743.5,28,20,2,37
1037715226,2842.0,11,47,2,33
1037716284,691.0,28,22,2,31
1037716715,758.0,28,18,2,23
1037716893,1059.0,28,25,2,30
1037717269,1057.0,28,19,1,51
1037717962,402.5,28,19,1,37
1037719087,922.5,28,21,2,37
1037719553,942.0,28,25,1,25
1037719660,1351.0,28,25,2,24
1037719840,951.5,28,24,2,28
1037720520,1023.0,28,25,2,34
1037720609,1983.0,28,27,2,24
1037721076,2777.5,28,27,1,35
1037721158,515.5,28,22,1,24
1037721488,513.0,28,21,2,27
1037721773,1180.0,28,24,2,43
1037721920,450.0,28,20,2,28
1037722633,1250.0,28,19,2,27
1037722660,2450.0,28,26,1,33
1037722760,1687.0,28,27,2,37
1037722934,3160.0,28,27,2,43
1037723225,557.0,28,18,1,23
1037723266,734.0,28,15,2,32
1037723522,1422.0,28,24,1,31
1037723642,2981.0,28,28,2,31
1037724430,629.0,28,17,1,32
1037724530,483.0,28,21,2,25
1037724597,205.0,28,9,1,32
1037725032,1362.0,28,21,2,28
1037725036,1411.0,28,23,2,22
1037725372,532.0,28,16,2,31
1037725408,1703.0,28,26,2,32
1037725535,638.0,28,20,1,48
1037725692,789.0,28,19,2,23
1037725716,1667.0,28,28,2,29
1037726045,839.0,28,26,1,31
1037726138,954.0,28,24,2,48
1037727473,3691.0,28,27,2,24
1037727610,1288.0,28,26,2,55
1037727644,1339.0,28,18,1,37
1037728232,1253.0,28,26,1,31
1037728743,868.0,28,24,2,29
1037728903,1969.5,28,28,2,38
1037730435,2119.0,28,32,1,27
1037730821,1105.0,28,23,1,24
1037731118,2105.5,28,28,1,31
1037731643,1543.0,3,44,2,31
1037731676,705.0,28,19,2,31
1037870189,964.0,27,26,2,31
1037870725,792.0,27,21,2,29
1037871549,934.0,1,20,2,29
1037872907,463.5,27,18,1,27
1037873323,728.0,27,24,1,29
1037874160,1031.0,27,27,1,39
1037875796,3508.0,15,51,2,32
1037876985,501.0,27,18,2,56
1037877016,2606.5,7,30,2,34
1037877318,796.5,17,19,2,33
1037877465,1709.0,27,23,2,32
1037878439,1433.0,27,25,2,29
1037879895,1220.5,10,27,2,27
1037880064,1938.0,27,24,1,28
1037880654,1349.0,27,21,1,26
1037881086,919.5,27,19,2,37
1037881444,1542.0,27,26,2,29
1037881488,993.0,27,22,1,37
1037881742,636.5,27,19,1,29
1037881768,868.5,27,29,1,32
1037882075,571.5,27,22,2,23
1037882689,623.0,27,19,1,32
1037882879,1997.0,27,22,1,31
1037882883,706.0,27,24,1,32
1037882932,996.0,27,22,2,36
1037882963,646.5,27,21,1,43
1037883077,2027.0,27,26,1,38
1037883268,1022.0,27,23,2,23
1037884156,963.0,27,16,2,52
1037884335,1016.5,27,22,1,26
1037884343,3717.0,27,34,2,40
1037884578,364.0,27,19,2,42
1037884583,418.0,27,19,1,37
1037884840,1213.0,27,24,2,41
1037885388,1617.0,6,35,2,31
1037885490,929.5,27,22,2,33
1037885592,1349.0,27,24,2,40
1037885823,838.0,27,23,2,29
1037888046,572.5,27,21,2,27
1037888645,1044.5,27,22,1,30
1037892197,500.5,27,20,1,37
1037892594,2511.0,27,29,2,35
1037893410,543.5,27,17,2,29
1037894658,2040.0,27,24,2,29
1037895183,1127.5,27,24,2,34
1037897706,638.0,27,18,2,37
1037897902,4762.0,27,35,2,32
1037898283,716.0,27,18,2,37
1037898366,1038.0,27,19,2,37
1037901183,472.0,27,15,2,26
1037901803,1906.0,27,31,2,34
1037902104,765.5,27,21,1,43
1037903946,1164.0,27,23,1,28
1037904245,2544.0,3,52,2,23
1037905546,1028.0,20,23,1,27
1037905649,2801.0,27,24,2,48
1037905799,467.0,27,17,2,28
1037905915,2013.0,27,26,1,33
1037907523,1895.5,27,30,1,35
1037907545,992.0,5,37,2,33
1037908088,2050.0,27,23,2,41
1037908306,1312.5,27,26,2,29
1037909179,1087.5,27,23,2,23
1037909245,796.0,27,22,2,31
1037909911,978.0,27,23,1,43
1037910848,1481.0,27,31,2,40
1037911019,586.0,27,15,2,32
1037911030,1350.5,27,21,2,33
1037911799,498.0,27,15,2,39
1037911808,1037.5,27,25,1,39
1037911965,1740.0,27,28,2,25
1037912341,628.0,27,21,1,32
1037912527,4202.5,16,57,2,59
1037913287,2509.0,2,55,2,24
1037913318,759.0,27,19,2,41
1037913673,3391.0,27,28,2,37
1037913697,924.0,27,22,2,29
1037913931,2026.0,27,22,2,31
1037914016,698.0,27,24,1,37
1037914975,1124.5,27,18,2,27
1037915052,1351.0,27,20,2,28
1037915365,1121.0,27,28,1,38
1037915676,619.0,27,20,1,31
1037916073,672.0,27,15,2,51
1037916092,1159.0,27,24,2,37
1037916215,2342.0,27,30,1,33
1037916437,3222.0,27,25,2,34
1037916717,1306.0,27,21,2,23
1037919160,883.5,27,22,2,30
1037920163,1767.0,27,25,2,35
1037922749,2978.0,27,30,2,34
1037922965,1410.5,27,20,1,49
1037923167,916.0,27,21,2,40
1037923182,389.0,27,17,2,37
1037923376,1255.5,27,26,1,28
1037924136,1288.0,27,23,1,23
1037924400,969.0,27,17,1,35
1037924528,519.0,27,18,2,37
1037924549,645.5,27,18,2,35
1037924994,1736.0,27,28,2,48
1037925152,943.0,27,19,1,28
1037925654,671.0,27,21,2,37
1037925839,1878.0,27,28,1,31
1037925978,13188.5,8,52,1,37
1037926232,1367.0,27,26,1,35
1037926274,2185.5,27,30,2,16
1037926656,1692.0,27,30,2,26
1037926774,949.0,27,16,2,29
1037927003,1089.0,27,22,2,24
1037927170,5570.5,6,55,1,31
1037927304,668.5,27,20,2,39
1037927341,1898.5,1,34,2,24
1037927972,571.0,27,20,1,33
1037927978,964.0,27,20,1,42
1037928381,1046.0,27,24,2,30
1037929995,976.5,27,22,2,37
1037930093,1647.0,27,28,2,36
1037931427,594.0,27,19,1,35
1037931515,1322.0,27,23,2,29
1037932017,742.5,27,17,1,31
1037932380,502.0,27,18,2,26
1037932468,3127.0,27,36,1,29
1037932471,1696.0,27,26,1,34
1037932794,3646.0,27,27,2,54
1037933095,2142.5,27,29,2,19
1037936506,625.0,26,16,2,29
1037941377,1568.0,26,21,1,29
1037944121,705.5,26,23,1,10
1037944278,998.5,26,21,2,31
1037945150,507.0,26,20,1,37
1037945684,816.0,26,19,2,41
1037945792,576.0,26,18,1,21
1037945917,810.5,26,23,1,30
1037946535,468.0,26,17,2,22
1037946953,668.0,26,21,1,26
1037947946,1253.0,26,22,2,33
1037950582,437.5,26,18,1,29
1037950863,1753.0,26,25,2,28
1037951095,977.0,26,21,1,37
1037951214,3474.0,25,50,2,53
1037951271,1271.0,26,19,2,23
1037952036,959.0,26,24,1,23
1037952634,1687.5,26,28,1,25
1037952942,1010.0,26,16,1,31
1037953121,602.5,26,23,2,40
1037953183,877.0,26,18,2,31
1037953732,2094.0,26,29,2,45
1037953759,807.0,26,20,1,31
1037953848,552.0,26,16,2,34
1037954040,780.5,26,21,1,31
1037954222,475.0,26,18,2,33
1037954413,695.5,26,21,2,30
1037954432,2566.5,26,28,1,34
1037958359,769.0,26,22,1,17
1037959883,12766.5,18,84,2,29
1037962806,1192.0,26,24,1,50
1037970451,1245.0,26,23,1,30
1037971419,1330.5,13,22,2,30
1037978173,817.0,26,20,1,32
1037978705,964.0,26,24,2,28
1037980394,564.5,26,21,1,24
1037980827,1288.0,26,23,1,28
1037980986,2517.0,26,29,2,31
1037981450,1844.5,26,28,1,29
1037981825,1565.0,26,26,2,32
1037983454,442.0,26,19,2,33
1037984037,1036.5,26,25,1,29
1037984179,3623.5,26,31,2,30
1037984454,2426.0,26,23,1,24
1037985204,848.5,26,22,2,39
1037986161,841.0,26,21,2,36
1037986896,1580.0,26,29,2,49
1037987262,1365.0,26,23,2,41
1037987340,449.5,26,22,1,20
1037987601,706.0,26,22,1,42
1037989225,1258.0,26,29,2,25
1037989474,1332.0,26,20,2,32
1037989523,1100.0,26,24,1,32
1037990012,750.5,26,21,1,27
1037990233,558.0,26,18,2,37
1037990690,993.5,26,18,2,38
1037990744,1735.5,26,24,2,43
1037991341,1252.5,26,22,1,33
1037991661,756.0,26,21,2,21
1037991795,1425.0,26,25,2,31
1037991862,1682.0,17,26,2,38
1037992263,708.0,26,21,1,33
1037992411,569.0,26,21,2,30
1037994170,1329.0,26,23,1,30
1037994641,1361.0,26,24,2,37
1037995033,952.0,26,26,1,29
1037995050,4228.5,26,42,1,32
1037995118,1833.5,26,25,2,30
1037995183,804.0,26,18,1,21
1037995205,640.5,5,18,1,23
1037999248,1853.5,26,29,2,30
1037999300,1654.5,8,47,2,31
1037999423,1795.0,26,27,1,46
1038000006,2446.0,26,24,2,31
1038000137,913.0,26,23,1,32
1038000749,2717.0,26,30,2,44
1038001257,1353.5,3,26,2,26
1038001348,821.0,26,20,2,20
1038001371,770.0,26,22,2,30
1038001460,1626.0,26,24,1,34
1038001548,1179.0,26,24,1,36
1038001820,1958.0,26,22,2,28
1038002131,1382.0,26,28,2,33
1038002304,3455.0,20,55,1,34
1038002434,448.0,26,20,2,42
1038003380,845.0,26,22,1,24
1038003930,753.0,26,19,2,29
1038004082,1518.0,26,27,1,25
1038004208,2339.5,26,40,2,29
1038004399,2138.0,26,30,2,33
1038005203,462.0,26,16,2,41
1038005217,916.0,26,20,1,38
1038005422,807.5,26,23,1,30
1038005518,933.0,26,23,1,35
1038005588,1201.5,26,19,1,40
1038006248,1763.5,26,24,1,34
1038006413,687.0,26,20,2,34
1038006434,679.0,26,21,2,30
1038006762,1038.0,26,20,2,24
1038007093,1461.0,26,26,1,33
1038007705,632.0,26,18,2,35
1038008266,1272.0,26,26,2,36
1038008432,1362.0,26,21,2,23
1038008462,2761.0,26,35,2,40
1038008934,3881.0,26,35,2,31
1038014847,1859.0,25,32,1,24
1038016328,2365.0,25,17,2,42
1038019981,996.5,25,24,1,46
1038020872,491.5,25,19,2,31
1038020929,2951.5,9,64,2,22
1038022486,1384.5,25,23,2,26
1038022787,879.5,25,18,1,33
1038023189,1493.0,25,22,1,28
1038023995,2923.0,25,27,1,49
1038024341,2366.0,25,28,1,30
1038024942,1649.0,18,22,1,47
1038025540,537.5,25,17,2,25
1038026261,1199.0,25,24,1,58
