会员编号,money,recent,frequency,sex,age
1036486657,256.0,37,13,2,41
1036488738,273.0,37,16,1,37
1036489437,229.0,37,12,2,32
1036489630,204.0,37,12,1,53
1036489697,287.0,37,19,2,37
1036489710,238.0,37,14,1,20
1036494220,1121.0,26,19,1,36
1036494233,497.0,37,22,1,41
1036494749,300.0,37,14,1,37
1036495995,200.0,37,12,1,43
1036496565,358.5,37,23,1,47
1036497338,237.5,37,16,1,33
1036497819,292.0,37,17,2,28
1036498027,537.5,5,28,2,26
1036498059,185.5,37,11,2,33
1036498413,169.0,37,10,1,26
1036498541,183.0,37,11,1,27
1036499162,252.0,37,13,1,51
1036499607,282.5,37,15,2,36
1036500763,184.5,37,11,2,37
1036501324,1029.0,37,23,1,39
1036501635,178.0,37,17,1,31
1036501707,156.0,37,11,2,31
1036501803,210.5,37,15,2,32
1036502023,899.0,3,20,2,36
1036502054,236.5,37,19,2,28
1036502126,912.5,37,20,2,37
1036502450,590.5,31,19,2,26
1036502654,785.5,37,19,2,23
1036502739,433.0,35,27,1,26
1036502853,209.5,37,14,1,26
1036503314,358.5,37,20,2,30
1036503845,330.0,37,17,1,42
1036504071,179.0,37,14,2,25
1036505227,167.0,37,11,2,37
1036505312,220.0,37,14,2,36
1036505417,300.0,37,16,1,24
1036506445,202.0,37,13,1,37
1036506465,252.0,37,19,2,33
1036507165,437.5,37,19,2,23
1036507504,257.5,37,17,2,30
1036507752,151.0,37,12,2,30
1036507855,174.5,37,17,1,24
1036507992,1966.0,15,43,1,28
1036508002,313.5,37,18,1,27
1036508070,1056.0,37,20,1,37
1036508369,219.0,37,19,2,45
1036508630,196.5,37,11,2,19
1036508643,1209.0,37,22,2,31
1036509191,1092.0,37,19,1,28
1036509574,1522.0,37,22,2,35
1036509646,298.0,37,16,1,32
1036509686,136.5,37,13,2,24
1036509796,737.0,37,46,1,37
1036509989,472.0,37,21,1,36
1036510025,271.0,37,17,2,24
1036510069,1447.0,37,25,1,29
1036510446,307.0,37,19,2,37
1036510581,310.5,37,19,2,23
1036510989,203.0,37,16,1,32
1036511103,261.0,37,15,1,37
1036511203,205.5,37,14,2,30
1036511495,246.0,37,17,1,29
1036511516,237.5,37,20,1,38
1036511809,268.0,37,15,2,24
1036511884,274.0,37,15,2,22
1036512059,508.0,37,20,2,32
1036512312,390.0,37,17,2,42
1036512416,293.5,37,17,1,34
1036512742,36.0,37,2,2,35
1036513303,321.0,37,15,1,37
1036513425,297.0,37,18,2,29
1036513494,193.0,37,11,2,39
1036513545,1474.0,37,23,2,46
1036513840,179.0,37,14,2,34
1036514212,1399.0,37,25,1,29
1036514879,312.0,37,18,1,27
1036515239,361.5,37,20,2,37
1036515751,192.5,37,11,2,42
1036515773,558.0,37,23,2,28
1036515825,313.5,37,18,1,35
1036515857,239.5,37,19,2,43
1036516223,620.5,37,20,1,32
1036517133,369.5,37,16,2,41
1036517704,2301.5,37,29,1,31
1036517965,1700.0,37,27,1,28
1036518697,747.5,37,19,1,28
1036519142,346.0,37,18,2,20
1036520438,385.0,37,22,2,35
1036526581,5088.0,28,57,2,37
1036526974,742.0,3,33,2,26
1036528329,125.0,36,13,1,25
1036530578,251.0,36,16,1,30
1036531931,257.5,36,17,2,21
1036534788,187.0,36,12,1,31
1036536041,155.5,36,11,1,38
1036536117,268.5,36,18,1,75
1036537424,425.0,36,19,2,53
1036537768,583.0,36,15,2,30
1036538202,369.5,36,20,1,31
1036538211,251.0,36,16,1,26
1036538858,557.0,36,18,2,32
1036540486,253.5,36,21,1,19
1036540703,827.0,8,29,2,42
1036541381,166.5,36,13,1,31
1036543317,222.0,36,17,1,33
1036543404,201.0,36,13,2,30
1036545237,588.0,24,17,1,31
1036547681,146.5,36,12,2,27
1036549570,854.0,1,35,1,34
1036550851,915.0,9,23,1,26
1036551260,231.5,36,16,1,49
1036551715,1344.0,12,41,2,32
1036551924,221.5,36,15,2,28
1036551987,225.0,36,14,2,45
1036555092,156.5,36,14,2,22
1036555485,219.0,36,15,1,33
1036555762,183.5,36,12,2,34
1036557643,300.0,36,15,2,20
1036557840,228.0,36,12,2,21
1036557889,211.0,36,14,1,21
1036558255,237.5,36,17,1,24
1036558899,219.5,36,14,2,52
1036559676,213.0,36,15,1,50
1036559819,281.5,36,16,2,35
1036560494,541.5,36,23,2,33
1036560550,270.5,36,16,1,30
1036561358,228.5,36,11,1,32
1036561598,223.0,36,14,2,32
1036563058,308.0,36,18,2,21
1036563133,330.5,36,17,2,27
1036563184,363.5,34,27,2,41
1036563236,1949.0,7,44,2,40
1036564303,365.5,36,21,2,31
1036564552,262.5,36,16,1,33
1036566124,397.0,36,19,2,26
1036566148,205.5,36,13,2,31
1036566444,203.5,36,13,2,37
1036566518,222.0,36,16,1,31
1036568021,215.5,36,13,2,35
1036568217,192.0,36,14,1,37
1036568637,433.5,36,23,1,32
1036568938,320.0,36,18,2,26
1036569007,440.0,36,20,2,37
1036569774,264.0,36,15,1,26
1036569989,344.5,36,21,2,46
1036570934,277.5,36,16,2,34
1036570992,456.0,36,25,1,28
1036571208,308.5,36,17,2,44
1036571679,298.0,36,20,1,30
1036571835,315.5,36,20,1,30
1036572564,318.5,36,17,2,41
1036572846,228.0,36,13,2,41
1036572885,319.0,36,16,2,30
1036573142,170.0,36,14,1,29
1036573224,378.0,36,19,2,26
1036574031,301.0,36,19,2,28
1036574135,211.0,36,18,2,31
1036574333,563.5,36,22,1,37
1036574990,356.0,36,17,2,40
1036575022,291.0,36,17,1,33
1036575155,234.0,36,14,1,35
1036575857,117.5,36,11,1,23
1036577295,194.5,36,13,2,30
1036577499,2415.0,36,23,1,37
1036579626,317.0,36,20,2,38
1036584927,769.0,36,18,1,29
1036586948,317.5,36,19,2,25
1036588741,327.0,36,22,1,34
1036589009,442.0,36,17,1,26
1036589228,2876.5,11,47,2,31
1036600507,341.0,36,25,2,21
1036770908,252.5,35,11,1,27
1036772469,177.0,35,12,1,37
1036779679,217.5,35,16,2,33
1036779975,364.0,35,19,1,49
1036781982,258.5,35,13,2,28
1036783684,201.0,35,13,2,26
1036784167,306.0,35,18,1,52
1036784305,840.0,25,34,2,26
1036784515,1038.0,7,21,1,33
1036789260,339.0,35,17,2,48
1036789294,220.5,35,15,1,37
1036789855,231.5,35,14,2,38
1036789869,162.5,35,15,2,30
1036790930,293.0,35,15,1,22
1036791167,192.0,35,14,1,29
1036791253,276.0,35,20,1,30
1036792103,222.5,35,14,2,33
1036792909,1025.0,35,18,1,28
1036793113,1401.0,35,22,2,27
1036793709,2022.0,35,24,1,28
1036795753,360.5,35,28,2,2
1036795795,382.0,35,20,1,54
1036795797,248.0,35,13,1,20
1036796211,326.0,35,17,1,47
1036799231,689.0,11,18,2,36
1036799235,1820.0,19,23,2,36
1036799236,2649.0,31,23,2,36
1036799238,2009.0,25,26,2,43
1036799240,1760.0,24,25,1,36
1036799245,4068.0,2,70,1,55
1036799246,2163.5,1,27,1,54
1036799247,1668.0,23,20,2,36
1036799248,3163.0,17,28,2,36
1036799250,2916.5,20,57,2,30
1036799257,483.0,35,20,2,36
1036799259,1714.0,7,24,1,38
1036799260,890.0,19,18,1,41
1036799262,1722.5,8,41,2,41
1036799265,2227.0,21,45,2,36
1036799269,1213.0,9,23,1,36
1036799277,3888.0,1,67,2,36
1036799280,7919.44,2,78,2,36
1036799283,754.0,33,18,1,36
1036799284,2464.0,24,45,2,36
1036799286,968.0,13,21,1,35
1036799291,853.0,31,15,2,36
1036799299,2172.0,1,42,2,36
1036799306,3502.5,6,49,2,36
1036799308,7063.0,3,112,2,37
1036799309,2538.0,5,45,2,36
1036799310,1762.0,6,27,2,36
1036799312,5182.0,7,76,1,39
1036799314,4114.0,23,26,1,44
1036799318,1668.0,3,24,1,43
1036799324,536.5,24,17,1,37
1036799328,1951.2399999999998,18,22,1,36
1036799329,1497.0,14,21,2,36
1036799334,4514.0,1,86,2,36
1036799338,614.0,17,17,1,34
1036799343,872.0,30,23,2,36
1036799346,1197.0,24,20,2,36
1036799349,1246.0,9,24,2,36
1036799350,446.0,13,19,2,36
1036799366,1487.0,32,22,2,36
1036799379,2295.5,32,24,2,36
1036799383,1247.5,33,24,2,36
1036799384,919.0,13,23,1,35
1036799392,2772.0,2,29,2,36
1036799425,1001.5,10,21,1,33
1036799449,1766.0,3,41,2,35
1036799457,725.0,16,17,1,48
1036799473,1758.0,12,26,2,25
1036799486,1024.0,20,20,1,37
1036799516,7415.0,8,81,1,47
1036799553,981.0,5,22,1,37
1036799558,2396.0,11,27,2,31
1036799758,1193.0,7,21,1,37
1036799809,3240.0,22,41,2,35
1036800033,206.0,35,12,1,29
1036800416,250.0,35,11,2,22
1036806066,224.5,35,14,2,40
1036806946,212.0,35,15,1,31
1036808007,226.0,35,11,1,32
1036808415,205.0,35,15,2,32
1036808511,355.0,35,22,1,30
1036808860,257.5,35,16,1,37
1036808999,309.0,35,15,1,30
1036809186,1125.5,30,24,1,29
1036810687,131.0,35,13,1,30
1036811368,245.5,35,15,2,26
1036811511,260.0,35,17,2,26
1036812427,172.0,35,12,2,31
1036813376,227.0,35,14,2,30
1036813982,287.0,35,19,2,34
1036814046,224.0,35,18,2,37
1036814370,295.5,35,15,1,26
1036814388,202.5,35,15,2,34
1036814629,335.5,35,17,1,41
1036814676,303.0,35,20,2,33
1036815102,541.0,35,28,1,30
1036815163,339.0,35,20,2,24
1036815454,244.0,35,14,2,20
1036815617,165.0,35,14,2,26
1036815717,278.0,35,16,2,31
1036815932,258.5,35,17,2,25
1036816519,312.0,35,19,1,29
1036817049,263.5,35,16,1,52
1036817562,323.5,35,22,1,32
1036818315,371.5,35,21,2,40
1036819279,311.0,35,21,1,28
1036820045,352.5,35,21,2,37
1036820993,282.0,35,18,1,40
1036821036,173.0,35,14,1,31
1036822058,139.0,35,12,2,22
1036822276,213.0,35,13,1,28
1036822728,221.5,35,14,2,38
1036822880,267.0,35,20,2,32
1036822881,275.5,35,14,1,32
1036822920,680.0,29,22,2,24
1036823334,243.5,35,19,1,31
1036823396,2181.0,35,29,2,29
1036823854,177.5,35,12,2,22
1036824625,1664.0,17,24,1,28
1036825140,304.5,35,19,1,31
1036825325,333.0,35,23,1,33
1036825770,303.0,35,17,1,52
1036826259,257.5,35,14,2,26
1036826348,295.5,35,18,1,27
1036826888,263.0,35,12,2,34
1036826984,432.0,35,20,2,26
1036827136,199.0,35,13,2,29
1036827328,770.0,30,34,1,38
1036827526,157.5,35,13,1,25
1036827885,342.0,35,16,1,24
1036828163,225.0,35,17,1,36
1036828295,363.0,35,14,2,31
1036828500,364.0,35,18,1,30
1036828586,538.0,35,20,2,30
1036828932,164.0,35,10,2,36
1036829091,327.0,35,19,1,29
1036829182,2443.0,5,43,1,32
1036829247,509.5,35,27,2,30
1036829483,255.0,35,16,2,34
1036829800,218.0,35,15,1,37
1036830276,214.0,35,14,2,27
1036830444,1280.0,35,25,2,32
1036830642,323.0,35,16,1,32
1036830894,220.0,35,15,2,28
1036831153,273.0,35,17,1,35
1036831665,192.0,35,12,2,24
1036832091,162.0,35,10,1,46
1036832262,606.0,26,22,1,21
1036832371,588.5,7,37,1,29
1036832702,170.5,35,13,1,27
1036832710,345.0,35,18,1,23
1036832964,332.0,35,21,1,33
1036833454,444.5,35,23,2,33
1036833589,849.5,25,33,1,27
1036840375,668.5,34,18,1,22
1036841299,255.5,34,18,2,23
1036846285,199.0,34,13,2,26
1036849104,420.0,18,19,1,35
1036849472,519.0,14,18,2,31
1036850312,317.0,34,18,1,54
1036853678,649.0,23,19,2,37
1036855039,693.0,5,17,2,52
1036856699,842.0,34,20,2,22
1036857314,257.0,34,16,2,26
1036857421,596.0,9,18,1,34
1036857428,641.0,34,20,1,33
1036857616,179.5,34,14,1,26
1036857669,1022.5,10,38,1,38
1036857770,261.0,34,18,2,39
1036857896,180.0,34,13,2,25
1036858140,896.0,19,22,1,50
1036858192,1647.5,34,24,1,29
1036858279,2992.0,17,30,1,44
1036858389,471.0,34,22,1,61
1036858392,244.5,34,20,1,23
1036858449,354.5,34,21,2,35
1036858490,211.0,34,14,2,21
1036858772,169.0,34,11,2,28
1036858800,189.5,34,14,1,26
1036858823,370.5,34,21,2,27
1036859100,165.0,34,12,1,22
1036859629,1703.0,27,31,2,32
1036859905,366.5,34,20,2,46
1036860131,782.0,12,33,2,32
1036860132,218.5,34,14,2,33
1036860538,257.5,34,16,2,27
1036861398,253.0,34,14,2,37
1036873772,406.5,34,22,2,51
1036873905,205.0,34,12,2,35
1036874143,341.0,34,18,2,30
1036875550,213.0,34,14,2,34
1036876611,217.5,34,16,1,57
1036877436,149.5,34,13,2,21
1036877559,206.5,34,14,2,31
1036878397,192.5,34,16,1,30
1036878680,475.0,34,17,2,27
1036879851,318.0,34,17,1,29
1036880070,147.5,34,11,2,32
1036880478,327.5,34,22,1,31
1036881874,220.5,34,10,2,27
1036882579,343.0,34,20,1,25
1036882607,1106.0,10,15,1,23
1036882703,364.0,34,17,1,34
1036883217,201.0,34,12,2,31
1036883259,204.0,34,15,1,38
1036884793,237.5,34,16,2,45
1036885329,172.0,34,10,2,22
1036885474,2593.5,34,29,1,32
1036886119,330.0,34,17,2,31
1036886204,176.5,34,14,2,24
1036887009,452.5,34,25,2,37
1036887041,252.0,34,18,1,22
1036887055,211.5,34,16,1,22
1036887208,224.0,34,15,1,27
1036887306,649.0,17,23,1,25
1036887370,175.0,34,13,2,22
1036887654,212.0,34,12,2,27
1036887893,330.0,34,20,1,34
1036888385,307.5,34,18,2,37
1036889099,183.0,34,15,1,33
1036889137,344.5,34,19,2,24
1036889477,252.5,34,14,2,32
1036889859,199.0,34,15,2,27
1036889983,332.5,34,20,2,33
1036889992,343.5,34,16,2,31
1036889996,250.0,34,18,2,28
1036890326,231.0,34,14,2,28
1036891364,150.5,34,15,1,28
1036891457,333.0,34,20,1,37
1036891709,212.5,34,18,2,31
1036892257,392.5,34,24,2,31
1036892618,492.0,34,20,1,24
1036892865,264.0,34,19,1,35
1036893410,427.5,34,23,2,26
1036893703,880.0,21,28,2,29
1036893816,264.0,34,18,1,29
1036893858,410.0,34,22,1,32
1036894357,223.0,34,16,1,30
1036894462,328.0,34,19,1,32
1036894548,2329.5,23,44,2,51
1036895203,218.0,34,15,1,48
1036895271,1078.0,34,24,1,23
1036895760,235.0,34,17,2,34
1036895769,251.0,34,15,2,24
1036895791,282.0,34,17,2,37
1036895973,2488.5,33,53,1,31
1036896345,177.0,34,11,1,23
1036896927,334.5,34,14,1,31
1036897391,310.0,34,20,2,27
1036897778,167.5,34,14,2,22
1036897990,322.0,34,23,2,37
1036897997,365.0,34,20,2,28
1036898281,380.0,34,20,2,40
1036898343,154.0,34,11,1,25
1036898457,280.5,34,17,1,28
1036898872,167.0,34,12,2,37
1036899786,182.5,34,15,1,33
1036899871,2488.0,16,47,2,31
1036899910,1454.0,22,40,1,39
1036900259,343.0,34,16,1,20
1036900479,282.5,34,21,2,28
1036901181,223.5,34,16,1,33
1036901517,485.0,34,22,2,32
1036901664,123.0,34,10,2,26
1036901971,252.5,34,17,2,30
1036902181,1455.5,34,28,1,32
1036902565,277.5,34,20,2,34
1036902829,466.0,34,23,1,37
1036903599,135.0,34,10,2,31
1036903729,291.0,34,18,1,37
1036903887,393.5,34,23,2,32
1036903894,381.5,34,20,2,23
1036903935,440.0,34,23,2,30
1036904536,205.0,34,13,2,27
1036905175,203.0,34,12,2,23
1036905970,1145.0,34,20,1,34
1036916522,965.5,33,23,2,32
1036917749,141.0,33,10,2,29
1036919265,506.5,33,26,1,25
1036919834,202.0,33,12,2,31
1036921435,675.0,33,17,1,26
1036921887,205.5,33,17,1,29
1036922030,112.0,33,11,1,30
1036922077,288.0,33,15,1,37
1036922103,653.0,33,22,1,36
1036922889,1706.0,33,24,1,43
1036923336,265.0,33,16,2,42
1036923671,191.0,33,10,1,30
1036924188,1682.0,33,26,1,45
1036926865,906.0,33,22,2,21
1036926961,567.0,33,29,1,27
1036927201,715.0,33,19,1,32
1036927288,536.5,33,19,1,33
1036927459,378.0,33,24,2,50
1036927978,245.0,33,16,1,30
1036927992,400.0,33,21,2,24
1036928203,473.0,33,14,2,29
1036928267,919.5,3,32,1,30
1036928807,377.0,33,18,2,33
1036929008,168.0,33,12,2,38
1036929211,250.5,33,14,1,33
1036929612,353.0,33,24,1,25
1036929828,448.0,33,18,1,24
1036930030,1392.0,33,29,1,29
1036930045,1666.0,33,30,2,34
1036930438,2138.0,31,24,1,28
1036930443,685.5,33,21,1,25
1036930487,4964.5,11,54,1,60
1036930611,1732.0,33,23,2,27
1036930852,763.5,33,22,2,39
1036943521,396.5,33,20,2,34
1036979063,398.0,33,14,2,23
1036980164,890.0,33,21,1,23
1036982399,871.5,33,20,1,31
1036983183,470.5,27,18,2,34
1036983184,1465.5,33,22,2,32
1036983942,1192.0,32,20,1,25
1036984111,750.0,33,26,1,36
1036984730,1566.0,16,44,2,28
1036985132,1722.0,33,24,2,46
1036985510,741.5,33,23,1,32
1036987455,3451.0,20,46,2,37
1036988541,860.5,33,15,1,30
1036988573,525.0,33,19,2,34
1036989102,1372.0,33,18,2,41
1036989117,870.0,33,22,2,37
1036989329,659.0,33,21,2,35
1036989909,980.5,23,23,1,31
1036989947,589.0,33,23,1,26
1036990059,1113.0,33,25,1,28
1036990147,1777.0,33,25,2,31
1036990184,573.0,1,17,1,25
1036990258,987.0,33,22,2,40
1036990499,1121.5,33,28,1,31
1036990613,1263.0,33,26,2,33
1036990680,853.5,33,18,2,28
1036991726,740.5,33,21,2,22
1036992115,1813.0,33,28,2,40
1036992485,882.5,33,28,1,20
1036992844,952.0,33,23,1,30
1036993110,1991.0,33,30,1,37
1036994010,1441.0,33,22,1,30
1036994163,578.0,33,15,2,28
1036994424,728.5,33,24,1,30
1036994905,2474.0,11,46,2,55
1036995156,2017.0,33,27,2,27
1036995204,1570.5,33,23,2,50
1036995789,972.0,33,21,2,27
1036996613,622.5,33,21,1,13
1036996838,1072.0,33,24,2,31
1036997378,3082.0,33,31,1,30
1036998416,423.5,33,18,1,23
1036998598,2424.5,33,31,1,43
1036998897,2065.0,33,24,2,30
1036999283,815.5,16,21,1,27
1036999367,1313.0,33,27,1,31
1037000025,1727.0,33,26,1,30
1037001176,1507.0,33,30,1,32
1037001281,534.5,33,20,1,24
1037001567,2601.5,33,49,2,60
1037001971,1044.5,33,23,1,42
1037002072,970.5,33,24,1,13
1037002106,2245.0,33,28,1,20
1037002332,874.5,33,25,1,32
1037002606,1131.0,11,23,2,63
1037002668,791.5,33,17,2,26
1037003209,764.0,33,20,2,28
1037003759,982.0,33,27,2,24
1037004088,1223.0,33,26,1,23
1037004244,901.5,33,23,2,33
1037004263,2210.5,33,28,2,37
1037004393,1133.0,33,26,1,30
1037004484,818.0,29,15,2,28
1037004645,868.5,33,17,1,27
1037005116,876.0,33,24,2,31
1037005282,543.0,33,24,1,36
1037005339,992.0,33,24,2,35
1037005905,2888.0,33,26,2,38
1037005950,1255.0,33,24,2,31
1037006098,986.5,33,24,1,33
1037006217,1916.0,33,31,1,37
1037006295,3801.0,33,26,1,32
1037006424,1786.0,33,27,2,33
1037006845,561.0,33,20,2,37
1037006888,921.0,33,23,1,21
1037006930,1428.0,33,22,2,32
1037006934,467.0,33,19,2,37
1037006946,784.0,33,20,1,24
1037006992,1660.0,33,25,1,45
1037007378,1067.5,33,24,1,24
1037007520,1074.0,33,18,2,37
1037007577,934.0,33,25,1,31
1037007598,1000.5,33,23,2,26
1037007643,1049.0,33,23,2,25
1037008015,825.0,33,22,1,30
1037008352,316.0,33,19,1,27
1037008616,610.0,33,22,2,32
1037008732,1220.5,33,25,2,36
1037009112,1034.0,33,27,1,37
1037010352,2593.5,33,34,1,32
1037010915,1306.0,33,22,2,22
1037011115,687.0,26,19,1,38
1037011191,1579.5,33,31,1,29
1037011365,1322.0,33,25,2,37
1037011368,1944.5,33,24,2,36
1037011469,587.0,33,19,2,36
1037011813,1076.0,33,26,2,38
1037012028,758.5,33,17,1,26
1037012278,1212.0,33,24,2,27
1037012356,644.0,33,21,2,35
1037012459,528.0,33,17,1,22
1037013267,543.0,33,20,1,21
1037013517,1484.5,33,24,1,25
1037013645,590.0,33,20,1,31
1037014053,2386.0,33,27,1,31
1037014147,1412.5,33,25,1,37
1037015478,1236.5,33,23,2,22
1037038921,958.0,32,24,2,29
1037042670,1688.0,32,27,2,38
1037044868,941.0,32,22,2,26
1037046040,10062.5,1,88,1,29
1037051696,411.5,32,15,1,35
1037051906,1330.5,32,18,1,34
1037052097,2109.5,32,23,1,42
1037052711,1746.0,32,24,2,39
1037053751,1193.0,32,21,1,45
1037053965,1786.5,32,27,1,32
1037054830,2092.0,32,24,2,54
1037055028,1625.5,32,29,2,18
1037056785,1532.0,32,21,2,35
1037056794,2254.0,32,21,1,28
1037056941,393.5,32,18,1,29
1037057126,1155.5,32,25,2,34
1037057763,565.0,32,20,2,50
1037058609,1729.0,32,21,1,33
1037059090,1002.0,32,19,2,34
1037059177,642.0,32,21,2,25
1037059207,706.0,32,21,2,47
1037059238,1685.5,32,36,1,35
1037059610,498.0,32,17,2,33
1037059647,514.0,32,18,2,36
1037059653,876.0,32,20,2,34
1037060078,3261.0,32,28,2,45
1037060304,3332.0,32,29,1,34
1037060621,614.0,32,21,1,35
1037061377,1784.0,32,28,1,34
1037061434,1037.0,32,26,1,30
1037061822,5055.0,32,33,1,37
1037063762,970.0,32,21,1,28
1037064782,571.0,32,18,2,28
1037064887,1559.0,32,22,1,31
1037064981,1042.0,32,19,2,28
1037064997,755.0,32,19,2,32
1037065211,961.5,32,25,2,31
1037088570,1311.0,32,25,2,31
1037102173,1028.0,32,24,1,33
1037114388,603.0,32,20,1,21
1037121440,937.5,32,24,2,31
1037137230,811.0,32,22,2,22
1037138471,1028.0,32,18,2,29
1037139061,1509.0,32,25,1,29
1037139141,769.0,32,23,2,49
1037139410,2011.0,25,25,1,38
1037139532,2663.5,32,30,1,34
1037141368,880.0,32,22,1,34
1037141603,1609.5,32,28,1,41
1037141707,404.0,32,13,2,26
1037141856,1993.0,31,30,2,24
1037142230,1309.0,32,27,1,33
1037142580,406.5,32,18,1,45
1037143011,1807.0,32,27,2,36
1037143445,1765.0,32,29,2,21
1037143496,1843.0,32,30,2,48
1037144496,1531.0,32,26,1,27
1037144683,1864.0,32,28,1,28
1037144821,593.5,32,21,1,35
1037144840,429.0,32,17,1,26
1037144950,2842.0,32,28,2,28
1037144990,953.5,32,24,2,24
1037145193,1295.5,32,19,2,36
1037145205,1404.0,32,26,1,29
1037145417,1499.0,32,24,2,27
1037145755,1282.0,32,21,2,34
1037146011,1721.5,32,27,2,47
1037146410,596.0,32,22,1,25
1037146469,2832.0,32,50,2,41
1037147278,1909.5,32,28,2,41
1037147334,1244.5,32,23,1,45
1037147379,460.0,32,16,1,37
1037147905,1450.0,32,21,2,27
1037148798,373.0,32,17,2,45
1037148864,1398.5,32,26,1,34
1037149564,1949.0,32,27,1,32
1037150757,1345.5,32,29,1,32
1037151298,438.5,32,20,1,41
1037152165,427.5,32,16,1,37
1037154286,1416.0,32,26,1,32
1037154651,937.0,32,17,2,40
1037155502,2022.0,32,29,1,9
1037155675,2577.0,32,26,2,38
1037155881,1553.0,32,28,1,29
1037156196,1140.0,32,18,1,28
1037157252,1101.0,23,17,2,30
1037157768,2409.0,32,28,2,32
1037157946,771.0,32,21,1,29
1037158060,512.5,32,20,1,24
1037158296,657.0,32,21,2,54
1037159543,434.5,32,19,1,40
1037159900,1653.5,32,24,1,27
1037160424,900.0,32,20,2,34
1037160563,877.0,32,26,1,31
1037160657,1286.5,32,22,2,37
1037160779,1409.0,32,24,1,37
1037162352,581.0,32,23,1,32
1037162427,3187.0,6,46,2,30
1037162841,1700.0,32,27,2,44
1037162858,1644.0,32,21,2,44
1037163647,749.0,32,22,2,26
1037163828,1429.0,32,26,2,37
1037163951,1758.0,32,22,1,39
1037164242,1102.0,32,22,1,28
1037164278,1480.0,32,28,1,33
1037164728,800.0,32,19,1,21
1037164861,524.0,32,22,1,28
1037165746,1963.0,32,25,2,20
1037165928,1252.0,32,28,2,38
1037166005,344.0,3,17,1,40
1037166718,1240.0,32,21,2,55
1037167285,2010.0,32,33,1,36
1037167688,3011.5,32,30,2,34
1037167699,1297.0,32,26,1,52
1037168383,1441.0,32,26,1,47
1037169095,2654.0,32,27,2,29
1037169541,766.5,32,17,2,47
1037169985,595.5,32,22,2,23
1037170089,561.5,32,19,1,31
1037170121,1250.5,32,28,1,36
1037170242,427.0,32,17,2,34
1037170301,682.0,23,24,2,23
1037170897,4121.5,32,30,2,46
1037171250,527.0,32,17,2,42
1037172032,3344.0,32,60,1,21
1037172127,684.0,32,16,2,46
1037172152,1613.0,32,27,1,28
1037172294,973.5,32,22,1,35
1037172585,501.0,32,20,1,45
1037172735,2386.0,32,27,2,43
1037172745,1229.5,32,23,1,21
1037172982,831.0,32,23,1,30
1037173080,1056.0,32,25,1,35
1037173178,1035.0,32,25,2,37
1037173485,2472.0,32,24,2,28
1037175272,1096.0,32,17,2,40
1037175277,953.5,32,22,1,25
1037176014,869.5,32,21,1,29
1037176109,1012.0,32,14,2,39
1037176174,500.0,32,17,2,29
1037176381,430.5,32,15,1,29
1037176928,810.0,32,21,2,32
1037176997,710.0,32,24,2,24
1037177955,653.0,32,20,2,33
1037177989,610.0,32,19,2,49
1037178077,1333.0,32,26,1,23
1037178204,621.0,32,22,1,33
1037178472,2775.0,32,30,2,33
1037178493,1079.0,32,22,2,42
1037178525,1032.5,32,24,1,47
1037179021,540.0,32,17,1,32
1037179557,1378.0,32,21,1,36
1037179900,1481.0,32,25,1,32
1037180420,445.0,32,20,2,31
1037180527,1329.0,32,24,2,45
1037180635,900.0,32,18,1,20
1037182021,1426.0,32,24,1,30
1037184844,1253.0,32,24,1,31
1037186952,2179.0,32,18,2,28
1037196591,488.5,32,18,1,28
1037204109,1809.0,32,26,2,33
1037207310,953.0,32,23,1,30
1037212664,1323.0,32,25,2,45
1037213623,1579.0,32,31,2,30
1037216757,1199.5,32,27,1,37
1037221096,811.0,31,20,1,33
1037236133,1191.0,31,21,2,31
1037242471,1301.5,31,22,1,35
1037244146,1839.0,31,22,1,37
1037250233,521.5,31,16,2,34
1037250456,963.5,31,23,2,32
1037250792,1075.0,31,24,2,60
1037250862,845.5,31,19,2,31
1037251718,801.0,31,23,1,25
1037252551,8288.5,19,97,1,58
1037252642,1624.5,31,28,1,40
1037252949,1217.0,31,23,2,46
1037253711,2549.0,31,32,1,31
1037254582,1513.0,31,19,2,34
1037254753,2331.0,31,31,2,43
1037254811,427.5,6,13,1,35
1037255389,342.0,31,16,1,28
1037256765,649.5,31,21,1,37
1037258991,1865.0,31,23,1,34
1037259271,1162.0,31,17,2,52
1037259901,1542.0,31,29,2,35
1037260115,1007.0,31,17,2,38
1037260777,1717.5,31,26,1,56
1037260876,2279.5,11,44,1,35
1037260917,685.0,31,18,1,30
1037262147,888.0,31,19,2,50
1037262996,289.5,31,15,1,26
1037263392,525.5,31,17,2,28
1037263406,865.5,31,22,2,29
1037263666,1204.5,31,22,2,36
1037263725,841.5,31,20,1,36
1037263793,1282.0,31,24,1,38
1037263890,578.0,31,18,1,32
1037263929,694.0,31,21,2,21
1037264075,1208.5,31,25,1,37
1037264249,2042.0,31,26,2,43
1037264920,1179.0,31,17,2,39
1037264924,1288.0,31,25,2,30
1037265879,426.0,31,17,2,26
1037266112,896.0,31,17,2,42
1037266213,499.0,31,18,1,39
1037266255,704.0,31,19,2,50
1037266637,1876.5,31,25,2,34
1037266952,677.0,31,24,1,34
1037267556,800.0,31,18,1,36
1037267654,787.0,31,22,1,23
1037268139,1373.5,31,25,1,29
1037268343,898.5,31,21,1,27
